layer,head,pair,suggested_alpha_deg,base_pair_stat,base_k_scale,rot_dim_stat0,rot_dim_stat1,base_scaled_dim0,base_scaled_dim1,residual_gamma,final_dim0,final_dim1,dominant_channel
9,6,52,8.699372559441406,9.28127670288086,0.8619503820543183,5.433999538421631,9.145435333251953,4.6838379782255135,7.882911479549582,1.014853461281936,4.753409184285948,8.0,1
9,6,53,41.353798964312425,11.324738502502441,0.7064180774003948,9.313228607177734,10.160665512084961,6.579033047072851,7.177677796155556,1.1145666087553956,7.332770552165664,7.999999999999999,1
9,6,54,31.673621577664562,6.960111141204834,1.1494069329782506,6.437281608581543,5.518991947174072,7.3990561104370105,6.343567607133013,1.0812189934220537,8.0,6.858785782889103,0
9,6,55,9.016205777551354,10.00040054321289,0.7999679578263963,6.655571460723877,9.587316513061523,5.3242439096029255,7.669546011989113,1.0430865122256674,5.5536470099064665,8.000000000000002,1
9,6,56,-35.71244275131921,8.646899223327637,0.9251871443600928,8.075315475463867,7.2126054763793945,7.47117806455128,6.673009864087418,1.0707815997530346,8.0,7.145336177435306,0
9,6,57,36.314153186491865,7.026744365692139,1.1385073347850467,4.911365985870361,6.805935859680176,5.591626198727199,7.7486078963224525,1.0324435185056737,5.773038226782415,8.0,1
9,6,58,11.318434903088018,6.3006978034973145,1.2697006346756479,5.88621711730957,6.026522636413574,7.473733609686624,7.651879616341474,1.0454947543757842,7.81374928452936,7.999999999999998,1
9,6,59,39.25359189694194,10.201200485229492,0.7842214268392577,8.883524894714355,9.328731536865234,6.966650568294958,7.315791156440835,1.0935249283266903,7.618206063371841,7.999999999999999,1
9,6,60,-41.218959936192654,7.6710524559021,1.0428816705385464,6.700331687927246,7.606541633605957,6.987653103867925,7.932722845875984,1.0084809661740535,7.046915153477849,8.0,1
9,6,61,40.60346854354293,11.312349319458008,0.707191740113564,9.566823959350586,10.988639831542969,6.765578883173277,7.771075323950093,1.0294585583727869,6.964883083628931,8.0,1
9,6,62,-32.25119929154978,7.8089447021484375,1.024466212162957,6.022209644317627,6.925993919372559,6.169550303165308,7.095446756043279,1.1274836208426626,6.956066914783769,8.0,1
9,6,63,3.215874888285335,5.982261657714844,1.3372868753881804,5.942542552947998,5.221442699432373,7.946884162493129,6.982566792542344,1.0066838570212917,8.0,7.029237270625316,0
9,7,32,-30.459144340877003,4.529713153839111,1.7661162480497652,4.196748733520508,3.9834375381469727,7.411946127252843,7.035213759212724,1.0793386598676091,7.999999999999999,7.593378190750827,0
9,7,33,-19.31603363617985,10.316408157348633,0.7754636960831568,9.946640968322754,9.526832580566406,7.713258968907712,7.387712804891464,1.0371750815379266,8.0,7.662351630792088,0
9,7,34,17.990569743547184,4.875306129455566,1.6409225980017328,4.6784162521362305,4.1214470863342285,7.676918950988913,6.762975660434234,1.0420847284012904,8.0,7.047593654288146,0
9,7,35,-34.47267184110506,5.085198402404785,1.573193289020308,5.046682834625244,4.265625,7.939407567246419,6.710652623477251,1.0076318582010517,8.000000000000002,6.761867372736146,0
9,7,36,27.449131286240515,5.814731121063232,1.3758159807288197,5.535267353057861,4.65107536315918,7.6155092819435195,6.399023812208498,1.0504878536446818,8.0,6.7220967899081145,0
9,7,37,21.21011031142359,5.7068586349487305,1.4018220025651416,5.246422290802002,5.27290153503418,7.35455020199446,7.391669389170422,1.0822994886271355,7.9598259227012,8.0,1
9,7,38,14.603853644204158,16.797208786010742,0.4762696053800711,15.350883483886719,14.901182174682617,7.311159219106179,7.09698015403264,1.094217723927237,7.999999999999998,7.765641470902367,0
9,7,39,14.925662375438753,5.391175746917725,1.4839063639455286,5.249427795410156,4.790810585021973,7.789659312681677,7.109114315571706,1.0270025528556666,8.0,7.301078550634907,0
9,7,40,8.686205863061707,5.222747325897217,1.531760872353839,4.431740760803223,4.58207368850708,6.78836709381401,7.018641190297178,1.1398217665065267,7.737528572565862,8.0,1
9,7,41,-39.31600675702646,6.17950963973999,1.2946011037109748,6.090610504150391,5.108684062957764,7.884911080946752,6.613708026415788,1.0145960959954705,8.0,6.710242343655366,0
9,7,42,33.28007526662166,6.056187152862549,1.3209631403512156,5.555124282836914,5.516931533813477,7.338114417697545,7.287663204008899,1.0901983186179498,7.999999999999999,7.944998171664403,0
9,7,43,-13.014025439755466,6.879058361053467,1.1629498661172677,6.835613250732422,5.29318380355835,7.949475514768691,6.155707395682272,1.0063557004657029,8.0,6.194831228043741,0
9,7,44,13.32513863470803,8.367103576660156,0.9561253696339814,8.35770034790039,5.83174991607666,7.991009334426316,5.575884044121737,1.001125097618764,8.0,5.582157457982282,0
9,7,45,-9.747513247831536,7.368993282318115,1.0856299759691712,7.15355920791626,5.565989017486572,7.766118310984172,6.0426045232986185,1.0301156484681713,8.0,6.224581476954461,0
9,7,46,-28.124441878860562,8.543509483337402,0.936383346399109,6.376706123352051,8.335053443908691,5.971041418788083,7.804805236222639,1.0250095624259077,6.120374551898943,8.0,1
9,7,47,-37.755716243136256,8.686841011047363,0.9209331665937154,7.115875244140625,8.677019119262695,6.553245521672253,7.990954694096805,1.0011319430843322,6.560663422620441,7.999999999999999,1
9,7,48,30.45895514502116,8.512710571289062,0.939771173118667,7.508701324462891,7.866227626800537,7.05646105228818,7.392453964856808,1.0821846220526257,7.636393636899557,8.0,1
9,7,49,-22.01634865923262,9.465094566345215,0.8452107840998638,7.395445823669434,7.959395885467529,6.2507105633917055,6.727367237317241,1.1891724827542287,7.433172999646597,7.999999999999999,1
9,7,50,1.3951150730594901,10.04544448852539,0.7963808877883064,8.21712589263916,9.077938079833984,6.543962013448254,7.229496387305462,1.1065777713157854,7.241402900416729,8.0,1
9,7,51,18.757259602230132,10.287822723388672,0.777618376122728,9.83644962310791,7.272761344909668,7.649003982734193,5.6554328669568035,1.0458878068383932,8.0,5.914948277943218,0
9,7,52,-23.47654408088129,7.463261604309082,1.071917403428686,6.327210426330566,7.329326629638672,6.782246971139171,7.856432769723008,1.018273844438696,6.906184697234585,8.0,1
9,7,53,-41.77570563566823,8.394490242004395,0.9530060515133555,7.486413955688477,8.139994621276855,7.134597803905156,7.757464133363007,1.0312648389302765,7.357659855076555,7.999999999999999,1
9,7,54,17.24375071365959,8.046530723571777,0.9942172937418273,6.82185697555542,7.29115629196167,6.782408180530517,7.2489936768428285,1.1036014592696208,7.485075565395692,8.0,1
9,7,55,37.14262851457348,8.390584945678711,0.9534496166587446,8.10026741027832,7.16075325012207,7.723196857163186,6.827417441316747,1.0358404878130332,8.0,7.072115412916751,0
9,7,56,-34.206652721330265,9.77695083618164,0.8182510205936943,8.709207534790039,8.123882293701172,7.126317953904241,6.647374978004025,1.1225993636190623,7.999999999999999,7.462338920044598,0
9,7,57,-15.256618185480379,9.556709289550781,0.837108230209234,9.501442909240723,8.481444358825684,7.953736058188577,7.099886876834659,1.0058166302568958,8.0,7.1411842936629935,0
