layer,head,pair,suggested_alpha_deg,base_pair_stat,base_k_scale,rot_dim_stat0,rot_dim_stat1,base_scaled_dim0,base_scaled_dim1,base_channel_ratio,apply_gamma,gamma_raw,residual_gamma,final_dim0,final_dim1,dominant_channel
16,5,33,-29.28982913059222,11.872159004211426,0.6738454224848361,10.952860832214355,11.532005310058594,7.380535134901097,7.7707889902538065,0.9497793781503822,1,1.0,1.0,7.380535134901097,7.7707889902538065,1
16,5,34,16.23219095455661,7.386777877807617,1.0830161854514009,6.170374393463135,5.350754737854004,6.682615338415445,5.794953985476654,0.86716856979093,0,1.0,1.0,6.682615338415445,5.794953985476654,0
16,5,35,-29.955049348081733,6.625583171844482,1.2074408836940005,6.446527481079102,4.962705612182617,7.78380083851181,5.992173649886955,0.7698261780079927,0,1.0,1.0,7.78380083851181,5.992173649886955,0
16,5,36,-0.6584148665272807,7.366330623626709,1.0860223914388074,6.111189842224121,7.263582229614258,6.636889006988788,7.888412943418101,0.8413465489945536,0,1.0,1.0,6.636889006988788,7.888412943418101,1
16,5,37,4.222954273383476,16.606338500976562,0.4817437630534598,13.814454078674316,14.588459968566895,6.655027092389781,7.027899602412173,0.9469439617642784,1,1.0,1.0,6.655027092389781,7.027899602412173,1
16,5,38,-30.128372587629723,6.818126201629639,1.1733429044020738,6.817566394805908,5.657498359680176,7.99934315463554,6.638185556997105,0.829841329303437,0,1.0,1.0,7.99934315463554,6.638185556997105,0
16,5,39,-33.93574175212597,6.429232120513916,1.2443165606782487,5.17716121673584,5.725790023803711,6.442027439285558,7.124695349585261,0.9041828630133016,1,1.0,1.0,6.442027439285558,7.124695349585261,1
16,5,40,25.455021147183036,9.681296348571777,0.8263356178721036,5.905959606170654,9.52757453918457,4.880304780292714,7.872974193659605,0.6198807033081605,0,1.0,1.0,4.880304780292714,7.872974193659605,1
16,5,41,-25.435310594333423,8.458181381225586,0.9458297995071849,8.458133697509766,7.327962875366211,7.999954899320627,6.931005657203718,0.8663805914446235,0,1.0,1.0,7.999954899320627,6.931005657203718,0
16,5,42,35.40954735668377,7.278853416442871,1.0990742006052856,6.601325035095215,6.503911018371582,7.2553460358829325,7.148280803324655,0.9852432631016134,1,1.0,1.0,7.2553460358829325,7.148280803324655,0
16,5,43,-8.720130850081604,7.65843391418457,1.0445999912831785,7.2867350578308105,6.459131717681885,7.611723377892896,6.747208935987398,0.88642329746029,0,1.0,1.0,7.611723377892896,6.747208935987398,0
16,5,44,-23.019867931683667,8.983172416687012,0.8905539857099164,8.886275291442871,7.06100606918335,7.913707878909998,6.2882070980331415,0.7945968178571754,0,1.0,1.0,7.913707878909998,6.2882070980331415,0
16,5,45,-39.04515175379229,7.863687992095947,1.0173343611853707,7.2817840576171875,7.574306488037109,7.408009132545798,7.705602252429441,0.961379641702916,1,1.0,1.0,7.408009132545798,7.705602252429441,1
16,5,46,-11.833156093911228,9.4027099609375,0.8508185441468576,7.8607635498046875,8.962137222290039,6.688083399327509,7.625152543913174,0.8771081445008354,0,1.0,1.0,6.688083399327509,7.625152543913174,1
16,5,47,-10.064350826022057,8.420825004577637,0.9500256798652302,7.674066066741943,8.20326042175293,7.290559832387208,7.793308059287362,0.9354897531221001,1,1.0,1.0,7.290559832387208,7.793308059287362,1
16,5,48,4.331522685250479,11.17656421661377,0.7157834773684867,9.799717903137207,9.966109275817871,7.014476157937765,7.133576353279246,0.9833042797268537,1,1.0,1.0,7.014476157937765,7.133576353279246,1
16,5,49,7.1919927832181685,11.067403793334961,0.7228434192324111,8.34395980834961,11.064456939697266,6.031376437805245,7.997869886240551,0.7541228506582184,0,1.0,1.0,6.031376437805245,7.997869886240551,1
16,5,50,-8.839000504706702,9.31928825378418,0.8584346553237613,8.788856506347656,7.898392677307129,7.5446590057165475,6.780253995555865,0.8986826297144117,0,1.0,1.0,7.5446590057165475,6.780253995555865,0
16,5,51,6.5707563695764435,11.313143730163574,0.7071420810000024,10.67498779296875,8.998265266418457,7.5487330825695445,6.363052025885189,0.8429297944813864,0,1.0,1.0,7.5487330825695445,6.363052025885189,0
16,5,52,-2.8397231415853943,15.63565444946289,0.5116511129007979,13.725460052490234,12.323321342468262,7.022646910932072,6.305241079508041,0.8978439553457751,0,1.0,1.0,7.022646910932072,6.305241079508041,0
16,5,53,-35.95971264126372,9.451025009155273,0.8464690329620697,9.233351707458496,9.000717163085938,7.8157462908110675,7.618828353002456,0.9748049731296771,1,1.0,1.0,7.8157462908110675,7.618828353002456,0
16,5,54,-34.616347924440795,10.479169845581055,0.7634192515138504,7.744325160980225,8.352372169494629,5.9121669178754015,6.376361710000705,0.9272006806958177,1,1.019390099812779,1.001939009981278,5.923630668540143,6.3887255390006334,1
16,5,55,-32.317098816906984,9.467080116271973,0.8450335163267118,8.804519653320312,8.8707857131958,7.4401142022129045,7.496111243802605,0.9925298545114314,1,1.0,1.0,7.4401142022129045,7.496111243802605,1
16,5,56,-34.277420525699135,10.227424621582031,0.7822106049179093,8.301176071166992,8.735833168029785,6.493267956157607,6.833261346826514,0.9502443455017557,1,1.0,1.0,6.493267956157607,6.833261346826514,1
16,5,57,18.2905346644429,9.69768238067627,0.8249393706625107,8.931150436401367,8.674783706665039,7.367657620297151,7.156170611609658,0.9712952176136868,1,1.0,1.0,7.367657620297151,7.156170611609658,0
16,5,58,16.0105182920149,11.126505851745605,0.7190038010670621,10.607433319091797,8.406901359558105,7.626784875992405,6.04459403271813,0.7925481223084323,0,1.0,1.0,7.626784875992405,6.04459403271813,0
16,5,59,18.310065702896882,9.774609565734863,0.8184470127629648,9.057501792907715,7.097886562347412,7.413085285500517,5.809244053883629,0.7836472710284487,0,1.0,1.0,7.413085285500517,5.809244053883629,0
16,5,60,40.529940549577574,11.014599800109863,0.7263087307012467,11.009435653686523,8.84693431854248,7.9962492353661085,6.425605635497888,0.803577458176076,0,1.0,1.0,7.9962492353661085,6.425605635497888,0
16,5,61,44.69627948609403,9.727299690246582,0.8224276268594336,9.49131965637207,9.62600326538086,7.805923500754377,7.916691021688339,0.9860083561894095,1,1.0,1.0,7.805923500754377,7.916691021688339,1
16,5,62,39.478037173448556,9.2311429977417,0.8666315755218086,8.40385913848877,9.168776512145996,7.283049685651871,7.9459512343284375,0.9165736701462915,1,1.0,1.0,7.283049685651871,7.9459512343284375,1
16,5,63,-0.7608256284552991,10.885703086853027,0.7349088925327962,10.52047061920166,7.477080821990967,7.731587411681313,5.4949731862675915,0.7107173331527598,0,1.0,1.0,7.731587411681313,5.4949731862675915,0
16,6,32,42.23527051094323,10.607987403869629,0.7541487084611096,10.558704376220703,9.972587585449219,7.962833268349509,7.5208140475818235,0.9444897053760232,1,1.0,1.0,7.962833268349509,7.5208140475818235,0
16,6,33,-32.61890353145809,5.7596845626831055,1.388964953364262,5.27058219909668,5.476988315582275,7.32065395837083,7.6073448203293434,0.9623139388670301,1,1.0,1.0,7.32065395837083,7.6073448203293434,1
16,6,34,-4.100457824351245,7.168179988861084,1.1160434046622034,7.1642913818359375,6.350307941436768,7.995660145776261,7.087219295614519,0.8863832587179646,0,1.0,1.0,7.995660145776261,7.087219295614519,0
16,6,35,-16.93380573220376,8.267498016357422,0.9676446228558905,7.288125514984131,7.645064353942871,7.052315465273212,7.397705413480062,0.9533112054479106,1,1.0,1.0,7.052315465273212,7.397705413480062,1
16,6,36,-28.75393112298877,6.169827938079834,1.2966325933701401,5.247103214263916,5.794491291046143,6.803565048391819,7.513326269969851,0.9055330227818151,1,1.0,1.0,6.803565048391819,7.513326269969851,1
