layer,head,pair,dim0,dim1,pre_spread,pre_anisotropy,pre_mean_compactness,pre_balance,pre_mu_norm,pre_mu_angle,pre_pca_angle,pre_lam1,pre_lam2,post_spread,post_anisotropy,post_mean_compactness,post_balance,post_mu_norm,post_mu_angle,post_pca_angle,post_lam1,post_lam2,mu_drift,pca_drift,shape_label,shape_source,orientation_source,orientation_label,base_angle_rad,base_angle_deg,diag_distance_rad,diag_distance_deg,axis_distance_rad,axis_distance_deg,target_diag_angle_rad,target_diag_angle_deg,suggested_alpha_rad,suggested_alpha_deg,orig_suggested_alpha_rad,orig_suggested_alpha_deg,residual_gamma,delta_phi_deg,delta_phi_rad,base_k_scale,base_q_scale,final_k_scale,final_q_scale,baseline_logit_mse,baseline_sink_logit_mse,baseline_attention_kl,baseline_margin_mse,baseline_top1_match_rate,baseline_attention_l1,best_logit_mse,best_sink_logit_mse,best_attention_kl,best_margin_mse,best_top1_match_rate,best_attention_l1,qk_loss_score
0,3,39,78,79,0.6639964812746298,0.9479008432824367,0.97288660402713,0.05878746509552002,4.88114874601558,3.126574338768441,3.0078846525664114,0.646699652906185,0.01729682836844483,1.5977082062437775,0.24508958492074975,0.9347597433251282,0.4897577166557312,4.7845478549188325,-2.812458768148913,2.111881450996712,0.9946449236683929,0.6030632825753847,0.34415220026223303,0.8960032015696995,isotropic_scatter,post,post_mean,intermediate,-2.812458768148913,-161.14201746949522,0.456264277956568,26.142017469495226,0.32913388544088057,18.85798253050479,-2.356194490192345,-135.0,0.3689978154,21.1420174695,0.456264277956568,26.142017469495226,0.9000000000,-5.0000000000,-0.0872664626,1.1271811013,0.8871688843,1.0144629912,0.9857432048,3.4350616992,1.0643394520,0.0809070061,0.0408899768,0.8750000000,0.1319244288,3.1051515582,1.0426396945,0.0838950485,0.0308219900,0.8437500000,0.1215092286,5.7108242464
0,3,40,80,81,0.22826711596995752,0.8233749982015269,0.9866523989464622,0.11571520566940308,4.107732510243982,3.0803765859103103,2.9055735518079886,0.2081082760860062,0.020158839883951306,0.670126200801052,0.4166802577907133,0.9608153013973191,0.35972946882247925,4.053591674340974,-2.9221879229552106,1.9115847809323703,0.4746772794517812,0.19544892134927083,0.2806207983140656,0.9939887708756183,compact_cluster,post,post_mean,axis_like,-2.9221879229552106,-167.42903492943373,0.5659934327628657,32.42903492943374,0.21940473063458324,12.5709650705663,-2.356194490192345,-135.0,0.5659934328,32.4290349294,0.5659934327628657,32.42903492943374,1.0000000000,0.0000000000,0.0000000000,1.4747435076,0.6780840158,1.4747435076,0.6780840158,4.0372900488,1.4108080039,0.1093436695,0.0459805381,0.8125000000,0.1782022438,4.0372900488,1.4108080039,0.1093436695,0.0459805381,0.8125000000,0.1782022438,6.0000000000
0,3,41,82,83,1.969203845526844,0.9689772192643882,0.7365687044831549,0.3006356954574585,2.346487716090009,1.428930258433428,1.316339140865058,1.938658755965577,0.030545089561266975,2.0629926390659192,0.8478663024389749,0.7240220314231327,0.2944767475128174,2.3264167883253477,1.6578828065100097,1.541353608332247,1.9060672899552054,0.15692534911071393,0.22895254807658172,0.225014467467189,elongated,post,post_mean,axis_like,1.6578828065100097,94.98968774032764,0.6983116836823351,40.01031225967236,0.08708647971511319,4.989687740327641,2.356194490192345,135.0,0.6110452211,35.0103122597,0.6983116836823351,40.01031225967236,1.0000000000,-5.0000000000,-0.0872664626,1.6811130775,0.5948439837,1.6811130775,0.5948439837,4.2542811440,2.0120675399,0.2731163509,0.3953148215,0.8125000000,0.2926518846,4.2801177105,1.8777007006,0.1643585236,0.0315968725,0.8437500000,0.2045789533,4.1660192797
0,3,47,94,95,0.8909143447111034,0.5065700427984696,0.795340760971664,0.72341388463974,1.860710972121957,-0.5297595336789531,2.5622667088704745,0.6711124312208421,0.21980191349026137,0.8964403390519234,0.49630670571162655,0.7940713366148312,0.6768190860748291,1.859225447975181,-0.46287082798125173,2.6274766934353115,0.6706748452971467,0.22576549375477672,0.06688870569770139,0.06520998456483706,isotropic_scatter,post,post_mean,intermediate,-0.46287082798125173,-26.520544903051654,0.32252733541619655,18.479455096948346,0.46287082798125173,26.520544903051654,-0.7853981633974483,-45.0,-0.3225273354,-18.4794550969,-0.32252733541619655,-18.479455096948346,1.0000000000,0.0000000000,0.0000000000,1.6193867548,0.6175177097,1.6193867548,0.6175177097,3.7860286403,2.0455182155,0.1423698745,0.0336665452,0.8750000000,0.1904616693,3.7860286403,2.0455182155,0.1423698745,0.0336665452,0.8750000000,0.1904616693,6.0000000000
0,4,38,76,77,1.2665757013199583,0.9315265677940487,0.24763785296279442,0.43369996547698975,0.6456700213366765,1.495344018952747,1.3707600688488095,1.2232123086114055,0.04336339270855283,1.2901815483524814,0.7919488901265859,0.23361555722994096,0.5243502855300903,0.627123324042327,1.9226133892938786,1.7937516508928704,1.1559696968164106,0.13421185153607082,0.42726937034113166,0.42299158204406084,elongated,post,post_mean,intermediate,1.9226133892938786,110.15763284188198,0.4335811008984663,24.842367158118027,0.35181706249898204,20.157632841881977,2.356194490192345,135.0,0.4335811009,24.8423671581,0.4335811008984663,24.842367158118027,0.9000000000,0.0000000000,0.0000000000,2.3700102423,0.4219391048,2.1330092181,0.4688212276,7.6038984884,3.0540830952,0.2938549657,0.3582950785,0.5000000000,0.2438223701,7.5878928650,2.8971489505,0.2040846847,0.3856043376,0.5312500000,0.2187098801,5.3703614540
0,4,39,78,79,0.4817387715493309,0.9213757506188728,0.9889172036186918,0.05077999830245972,6.556334295802157,1.5503097884123183,1.4049295187707553,0.46280059689436537,0.01893817465496555,2.154199050550952,0.5836221677505521,0.9504408738468408,0.4807564616203308,6.427523119910116,1.894977809823257,-2.7710700250709803,1.7057186851001318,0.4484803654508202,0.3446680214109388,1.034406890251942,isotropic_scatter,post,post_mean,intermediate,1.894977809823257,108.57423077381698,0.4612166803690878,26.425769226183018,0.3241814830283605,18.574230773816982,2.356194490192345,135.0,0.5484831430,31.4257692262,0.4612166803690878,26.425769226183018,0.9000000000,5.0000000000,0.0872664626,0.9412237805,1.0624465942,0.8471014024,1.1804962158,5.3112531484,3.4812068199,0.1594297098,0.4340571970,0.5625000000,0.1560309106,4.6231359282,2.0650559921,0.1105473053,0.1247828492,0.5937500000,0.1422122390,3.7511084541
0,4,41,82,83,0.6636645602669979,0.8799770897320485,0.959679176470769,0.18918097019195557,3.974409866339307,1.4652000403292853,1.399322540981549,0.6238370842849652,0.03982747598203268,0.9380823068900916,0.3145439438990652,0.9430069690656026,0.2569335103034973,3.9397353268654864,1.6941270087581275,1.5731573115099595,0.6165752077007745,0.32150709918931725,0.2289269684288422,0.17383477052841045,isotropic_scatter,post,post_mean,axis_like,1.6941270087581275,97.06632756096336,0.6620674814342173,37.93367243903664,0.12333068196323094,7.066327560963359,2.356194490192345,135.0,0.5748010188,32.9336724390,0.6620674814342173,37.93367243903664,1.0000000000,-5.0000000000,-0.0872664626,1.2196344590,0.8199177980,1.2196344590,0.8199177980,7.3413493245,2.0449124025,0.2450922635,0.4749885369,0.5000000000,0.2197991631,7.2908094859,1.3726184824,0.2568248678,0.4179716086,0.5000000000,0.2321195471,5.3212891686
0,5,38,76,77,0.9585958557345642,0.9843296774750906,0.9630156030492799,0.04483950138092041,4.996031461168301,0.0027104514891270327,3.049826996614212,0.9510851026198552,0.007510753114708911,2.416890212421096,0.262285845000395,0.9067519012793626,0.5944556593894958,4.847889432402448,0.42504715660061587,2.153249618507741,1.5254031520297047,0.8914870603913911,0.42233670511148885,0.8965773781064708,isotropic_scatter,post,post_mean,intermediate,0.42504715660061587,24.353408167251462,0.3603510067968324,20.646591832748538,0.42504715660061587,24.353408167251462,0.7853981633974483,45.0,0.2730845442,15.6465918327,0.3603510067968324,20.646591832748538,1.0000000000,-5.0000000000,-0.0872664626,1.0807931607,0.9252464175,1.0807931607,0.9252464175,4.3930374958,2.0761397879,0.3147655317,0.3091055163,0.3437500000,0.2945669933,4.4381693441,1.9033157935,0.2315536996,0.2908540272,0.3750000000,0.2273032576,5.2660188112
0,5,39,78,79,0.8871198209346965,0.9780398396798072,0.9499921018925438,0.06987905502319336,4.105176538633677,-1.6036513157666912,1.5072400075468408,0.8773791741897122,0.00974064674498432,1.5445178091148,0.10918587904015688,0.9129338591913922,0.4667240381240845,4.02431039108182,-1.2597628066024464,1.648512926288999,0.856578671898143,0.6879391372166571,0.3438885091642448,0.1412729187421582,isotropic_scatter,post,post_mean,intermediate,-1.2597628066024464,-72.17909200587555,0.47436464320499816,27.17909200587554,0.3110335201924501,17.82090799412446,-0.7853981633974483,-45.0,0.5616311058,32.1790920059,0.47436464320499816,27.17909200587554,1.0000000000,5.0000000000,0.0872664626,1.2378712754,0.8078384399,1.2378712754,0.8078384399,4.3444182896,2.2547875667,0.3402805921,0.7970394255,0.3437500000,0.2515770827,4.3537538343,1.8608485453,0.3476800327,0.2299687847,0.3125000000,0.2793290556,4.9947433228
0,5,40,80,81,0.34325087983210023,0.9438334777836226,0.9889629762426168,0.10314035415649414,5.545872201061371,1.5154336457736637,1.4216231264105545,0.33361127574863175,0.009639604083468457,1.1477635779537896,0.43951103004811853,0.9630943546921591,0.36202263832092285,5.472858710987608,1.7958492498297618,-2.836535922055358,0.8261091651762066,0.32165441277758294,0.2804156040560981,1.1165663948761189,isotropic_scatter,post,post_mean,axis_like,1.7958492498297618,102.89458265698032,0.560345240362583,32.105417343019674,0.22505292303486524,12.894582656980324,2.356194490192345,135.0,0.6476117030,37.1054173430,0.560345240362583,32.105417343019674,1.0000000000,5.0000000000,0.0872664626,1.0357552276,0.9654790759,1.0357552276,0.9654790759,3.7866567862,2.3210205167,0.2368008946,0.2830245815,0.3437500000,0.2672459667,3.9380830200,1.3056544539,0.3039297302,0.2203465204,0.3437500000,0.2775715104,5.5205650805
0,5,41,82,83,0.6348196305101421,0.9147453333966089,0.9018695029747601,0.2068324089050293,2.415433166849971,1.4605657322159766,1.4543330137654389,0.6077589625343844,0.027060667975757714,0.7365850719825668,0.6238479120748723,0.8861385774815421,0.26536571979522705,2.3942746958846532,1.6888452881711526,1.6751424105562034,0.5980510656025173,0.1385340063800496,0.22827955595517602,0.2208093967907645,elongated,post,post_mean,axis_like,1.6888452881711526,96.76370726276234,0.6673492020211922,38.23629273723766,0.11804896137625609,6.76370726276234,2.356194490192345,135.0,0.6673492020,38.2362927372,0.6673492020211922,38.23629273723766,1.0000000000,0.0000000000,0.0000000000,1.7359347842,0.5760585070,1.7359347842,0.5760585070,4.2434354921,2.0576557402,0.2774608543,0.2155397204,0.4062500000,0.2884291049,4.2434354921,2.0576557402,0.2774608543,0.2155397204,0.4062500000,0.2884291049,6.0000000000
0,6,39,78,79,0.8828574373990964,0.9266612155028746,0.9939322613195368,0.06163787841796875,12.025696781448342,3.10914133708098,2.9979884193302535,0.8504835917280114,0.03237384567108507,6.517913613585658,0.738057650041934,0.9552034111027117,0.46471530199050903,11.789075792166669,-2.829604974197525,1.9051625291050127,5.664254809202879,0.8536588043827791,0.3444389959010812,1.0928258902252408,elongated,post,post_mean,intermediate,-2.829604974197525,-162.12442271074238,0.4734104840051802,27.12442271074239,0.31198767939226824,17.875577289257617,-2.356194490192345,-135.0,0.4734104840,27.1244227107,0.4734104840051802,27.12442271074239,1.0000000000,0.0000000000,0.0000000000,0.5335497229,1.8742395639,0.5335497229,1.8742395639,6.6609057187,1.9528519405,0.7364765132,1.8269854003,0.6562500000,0.6117466114,6.6609057187,1.9528519405,0.7364765132,1.8269854003,0.6562500000,0.6117466114,6.0000000000
0,7,54,108,109,1.9031012901139126,0.8131137693977836,0.4281973098686241,0.3158143162727356,1.1937951824933593,1.015037774418019,1.859599726734446,1.725269576832517,0.17783171328139563,1.903339506715152,0.8129281901089671,0.42812576219995463,0.3187233805656433,1.1936954701147389,1.03098709243085,1.8755598878972852,1.7253089235364039,0.17803058317874804,0.01594931801283095,0.01596016116283927,isotropic_scatter,post,post_mean,already_diagonal,1.03098709243085,59.0712091287518,0.24558892903340168,14.071209128751805,0.5398092343640466,30.928790871248196,0.7853981633974483,45.0,-0.3328553916,-19.0712091288,-0.24558892903340168,-14.071209128751805,1.1000000000,-5.0000000000,-0.0872664626,1.3054320822,0.7660298944,1.4359752904,0.6963908130,6.0081766365,6.4518174549,0.0165205475,0.0405397911,0.9687500000,0.0923538548,5.7999478125,3.4119838056,0.0000069584,0.0000333494,0.1562500000,0.0023880203,2.0446888947
0,7,60,120,121,1.905380324965844,0.5264829858264672,0.5338253644904549,0.5681856870651245,1.4771211645012512,-2.0209201511808144,2.0858852266615013,1.4542653237946963,0.45111500117114767,1.9054526668075016,0.5264424083059711,0.5338076688891089,0.5699170827865601,1.4770966878841125,-2.016263510864848,2.0905114615013334,1.4542818788176022,0.4511707879898993,0.004656640315966243,0.004626234839832044,isotropic_scatter,post,post_mean,intermediate,-2.016263510864848,-115.5233895587856,0.3399309793274967,19.476610441214397,0.44546718406995156,25.523389558785603,-2.356194490192345,-135.0,-0.2526645167,-14.4766104412,-0.3399309793274967,-19.476610441214397,1.1000000000,5.0000000000,0.0872664626,1.5137249425,0.6606220007,1.6650974367,0.6005654552,7.5078824768,3.7940032576,0.0165242771,0.0405490523,0.9687500000,0.0923596118,7.2374872788,3.1199651962,0.0165240882,0.0405486542,0.9687500000,0.0923590215,5.6286348814
0,7,63,126,127,1.6494355259936377,0.8015093410215969,0.5207451639109084,0.5538253784179688,1.3387424754811084,-1.2981546826550083,-2.3799623624935906,1.4857367537456054,0.16369877224803236,1.6493994813518305,0.8015169351116596,0.5207556167615233,0.5524179339408875,1.3387558834470197,-1.2956368401287819,-2.3774230088841763,1.485710549210256,0.16368893214157448,0.0025178425262264437,0.0025393536094142632,isotropic_scatter,post,post_mean,intermediate,-1.2956368401287819,-74.23452272104538,0.5102386767313336,29.234522721045376,0.27515948666611467,15.765477278954622,-0.7853981633974483,-45.0,0.4229722141,24.2345227210,0.5102386767313336,29.234522721045376,0.9000000000,-5.0000000000,-0.0872664626,2.1086123079,0.4742455482,1.8977510771,0.5269394981,7.0444630064,7.6834654309,0.0000072006,0.0000162935,0.9687500000,0.0021694072,6.8320165261,4.0948965670,0.0000063126,0.0000145964,0.9687500000,0.0020318718,4.7049427256
1,0,39,78,79,0.25550029127493773,0.8886653656280944,0.994841256864289,0.2654362916946411,7.019410508762412,2.990196605513294,3.125702773366746,0.24127727551987677,0.014223015755060967,2.1619295627604456,0.7737345290737009,0.9563490095945045,0.3536195158958435,6.882273467777503,-2.94545953790951,1.6732551336697268,1.9173445574470924,0.24458500531335303,0.34752916375678233,1.4524476396970194,elongated,post,post_mean,axis_like,-2.94545953790951,-168.7624002487686,0.589265047717165,33.76240024876862,0.19613311568028302,11.237599751231365,-2.356194490192345,-135.0,0.5019985851,28.7624002488,0.589265047717165,33.76240024876862,0.9000000000,-5.0000000000,-0.0872664626,0.9521162678,1.0502918959,0.8569046410,1.1669909954,9.9166414554,2.7574423386,0.1449708943,2.5474726849,0.8437500000,0.1669637346,9.6940771819,2.6049490420,0.1397285612,1.0636601158,0.7812500000,0.1660121379,5.2321644765
1,0,42,84,85,0.1299906997327971,0.7404160547772314,0.9885743913881916,0.6343404054641724,3.3536763423455023,1.138120597483955,1.588924985630915,0.11311895039371342,0.016871749339083662,0.2543547772973645,0.4663072875951076,0.9776433362215158,0.395169734954834,3.335083209502383,1.325749324757177,2.3958735698937974,0.18648113179311124,0.06787364550425325,0.187628727273222,0.8069485842628823,compact_cluster,post,post_mean,axis_like,1.325749324757177,75.95984100090499,0.5403511613597287,30.959841000904984,0.24504700203771954,14.040158999095013,0.7853981633974483,45.0,-0.4530846988,-25.9598410009,-0.5403511613597287,-30.959841000904984,1.1000000000,5.0000000000,0.0872664626,1.9289524131,0.5184161067,2.1218476544,0.4712873697,12.3910135961,5.4150851374,0.4536457241,4.7291592708,0.7812500000,0.3642402360,12.5781413738,5.8091823772,0.2765125393,4.5649654432,0.5000000000,0.3394235798,5.3650059706
1,0,51,102,103,2.5606281544206024,0.6873885814439229,0.2897726609376681,0.5687791109085083,1.022123255905989,1.0494871279518037,-3.0581700840047947,2.160387354546919,0.4002407998736833,2.562144171779061,0.6864055636034685,0.2893521761467782,0.5737254023551941,1.0213813960738762,1.0787596311674617,-3.0296020653305944,2.160407093021548,0.401737078757513,0.029272503215657997,0.02856801867420033,isotropic_scatter,post,post_mean,intermediate,1.0787596311674617,61.80837397498489,0.2933614677700133,16.80837397498489,0.4920366956274349,28.191626025015108,0.7853981633974483,45.0,-0.3806279304,-21.8083739750,-0.2933614677700133,-16.80837397498489,1.1000000000,-5.0000000000,-0.0872664626,1.0958334762,0.9125474095,1.2054168238,0.8295885541,12.1607928680,5.8060778481,0.4764926105,5.2889409663,0.7187500000,0.3486317589,12.1457617459,5.5005677515,0.4529232162,4.5195470762,0.6875000000,0.3435130688,5.6691250489
1,1,39,78,79,0.3683290004061986,0.9717890197844031,0.9905945089252374,0.1747691035270691,6.228381090629718,-0.09554307055927122,3.0411403765344125,0.36313353933503956,0.005195461071159046,1.8737564185043476,0.608972394819509,0.9521525550012845,0.39874112606048584,6.106332650739798,0.2521073760489348,1.7315534271749486,1.5074111759949878,0.3663452425093598,0.347650446608206,1.3095869493594638,isotropic_scatter,post,post_mean,axis_like,0.2521073760489348,14.4446886317215,0.5332907873485135,30.555311368278502,0.2521073760489348,14.4446886317215,0.7853981633974483,45.0,0.4460243247,25.5553113683,0.5332907873485135,30.555311368278502,0.9000000000,-5.0000000000,-0.0872664626,0.9817291998,1.0186108351,0.8835562798,1.1317898168,17.9769769482,30.9534362791,0.5072441024,3.6890137706,0.5000000000,0.3620956867,18.4337902643,15.9303554602,0.4591332525,3.7185927355,0.5000000000,0.3567040684,4.8930450344
