layer,head,bucket_index,bucket_pair_lo,bucket_pair_hi,bucket_pairs,base_alpha,chosen_bucket_alpha,residual_gamma,head_fakeq_err_before,head_fakeq_err_after,head_fakeq_err_delta,head_fakeq_err_gain_pct
6,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.317810565010512,5.180236572050606,0.13757399295990602,2.587042003058529
6,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.317810565010512,5.261238446807463,0.05657211820304919,1.0638234948660186
6,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.317810565010512,5.148327796853342,0.16948276815717023,3.1870779540796823
6,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.317810565010512,5.235009472467972,0.08280109254253976,1.55705231561546
6,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.026295490048954,4.9164619640958325,0.10983352595312112,2.185178451417535
6,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.026295490048954,4.976148879822214,0.05014661022673916,0.9976852798650475
6,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.026295490048954,4.934558049669564,0.09173744037939002,1.8251501639927767
6,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.026295490048954,4.913866387362164,0.1124291026867894,2.23681840650587
6,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.4842946777706985,5.399240979385469,0.08505369838522903,1.550859379055145
6,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.4842946777706985,5.4688427198007945,0.015451957969903951,0.2817492289853577
6,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.4842946777706985,5.334158759875114,0.15013591789558411,2.7375611034200045
6,7,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.4842946777706985,5.403882127942597,0.0804125498281012,1.4662332086938108
7,0,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.847329584268037,5.819959462588453,0.02737012167958408,0.4680789971754302
7,0,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.847329584268037,5.7995355766118095,0.04779400765622732,0.8173646955836872
7,0,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.847329584268037,5.807615373288671,0.03971421097936556,0.6791854368225585
7,0,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.847329584268037,5.80470379960901,0.04262578465902678,0.728978656748021
7,1,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.511943178377758,5.460247305686212,0.051695872691546185,0.9378883456988212
7,1,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.511943178377758,5.471043920769231,0.04089925760852697,0.7420115970891448
7,1,2,48,55,"48,49,50,51,52,53,54,55",8.0,6.400000095367432,0.800000011920929,5.511943178377758,5.499409639343909,0.012533539033849017,0.2273887561652588
7,1,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.511943178377758,5.485268051121951,0.026675127255807674,0.4839514195365587
7,2,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.06845542836869,4.9622595542754935,0.10619587409319653,2.0952314880546608
7,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.06845542836869,4.962133740937555,0.10632168743113457,2.097713769682982
7,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.06845542836869,4.994104487768745,0.0743509405999454,1.4669348808671612
7,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.06845542836869,5.030591014874252,0.0378644134944377,0.7470602046238092
7,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.307638346918115,5.191538602942957,0.1160997439751581,2.1874087190317235
7,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.307638346918115,5.145307377610328,0.16233096930778768,3.058440660374784
7,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.307638346918115,5.243671015782354,0.06396733113576136,1.205193853739188
7,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.307638346918115,5.233982117652971,0.07365622926514437,1.3877401671105365
7,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.906486742780233,4.8422554636529025,0.06423127912733051,1.3091093993445546
7,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.906486742780233,4.7435215558615536,0.16296518691867945,3.321423157995453
7,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.906486742780233,4.859580190597893,0.046906552182339745,0.956010983854415
7,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.906486742780233,4.843524812344062,0.06296193043617127,1.2832385724636493
7,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.429850535831431,5.334289217709267,0.09556131812216417,1.7599253882138692
7,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.429850535831431,5.347327689726531,0.0825228461048999,1.5197995885951918
7,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.429850535831431,5.292376864645297,0.13747367118613418,2.5318131738424343
7,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.429850535831431,5.340404534194786,0.08944600163664518,1.6473013584148133
7,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.102296819169301,5.043915853821612,0.05838096534768944,1.1442095083208894
7,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.102296819169301,5.0592201507317105,0.043076668437590726,0.844260339299586
7,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.102296819169301,4.942316577404734,0.1599802417645675,3.1354554122277363
7,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.102296819169301,5.054998957905708,0.047297861263593255,0.9269915675210318
7,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.075161717353987,4.98726238362753,0.08789933372645731,1.7319513864138494
7,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.075161717353987,4.817091037809957,0.25807067954402996,5.084974507542964
7,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.075161717353987,5.027274424872016,0.04788729248197132,0.9435619030271628
7,7,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,5.075161717353987,5.042226613464374,0.032935103889613515,0.6489468853178679
8,0,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.168422344969262,5.069508972807611,0.09891337216165041,1.9138020378293734
8,0,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.168422344969262,5.127675281018908,0.04074706395035399,0.7883849505839161
8,0,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.168422344969262,5.09594135929184,0.072480985677422,1.4023812459516227
8,0,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.168422344969262,5.080709218878628,0.08771312609063386,1.6970967199693028
8,1,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.60250915404006,5.233144438588574,0.3693647154514865,6.592844479069376
8,1,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.60250915404006,5.563883982628572,0.038625171411488246,0.6894262972089034
8,1,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.60250915404006,5.543489785942167,0.059019368097893654,1.0534452773777947
8,1,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.60250915404006,5.565485824504702,0.037023329535358585,0.6608347887956677
8,2,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.26163487739995,4.967953202050916,0.2936816753490339,5.5815669880567125
8,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.26163487739995,5.214004055331077,0.04763082206887326,0.905247573780911
8,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.26163487739995,5.187450487899998,0.0741843894999521,1.4099113912026238
8,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.26163487739995,5.183153265918312,0.07848161148163779,1.4915822422178346
8,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.037985867774194,4.978965988607461,0.05901987916673246,1.17149751340624
8,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.037985867774194,4.843827859522678,0.19415800825151575,3.8538815579745895
8,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.037985867774194,4.821818443378421,0.2161674243957732,4.290750908582381
8,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.037985867774194,4.991172570833113,0.04681329694108083,0.9292065950507156
8,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.956227196117105,4.875511052535475,0.08071614358162993,1.6285803775272045
8,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.956227196117105,4.8049262400283945,0.15130095608871041,3.052744559556214
8,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.956227196117105,4.891375883980361,0.064851312136744,1.3084814228764767
8,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.956227196117105,4.899028211058303,0.057198985058802165,1.1540831926271258
8,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.970267410249174,5.837921647004899,0.13234576324427483,2.2167476622081703
8,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,6.400000095367432,0.800000011920929,5.970267410249174,5.94887957502807,0.021387835221103657,0.35823914996482575
8,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.970267410249174,5.940908545464987,0.0293588647841867,0.49175125277950293
8,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.970267410249174,5.936812393095645,0.033455017153529276,0.5603604471065561
8,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.902421392772606,4.7651672655078805,0.1372541272647254,2.7997211228531333
8,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.902421392772606,4.817742886869505,0.084678505903101,1.7272792181418406
8,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.902421392772606,4.836539962972087,0.06588142980051881,1.3438548937805408
8,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.902421392772606,4.747889817210948,0.1545315755616583,3.152147952631662
8,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.781733874816071,4.637784928650831,0.14394894616524034,3.010392253809343
8,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.781733874816071,4.720887406196388,0.060846468619683236,1.2724771016668863
8,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.781733874816071,4.6543031697974255,0.12743070501864562,2.6649476602992093
8,7,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.781733874816071,4.525507975145484,0.2562258996705875,5.35843077800818
9,0,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.617554658568816,4.529180658101744,0.08837400046707167,1.913870154261751
9,0,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.617554658568816,4.517511452023304,0.10004320654551169,2.1665841325746102
9,0,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.617554658568816,4.461257860897403,0.1562967976714127,3.3848391460049543
9,0,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.617554658568816,4.446505576912725,0.17104908165609078,3.70432175261151
9,1,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.01456921261602,4.947734264412668,0.06683494820335145,1.3328153500245485
9,1,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.01456921261602,4.9588941892179275,0.05567502339809227,1.1102653296323237
9,1,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.01456921261602,4.972321188312725,0.04224802430329433,0.8425055575462727
9,1,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.01456921261602,4.952149153223448,0.062420059392572114,1.2447741121117875
9,2,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.700324448803312,5.661843942648038,0.038480506155273986,0.6750581743351877
9,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.700324448803312,5.570934398275236,0.12939005052807584,2.2698716834484594
9,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,6.400000095367432,0.800000011920929,5.700324448803312,5.671894791038834,0.02842965776447759,0.49873753713169644
9,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.700324448803312,5.661682443230278,0.03864200557303388,0.6778913361878222
9,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.68789545824959,4.531409572918371,0.156485885331219,3.338083938195352
9,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.68789545824959,4.587507134247959,0.10038832400163145,2.1414369176038615
9,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.68789545824959,4.61671843395462,0.07117702429497008,1.5183150931771592
9,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.68789545824959,4.5709211826001175,0.11697427564947294,2.495240704304227
9,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.506523043718408,4.412294790550078,0.09422825316833006,2.0909302416565643
9,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.506523043718408,4.4255844809565055,0.08093856276190259,1.7960312634975193
9,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.506523043718408,4.376722361972471,0.1298006817459374,2.8802844340686353
9,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.506523043718408,4.416758059929056,0.08976498378935194,1.9918900429117818
9,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.680347087102244,4.54966515022617,0.13068193687607366,2.7921420023783563
9,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.680347087102244,4.630456459355987,0.04989062774625719,1.0659599986450174
9,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.680347087102244,4.570428429069577,0.10991865803266698,2.3485150991381114
9,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.680347087102244,4.527932744217546,0.1524143428846978,3.2564752153683223
9,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.489017723320983,5.352691573546777,0.13632614977420587,2.483616498358205
9,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.489017723320983,5.445282959683622,0.04373476363736106,0.7967684901352535
9,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.489017723320983,5.424702660694071,0.06431506262691222,1.171704408124959
9,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.489017723320983,5.412564073004202,0.07645365031678075,1.3928475762057573
9,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.058476694970611,4.887820264514339,0.17065643045627166,3.3736723671366673
9,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.058476694970611,4.98831624109946,0.07016045387115089,1.3869877850956178
9,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.058476694970611,4.976533633904654,0.08194306106595661,1.6199157573944838
9,7,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.058476694970611,4.786984425411243,0.271492269559368,5.367075622376577
10,0,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.754215429514909,4.663898901767423,0.09031652774748622,1.899714665574201
10,0,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.754215429514909,4.666604764686808,0.08761066482810165,1.842799640171983
10,0,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.754215429514909,4.691902738423295,0.062312691091614525,1.3106829510662819
10,0,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.754215429514909,4.668022474997299,0.08619295451761033,1.8129795714033288
10,1,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.64773725011485,4.5484025708994675,0.09933467921538242,2.137269683498734
10,1,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.64773725011485,4.602641439029486,0.04509581108536409,0.9702745370179807
10,1,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.64773725011485,4.522314525755297,0.12542272435955315,2.698576051313009
10,1,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.64773725011485,4.553926863094107,0.09381038702074296,2.018409862098483
10,2,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.560667353732137,5.490326693477895,0.07034066025424224,1.26496795761451
10,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.560667353732137,5.519689587359738,0.04097776637239914,0.7369217355700338
10,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.560667353732137,5.513243718858289,0.04742363487384882,0.8528407088048457
10,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.560667353732137,5.460522047609861,0.10014530612227635,1.8009584057399532
10,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.133711829791247,4.992712906860021,0.1409989229312263,2.7465297548062755
10,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.133711829791247,5.07013540321371,0.06357642657753715,1.2384105046294032
10,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.133711829791247,5.058450106461345,0.075261723329902,1.4660293726101563
10,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,5.133711829791247,5.086263574594702,0.04744825519654494,0.9242485119869757
10,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.103639606946626,4.992214336528814,0.11142527041781136,2.1832511501429113
10,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.103639606946626,5.045481008430644,0.058158598515981375,1.1395514376998916
10,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.103639606946626,4.911509660321568,0.1921299466250579,3.7645672779000203
10,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.103639606946626,4.882801593506718,0.2208380134399075,4.32706912022789
10,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.567539795037868,4.436469058701943,0.13107073633592492,2.86961345095053
10,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.567539795037868,4.441967976572775,0.1255718184650929,2.7492222093283774
10,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.567539795037868,4.49667506350511,0.0708647315327573,1.5514858044530686
10,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.567539795037868,4.439288071894543,0.12825172314332445,2.8078950353679657
10,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.985246790008371,4.778076585847003,0.20717020416136744,4.155665965756924
10,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.985246790008371,4.880436550649852,0.10481023935851841,2.1024082412245515
10,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.985246790008371,4.853447095787619,0.131799694220752,2.6437947763169953
10,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.985246790008371,4.920717071663271,0.06452971834510013,1.2944137183826716
10,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.360750052238036,5.309506659253923,0.05124339298411229,0.9558996872596012
10,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.360750052238036,5.331140471395026,0.02960958084300991,0.5523402612410242
10,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.360750052238036,5.329780473218376,0.030969579019659577,0.5777098114606225
10,7,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.360750052238036,5.28839378960639,0.07235626263164541,1.3497413967554357
11,0,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.558005820547803,4.372567151753989,0.18543866879381365,4.068416673753321
11,0,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.558005820547803,4.487458645792747,0.07054717475505612,1.5477640339339767
11,0,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.558005820547803,4.502280141480245,0.05572567906755754,1.22258902821805
11,0,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.558005820547803,4.479252844544071,0.07875297600373177,1.7277945466569602
11,1,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.787403053429327,4.736713952223737,0.05068910120558989,1.0588016225055485
11,1,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.787403053429327,4.737576386521448,0.049826666907878625,1.0407869642850864
11,1,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.787403053429327,4.664923739058238,0.12247931437108939,2.5583664672510626
11,1,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.787403053429327,4.519474372702453,0.26792868072687437,5.596534859018208
11,2,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.96531979621207,4.922401045927603,0.04291875028446679,0.8643703134128146
11,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.96531979621207,4.874223391491584,0.09109640472048586,1.834653324645499
11,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.96531979621207,4.896838927961274,0.0684808682507958,1.379183437550957
11,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.96531979621207,4.886577313561584,0.07874248265048589,1.5858491674706783
11,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.65060329064392,4.520337150206029,0.13026614043789042,2.801058965832664
11,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.65060329064392,4.565061225445871,0.08554206519804897,1.839375664876478
11,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.65060329064392,4.575266510066413,0.0753367805775067,1.6199356485441185
11,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.65060329064392,4.573414157888747,0.0771891327551728,1.659766011658355
11,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.3884076187492465,5.263510620491656,0.12489699825759004,2.317883261522465
11,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.3884076187492465,5.3342293641432645,0.05417825460598191,1.0054594685351168
11,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.3884076187492465,5.340019224146817,0.04838839460242905,0.8980091712820518
11,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.3884076187492465,5.263040977569748,0.12536664117949847,2.3265990632052165
11,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.981377975153338,4.791758508107947,0.18961946704539123,3.80656653623146
11,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.981377975153338,4.865680255244522,0.11569771990881605,2.322604718732564
11,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.981377975153338,4.907192070106239,0.07418590504709854,1.4892647258877185
11,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.981377975153338,4.742219414663949,0.23915856048938888,4.8010522727303595
11,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.422944245057714,4.362895253887554,0.06004899117016027,1.3576700913031
11,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.422944245057714,4.260244950709398,0.16269929434831631,3.678529172736458
11,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.422944245057714,4.305363471097204,0.11758077396051014,2.658427677262657
11,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.422944245057714,4.3163983699116555,0.1065458751460584,2.408935524455568
11,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.081057062100085,5.009438708011014,0.07161835408907091,1.409516823246812
11,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.081057062100085,4.900405414240973,0.18065164785911136,3.5553949827999975
11,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.081057062100085,5.00417836938715,0.07687869271293479,1.5130452536417602
