layer,head,tokens,stage,top_setter_dim,top_setter_dim_freq,top_setter_dim_frac_pct,top_setter_pair,top_setter_pair_freq,top_setter_pair_frac_pct,early_pair_tokens,late_pair_tokens,early_pair_frac_pct,late_pair_frac_pct,block0_frac_pct,block1_frac_pct,block2_frac_pct,block3_frac_pct,top_dims,top_pairs
0,0,20480,post,79,10566,51.591796875,39,10566,51.591796875,9740,10740,47.55859375,52.44140625,47.5,0.05859375,52.44140625,0.0,79:10566;1:4896;0:4832;66:158;67:16;48:7;49:2;58:2,39:10566;0:9728;33:174;24:9;29:2;22:1
0,1,20480,post,78,14847,72.4951171875,39,14847,72.4951171875,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,78:14847;77:4945;76:644;66:33;88:11,39:14847;38:5589;33:33;44:11
0,2,20480,post,78,12525,61.1572265625,39,12525,61.1572265625,599,19881,2.9248046875,97.0751953125,2.9248046875,0.0,96.9580078125,0.1171875,78:12525;83:4117;76:2942;1:313;0:267;77:207;72:28;94:26,39:12525;41:4117;38:3149;0:580;36:38;47:27;14:19;57:13
0,3,20480,post,78,15818,77.236328125,39,15818,77.236328125,62,20418,0.302734375,99.697265625,0.244140625,0.05859375,99.3310546875,0.3662109375,78:15818;83:3643;80:374;94:223;72:146;87:74;106:69;73:53,39:15818;41:3643;40:374;47:223;36:199;43:74;53:69;0:30
0,4,20480,post,79,19960,97.4609375,39,19960,97.4609375,362,20118,1.7675781250000002,98.232421875,1.767578125,0.0,98.232421875,0.0,79:19960;0:187;1:175;83:147;77:11,39:19960;0:362;41:147;38:11
0,5,20480,post,81,16256,79.375,40,16256,79.375,3,20477,0.0146484375,99.9853515625,0.0,0.0146484375,99.9609375,0.0244140625,81:16256;76:4135;79:37;83:24;84:11;77:9;115:5;63:3,40:16256;38:4144;39:37;41:24;42:11;57:5;31:3
0,6,20480,post,78,20480,100.0,39,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,78:20480,39:20480
0,7,20480,post,1,4252,20.76171875,0,8461,41.3134765625,17071,3409,83.3544921875,16.6455078125,83.3544921875,0.0,4.970703125,11.6748046875,1:4252;0:4209;8:1975;9:1930;127:1074;17:990;5:970;16:969,0:8461;4:3905;8:1959;2:1901;63:1074;60:738;54:579;6:553
1,0,20480,post,78,17199,83.9794921875,39,17199,83.9794921875,3268,17212,15.95703125,84.04296875,15.95703125,0.0,84.033203125,0.009765625,78:17199;1:1645;0:1623;85:11;102:2,39:17199;0:3268;42:11;51:2
1,1,20480,post,0,6590,32.177734375,0,13162,64.267578125,13716,6764,66.97265625,33.02734375,65.8984375,1.07421875,33.02734375,0.0,0:6590;1:6572;78:3678;80:3072;3:160;2:156;58:114;59:101,0:13162;39:3678;40:3072;1:316;29:215;42:11;5:9;8:4
1,2,20480,post,78,20480,100.0,39,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,78:20480,39:20480
1,3,20480,post,80,6542,31.943359375,40,6542,31.943359375,7399,13081,36.1279296875,63.87207031249999,35.966796875,0.1611328125,60.1806640625,3.69140625,80:6542;78:5084;2:2226;3:2150;1:1491;0:1442;109:742;86:569,40:6542;39:5084;1:4376;0:2933;54:742;43:569;45:129;5:53
1,4,20480,post,80,7534,36.787109375,0,12072,58.9453125,12946,7534,63.21289062499999,36.787109375,63.1884765625,0.0244140625,36.787109375,0.0,80:7534;0:6070;1:6002;3:369;2:313;5:100;4:87;60:3,0:12072;40:7534;1:682;2:187;30:5
1,5,20480,post,80,17170,83.837890625,40,17170,83.837890625,3007,17473,14.6826171875,85.3173828125,14.5751953125,0.107421875,85.263671875,0.0537109375,80:17170;1:1526;0:1459;67:192;66:88;57:12;101:11;78:11,40:17170;0:2985;33:280;28:21;50:11;39:11;29:1;38:1
1,6,20480,post,80,15386,75.126953125,40,15386,75.126953125,4745,15735,23.1689453125,76.8310546875,23.134765625,0.0341796875,76.8310546875,0.0,80:15386;0:2247;1:2233;78:338;2:133;3:122;84:11;34:4,40:15386;0:4480;39:338;1:255;42:11;17:7;3:3
1,7,20480,post,78,19629,95.8447265625,39,19629,95.8447265625,79,20401,0.3857421875,99.6142578125,0.1513671875,0.234375,99.6142578125,0.0,78:19629;82:328;94:134;89:131;67:129;66:43;46:19;1:18,39:19629;41:328;33:172;47:134;44:131;23:32;0:31;31:13
2,0,20480,post,80,20480,100.0,40,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,80:20480,40:20480
2,1,20480,post,80,20480,100.0,40,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,80:20480,40:20480
2,2,20480,post,77,13144,64.1796875,38,13149,64.2041015625,1,20479,0.0048828125,99.9951171875,0.0048828125,0.0,99.9951171875,0.0,77:13144;92:7330;76:5;5:1,38:13149;46:7330;2:1
2,3,20480,post,81,20480,100.0,40,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,81:20480,40:20480
2,4,20480,post,76,18044,88.10546875,38,20374,99.482421875,2,20478,0.009765625,99.990234375,0.0,0.009765625,99.8095703125,0.1806640625,76:18044;77:2330;69:62;99:21;97:5;127:4;90:2;44:2,38:20374;34:62;49:21;48:5;45:4;63:4;22:2;57:2
2,5,20480,post,121,2217,10.8251953125,60,3095,15.1123046875,3,20477,0.0146484375,99.9853515625,0.0,0.0146484375,8.720703125,91.2646484375,121:2217;108:2021;125:1595;126:1415;116:1192;119:1096;103:1015;120:878,60:3095;54:2608;63:1870;51:1808;62:1727;58:1412;59:1224;55:1043
2,6,20480,post,81,20480,100.0,40,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,81:20480,40:20480
2,7,20480,post,78,20469,99.9462890625,39,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,78:20469;92:11,39:20469;46:11
3,0,20480,post,81,20480,100.0,40,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,81:20480,40:20480
3,1,20480,post,77,18428,89.98046875,38,18836,91.97265625,82,20398,0.40039062499999994,99.599609375,0.361328125,0.0390625,99.599609375,0.0,77:18428;94:1545;76:408;1:34;0:29;67:11;66:6;8:6,38:18836;47:1545;0:63;33:17;4:10;23:8;1:1
3,2,20480,post,83,20480,100.0,41,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,83:20480,41:20480
3,3,20480,post,78,19817,96.7626953125,39,19817,96.7626953125,0,20480,0.0,100.0,0.0,0.0,96.9921875,3.0078125,78:19817;104:593;67:37;123:11;108:11;90:4;92:4;66:2,39:19817;52:593;33:39;61:11;54:11;45:4;46:4;63:1
3,4,20480,post,80,20469,99.9462890625,40,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,80:20469;88:11,40:20469;44:11
3,5,20480,post,81,20469,99.9462890625,40,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,81:20469;127:11,40:20469;63:11
3,6,20480,post,79,20461,99.9072265625,39,20461,99.9072265625,0,20480,0.0,100.0,0.0,0.0,99.9072265625,0.0927734375,79:20461;124:11;106:7;98:1,39:20461;62:11;53:7;49:1
3,7,20480,post,81,20480,100.0,40,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,81:20480,40:20480
4,0,20480,post,74,10819,52.8271484375,37,17151,83.7451171875,80,20400,0.390625,99.609375,0.1611328125,0.2294921875,97.021484375,2.587890625,74:10819;75:6332;85:2163;108:275;79:273;122:120;66:112;67:49,37:17151;42:2163;54:275;39:273;33:161;61:121;35:52;53:43
4,1,20480,post,79,20469,99.9462890625,39,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,79:20469;109:11,39:20469;54:11
4,2,20480,post,79,20469,99.9462890625,39,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,79:20469;109:11,39:20469;54:11
4,3,20480,post,91,17916,87.48046875,45,17916,87.48046875,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,91:17916;76:2564,45:17916;38:2564
4,4,20480,post,80,20462,99.912109375,40,20462,99.912109375,0,20480,0.0,100.0,0.0,0.0,99.912109375,0.087890625,80:20462;104:18,40:20462;52:18
4,5,20480,post,82,20480,100.0,41,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,82:20480,41:20480
4,6,20480,post,79,20469,99.9462890625,39,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,79:20469;92:11,39:20469;46:11
4,7,20480,post,81,20469,99.9462890625,40,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,81:20469;106:11,40:20469;53:11
5,0,20480,post,84,19569,95.5517578125,42,19569,95.5517578125,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,84:19569;79:911,42:19569;39:911
5,1,20480,post,77,8646,42.216796875,38,9305,45.4345703125,202,20278,0.986328125,99.013671875,0.0,0.986328125,73.49609375,25.517578125,77:8646;92:5659;103:2498;97:1482;123:1078;76:659;58:104;59:73,38:9305;46:5663;51:2499;48:1483;61:1080;29:177;45:47;58:34
5,2,20480,post,122,7959,38.8623046875,61,9416,45.9765625,0,20480,0.0,100.0,0.0,0.0,18.6328125,81.3671875,122:7959;75:2580;115:2018;123:1457;74:871;127:622;98:513;99:403,61:9416;37:3451;57:2229;49:916;63:706;59:491;62:432;55:369
5,3,20480,post,89,19780,96.58203125,44,19780,96.58203125,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,89:19780;77:700,44:19780;38:700
5,4,20480,post,77,17186,83.916015625,38,19274,94.111328125,29,20451,0.1416015625,99.8583984375,0.1025390625,0.0390625,96.298828125,3.5595703125,77:17186;76:2088;112:558;68:334;89:100;111:94;122:17;106:11,38:19274;56:558;34:344;44:100;55:94;61:19;53:17;15:10
5,5,20480,post,79,19878,97.060546875,39,19902,97.177734375,0,20480,0.0,100.0,0.0,0.0,97.5537109375,2.4462890625,79:19878;101:293;102:93;104:82;67:42;78:24;84:10;121:7,39:19902;50:293;51:94;52:86;33:48;42:10;60:8;55:7
5,6,20480,post,76,18598,90.810546875,38,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,76:18598;77:1871;117:11,38:20469;58:11
5,7,20480,post,77,15509,75.7275390625,38,15657,76.4501953125,0,20480,0.0,100.0,0.0,0.0,76.6357421875,23.3642578125,77:15509;107:4785;76:148;67:36;66:2,38:15657;53:4785;33:38
6,0,20480,post,88,20479,99.9951171875,44,20479,99.9951171875,0,20480,0.0,100.0,0.0,0.0,99.9951171875,0.0048828125,88:20479;123:1,44:20479;61:1
6,1,20480,post,85,20480,100.0,42,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,85:20480,42:20480
6,2,20480,post,78,20425,99.7314453125,39,20425,99.7314453125,3,20477,0.0146484375,99.9853515625,0.0146484375,0.0,99.9853515625,0.0,78:20425;90:52;1:2;0:1,39:20425;45:52;0:3
6,3,20480,post,99,10521,51.3720703125,49,10524,51.38671875,21,20459,0.1025390625,99.8974609375,0.0048828125,0.09765625,43.0810546875,56.81640625,99:10521;77:8618;121:1088;76:191;112:24;78:14;61:14;60:6,49:10524;38:8809;60:1088;56:24;30:20;39:14;0:1
6,4,20480,post,81,20480,100.0,40,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,81:20480,40:20480
6,5,20480,post,77,17964,87.71484375,38,19846,96.904296875,258,20222,1.259765625,98.740234375,0.0048828125,1.2548828125,97.4609375,1.279296875,77:17964;76:1882;109:171;44:128;45:128;111:87;66:64;90:47,38:19846;22:256;54:171;55:87;33:64;45:47;52:4;47:3
6,6,20480,post,79,14481,70.7080078125,39,14481,70.7080078125,5,20475,0.0244140625,99.9755859375,0.0,0.0244140625,70.8740234375,29.1015625,79:14481;104:3114;114:2643;105:48;116:41;93:15;112:14;99:14,39:14481;52:3162;57:2653;58:41;46:28;56:27;49:17;50:12
6,7,20480,post,77,14242,69.541015625,38,15853,77.4072265625,560,19920,2.734375,97.265625,0.107421875,2.626953125,79.755859375,17.509765625,77:14242;100:2548;76:1611;96:547;67:454;114:435;45:292;44:237,38:15853;50:2548;48:547;22:529;33:456;57:435;0:22;58:16
7,0,20480,post,87,15615,76.2451171875,43,15615,76.2451171875,3,20477,0.0146484375,99.9853515625,0.0146484375,0.0,99.9853515625,0.0,87:15615;77:4700;90:149;76:13;0:2;1:1,43:15615;38:4713;45:149;0:3
7,1,20480,post,82,20430,99.755859375,41,20430,99.755859375,0,20480,0.0,100.0,0.0,0.0,99.755859375,0.244140625,82:20430;109:50,41:20430;54:50
7,2,20480,post,85,18133,88.5400390625,42,18133,88.5400390625,18,20462,0.087890625,99.912109375,0.0,0.087890625,99.912109375,0.0,85:18133;78:2329;60:10;61:8,42:18133;39:2329;30:18
7,3,20480,post,80,20469,99.9462890625,40,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,80:20469;115:11,40:20469;57:11
7,4,20480,post,81,19204,93.76953125,40,19204,93.76953125,0,20480,0.0,100.0,0.0,0.0,98.7646484375,1.2353515625,81:19204;82:1023;126:253,40:19204;41:1023;63:253
7,5,20480,post,82,20480,100.0,41,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,82:20480,41:20480
7,6,20480,post,100,16121,78.7158203125,50,16809,82.0751953125,21,20459,0.1025390625,99.8974609375,0.0,0.1025390625,4.6337890625,95.263671875,100:16121;98:1892;75:694;101:688;99:512;108:258;74:250;107:14,50:16809;49:2404;37:944;54:258;53:14;30:10;22:9;58:8
7,7,20480,post,83,20480,100.0,41,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,83:20480,41:20480
8,0,20480,post,76,6484,31.66015625,38,7106,34.697265625,484,19996,2.36328125,97.63671875,0.0,2.36328125,38.18359375,59.453125,76:6484;105:5904;120:3633;102:1394;119:1068;66:667;77:622;44:294,38:7106;52:5908;60:3650;51:1394;59:1068;33:694;22:476;53:108
8,1,20480,post,77,18532,90.48828125,38,20031,97.8076171875,8,20472,0.0390625,99.9609375,0.0,0.0390625,99.736328125,0.224609375,77:18532;76:1499;68:392;120:44;56:6;69:3;111:2;57:1,38:20031;34:395;60:44;28:7;55:2;16:1
8,2,20480,post,118,8226,40.166015625,59,8226,40.166015625,783,19697,3.8232421875,96.1767578125,0.0,3.8232421875,10.6103515625,85.56640625,118:8226;105:5733;120:3128;78:1989;44:416;45:367;69:146;113:90,59:8226;52:5739;60:3166;39:2013;22:783;34:150;56:98;50:56
8,3,20480,post,80,20469,99.9462890625,40,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,80:20469;109:11,40:20469;54:11
8,4,20480,post,83,20128,98.28125,41,20128,98.28125,0,20480,0.0,100.0,0.0,0.0,98.28125,1.71875,83:20128;118:352,41:20128;59:352
8,5,20480,post,78,20469,99.9462890625,39,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,78:20469;118:11,39:20469;59:11
8,6,20480,post,89,11753,57.3876953125,44,11753,57.3876953125,595,19885,2.9052734375,97.0947265625,0.0390625,2.8662109375,96.826171875,0.2685546875,89:11753;76:6569;69:1118;44:306;77:292;45:275;68:95;126:49,44:11753;38:6861;34:1213;22:581;63:49;14:8;29:5;56:3
8,7,20480,post,76,7377,36.0205078125,38,8447,41.2451171875,777,19703,3.7939453125,96.2060546875,0.009765625,3.7841796875,43.720703125,52.4853515625,76:7377;117:6129;108:1566;77:1070;127:956;44:408;45:348;126:281,38:8447;58:6160;54:1639;63:1237;22:756;52:275;50:267;61:265
9,0,20480,post,92,18460,90.13671875,46,18484,90.25390625,40,20440,0.1953125,99.8046875,0.0,0.1953125,94.43359375,5.37109375,92:18460;74:508;126:333;75:223;119:129;108:95;114:89;101:80,46:18484;37:731;63:335;59:136;49:100;54:97;57:89;50:81
9,1,20480,post,83,20463,99.9169921875,41,20463,99.9169921875,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,83:20463;107:11;85:5;69:1,41:20463;53:11;42:5;34:1
9,2,20480,post,82,20480,100.0,41,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,82:20480,41:20480
9,3,20480,post,80,19691,96.1474609375,40,19691,96.1474609375,57,20423,0.2783203125,99.7216796875,0.0,0.2783203125,96.5185546875,3.203125,80:19691;123:416;124:147;67:62;96:42;44:36;126:23;45:21,40:19691;61:416;62:147;33:65;22:57;48:42;63:26;55:13
9,4,20480,post,78,15315,74.7802734375,39,15318,74.794921875,7,20473,0.0341796875,99.9658203125,0.0,0.0341796875,75.13671875,24.8291015625,78:15315;121:2673;110:1624;99:434;112:192;114:97;66:57;117:25,39:15318;60:2673;55:1624;49:434;56:194;57:97;33:64;58:25
9,5,20480,post,79,18411,89.8974609375,39,18419,89.9365234375,116,20364,0.56640625,99.43359375,0.0,0.56640625,90.9912109375,8.4423828125,79:18411;114:733;125:681;122:185;68:183;62:79;113:40;120:31,39:18419;57:733;62:681;61:201;34:199;31:107;56:40;60:31
9,6,20480,post,122,6355,31.0302734375,61,6355,31.0302734375,18,20462,0.087890625,99.912109375,0.0,0.087890625,24.8583984375,75.0537109375,122:6355;106:5282;74:3809;118:3487;75:1256;111:212;112:28;65:25,61:6355;53:5282;37:5065;59:3487;55:212;56:28;32:25;22:17
9,7,20480,post,127,9165,44.7509765625,38,10210,49.853515625,11,20469,0.05371093750000001,99.9462890625,0.0,0.0537109375,50.5078125,49.4384765625,127:9165;76:8939;77:1271;121:569;124:153;102:145;66:102;118:28,38:10210;63:9168;60:580;62:153;51:145;33:102;59:28;47:24
10,0,20480,post,117,13366,65.263671875,58,13366,65.263671875,1,20479,0.0048828125,99.9951171875,0.0,0.0048828125,1.337890625,98.6572265625,117:13366;115:6785;72:182;73:92;126:29;101:15;109:4;121:4,58:13366;57:6785;36:274;63:29;50:15;60:5;54:4;22:1
10,1,20480,post,99,13393,65.3955078125,49,13393,65.3955078125,0,20480,0.0,100.0,0.0,0.0,19.0087890625,80.9912109375,99:13393;78:3892;121:3179;100:9;125:3;119:2;106:1;79:1,49:13393;39:3893;60:3179;50:9;62:3;59:2;53:1
10,2,20480,post,76,10285,50.2197265625,38,10634,51.923828125,1,20479,0.0048828125,99.9951171875,0.0,0.0048828125,51.923828125,48.0712890625,76:10285;112:6601;99:3244;77:349;54:1,38:10634;56:6601;49:3244;27:1
10,3,20480,post,116,10492,51.23046875,58,10492,51.23046875,94,20386,0.458984375,99.541015625,0.0,0.458984375,21.11328125,78.427734375,116:10492;124:5031;74:2802;75:1516;104:362;115:138;45:57;44:36,58:10492;62:5032;37:4318;52:364;57:138;22:93;61:15;53:11
10,4,20480,post,109,10049,49.0673828125,54,10049,49.0673828125,0,20480,0.0,100.0,0.0,0.0,11.09375,88.90625,109:10049;127:7694;74:1435;75:826;104:131;125:77;124:62;126:60,54:10049;63:7754;37:2261;62:139;52:132;55:45;48:25;56:20
10,5,20480,post,85,20458,99.892578125,42,20458,99.892578125,0,20480,0.0,100.0,0.0,0.0,99.892578125,0.107421875,85:20458;104:22,42:20458;52:22
10,6,20480,post,76,14366,70.146484375,38,16251,79.3505859375,55,20425,0.2685546875,99.7314453125,0.0,0.2685546875,81.9677734375,17.763671875,76:14366;125:2084;77:1885;124:1100;102:338;69:335;90:91;100:60,38:16251;62:3184;34:371;51:338;45:91;50:60;41:38;46:36
10,7,20480,post,117,11960,58.3984375,58,11960,58.3984375,0,20480,0.0,100.0,0.0,0.0,0.087890625,99.912109375,117:11960;113:8452;127:36;75:15;99:5;110:4;74:3;103:2,58:11960;56:8452;63:36;37:18;49:5;55:4;51:3;53:1
11,0,20480,post,91,20373,99.4775390625,45,20373,99.4775390625,0,20480,0.0,100.0,0.0,0.0,99.4921875,0.5078125,91:20373;112:80;108:11;122:8;96:5;95:2;87:1,45:20373;56:80;54:11;61:8;48:5;47:2;43:1
11,1,20480,post,116,7169,35.0048828125,58,7174,35.029296875,18,20462,0.087890625,99.912109375,0.0,0.087890625,22.0166015625,77.8955078125,116:7169;119:4520;75:2507;74:1883;126:1359;125:982;109:633;122:325,58:7174;59:4528;37:4390;63:1361;62:1013;54:685;61:344;53:242
11,2,20480,post,93,18545,90.5517578125,46,18545,90.5517578125,1,20479,0.0048828125,99.9951171875,0.0,0.0048828125,99.9169921875,0.078125,93:18545;76:1845;77:73;123:16;55:1,46:18545;38:1918;61:16;27:1
11,3,20480,post,118,17290,84.423828125,59,17290,84.423828125,0,20480,0.0,100.0,0.0,0.0,1.7431640625,98.2568359375,118:17290;126:2606;73:264;115:99;72:89;107:89;112:11;121:11,59:17290;63:2606;36:353;57:99;53:89;60:12;56:11;62:7
11,4,20480,post,115,12361,60.3564453125,57,12361,60.3564453125,3,20477,0.0146484375,99.9853515625,0.0,0.0146484375,0.458984375,99.5263671875,115:12361;105:8022;75:56;74:38;61:2;60:1,57:12361;52:8022;37:94;30:3
11,5,20480,post,81,17847,87.1435546875,40,17847,87.1435546875,0,20480,0.0,100.0,0.0,0.0,87.1435546875,12.8564453125,81:17847;125:2626;117:3;108:1;122:1;106:1;120:1,40:17847;62:2626;58:3;54:1;61:1;53:1;60:1
11,6,20480,post,80,19580,95.60546875,40,19580,95.60546875,0,20480,0.0,100.0,0.0,0.0,99.3701171875,0.6298828125,80:19580;95:769;127:56;99:46;111:12;98:8;112:4;124:2,40:19580;47:771;63:56;49:54;55:12;56:4;62:2;58:1
11,7,20480,post,80,20304,99.140625,40,20304,99.140625,0,20480,0.0,100.0,0.0,0.0,99.1455078125,0.8544921875,80:20304;111:141;118:34;69:1,40:20304;55:141;59:34;34:1
12,0,20480,post,76,17769,86.7626953125,38,20088,98.0859375,96,20384,0.46875,99.53125,0.0,0.46875,98.41796875,1.11328125,76:17769;77:2319;98:220;62:94;89:38;71:28;116:8;63:2,38:20088;49:220;31:96;44:39;35:29;58:8
12,1,20480,post,91,20459,99.8974609375,45,20470,99.951171875,0,20480,0.0,100.0,0.0,0.0,99.9755859375,0.0244140625,91:20459;90:11;121:5;74:5,45:20470;60:5;37:5
12,2,20480,post,87,20480,100.0,43,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,87:20480,43:20480
12,3,20480,post,77,16169,78.9501953125,38,18025,88.0126953125,1,20479,0.0048828125,99.9951171875,0.0,0.0048828125,89.248046875,10.7470703125,77:16169;76:1856;99:1491;114:702;67:251;118:7;66:2;59:1,38:18025;49:1491;57:702;33:253;59:7;29:1;61:1
12,4,20480,post,79,20457,99.8876953125,39,20457,99.8876953125,0,20480,0.0,100.0,0.0,0.0,99.8876953125,0.1123046875,79:20457;124:23,39:20457;62:23
12,5,20480,post,82,20469,99.9462890625,41,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,82:20469;115:11,41:20469;57:11
12,6,20480,post,80,20467,99.9365234375,40,20467,99.9365234375,0,20480,0.0,100.0,0.0,0.0,99.9365234375,0.0634765625,80:20467;121:11;122:2,40:20467;60:11;61:2
12,7,20480,post,83,20469,99.9462890625,41,20469,99.9462890625,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,83:20469;106:11,41:20469;53:11
13,0,20480,post,103,8825,43.0908203125,51,8851,43.2177734375,7,20473,0.0341796875,99.9658203125,0.0,0.0341796875,23.427734375,76.5380859375,103:8825;78:4379;100:1620;124:1333;121:1117;127:724;122:356;105:260,51:8851;39:4426;50:1656;62:1463;60:1142;63:736;61:366;48:344
13,1,20480,post,127,18415,89.9169921875,63,18428,89.98046875,19,20461,0.0927734375,99.9072265625,0.0,0.0927734375,3.9453125,95.9619140625,127:18415;119:1070;77:751;120:61;115:43;116:32;71:21;76:19,63:18428;59:1070;38:770;60:61;57:44;35:34;58:32;22:16
13,2,20480,post,79,9370,45.751953125,39,9409,45.9423828125,149,20331,0.7275390625,99.2724609375,0.0,0.7275390625,48.1689453125,51.103515625,79:9370;115:5057;120:822;113:801;119:733;122:651;108:548;98:303,39:9409;57:5120;60:846;56:805;59:756;61:658;54:596;49:305
13,3,20480,post,102,8278,40.419921875,38,8355,40.7958984375,179,20301,0.8740234374999999,99.1259765625,0.0,0.8740234375,46.4404296875,52.685546875,102:8278;76:7395;67:1108;77:960;109:496;96:350;122:291;113:270,38:8355;51:8279;33:1149;54:702;61:356;48:350;53:292;56:275
13,4,20480,post,95,16887,82.4560546875,47,16898,82.509765625,32,20448,0.15625,99.84375,0.0,0.15625,86.5771484375,13.2666015625,95:16887;123:1340;73:495;72:334;112:248;109:158;120:140;113:118,47:16898;61:1358;36:829;56:366;54:236;60:199;59:123;53:122
13,5,20480,post,79,14944,72.96875,39,14964,73.06640625,86,20394,0.419921875,99.580078125,0.0,0.419921875,76.4111328125,23.1689453125,79:14944;119:1782;126:1041;67:632;114:625;103:432;115:121;121:111,39:14964;59:1813;63:1064;57:746;33:652;51:450;60:129;54:91
13,6,20480,post,95,13263,64.7607421875,47,13263,64.7607421875,3,20477,0.0146484375,99.9853515625,0.0,0.0146484375,84.8828125,15.1025390625,95:13263;77:3880;124:3060;76:234;109:28;66:7;106:2;58:1,47:13263;38:4114;62:3060;54:28;33:7;22:2;53:2;29:1
13,7,20480,post,85,19619,95.7958984375,42,19619,95.7958984375,0,20480,0.0,100.0,0.0,0.0,99.9462890625,0.0537109375,85:19619;77:795;87:30;76:24;107:11;66:1,42:19619;38:819;43:30;53:11;33:1
14,0,20480,post,120,16255,79.3701171875,60,16255,79.3701171875,6,20474,0.029296875,99.970703125,0.0,0.029296875,14.521484375,85.44921875,120:16255;75:1570;124:926;74:820;66:532;107:185;118:83;67:43,60:16255;37:2390;62:926;33:575;53:187;59:83;51:13;48:12
14,1,20480,post,104,14217,69.4189453125,52,14217,69.4189453125,6,20474,0.029296875,99.970703125,0.0,0.029296875,28.8427734375,71.1279296875,104:14217;76:5372;77:505;120:141;121:98;112:53;111:34;66:25,52:14217;38:5877;60:239;56:53;55:35;33:27;57:11;61:5
14,2,20480,post,78,20433,99.7705078125,39,20433,99.7705078125,0,20480,0.0,100.0,0.0,0.0,99.7705078125,0.2294921875,78:20433;106:47,39:20433;53:47
14,3,20480,post,112,11267,55.0146484375,56,11267,55.0146484375,0,20480,0.0,100.0,0.0,0.0,38.6669921875,61.3330078125,112:11267;76:7239;127:698;77:626;100:127;111:110;120:92;122:77,56:11267;38:7865;63:699;50:166;55:137;60:92;61:77;33:32
14,4,20480,post,119,16088,78.5546875,59,16088,78.5546875,0,20480,0.0,100.0,0.0,0.0,10.0048828125,89.9951171875,119:16088;99:2308;79:2024;69:21;120:19;108:4;103:3;97:2,59:16088;49:2309;39:2025;34:22;60:20;54:4;51:3;48:3
14,5,20480,post,79,10645,51.9775390625,39,10657,52.0361328125,18,20462,0.087890625,99.912109375,0.0,0.087890625,52.08984375,47.822265625,79:10645;126:6448;124:2073;115:224;127:128;106:124;110:111;114:108,39:10657;63:6576;62:2075;57:332;53:127;52:116;55:113;59:98
14,6,20480,post,97,19714,96.259765625,48,19714,96.259765625,1,20479,0.0048828125,99.9951171875,0.0048828125,0.0,3.7255859375,96.26953125,97:19714;74:569;86:105;75:89;98:1;118:1;1:1,48:19714;37:658;43:105;49:1;59:1;0:1
14,7,20480,post,99,5400,26.3671875,49,5404,26.38671875,53,20427,0.2587890625,99.7412109375,0.0,0.2587890625,5.673828125,94.0673828125,99:5400;112:4230;126:3296;121:1773;107:1081;118:776;76:754;116:708,49:5404;56:4240;63:3336;60:1812;53:1728;59:846;58:840;38:777
