method,layer,head,mean_logit_mse,sink_mse,local_mse,long_mse,top1_match_rate,mean_attention_kl,mean_attention_l1,mean_margin_drop,query_count,logit_count
fireq,16,24,6.06414261652778,0.6137364799437801,4.653563238603553,6.119270388556789,0.9375,0.04986003643932735,0.09003954943545978,-0.08646166324615479,32,295552
fireq,15,7,6.026745681348658,1.1549943530624804,5.490881211623121,6.004925634838596,0.90625,0.16180455466366347,0.23336809828972704,0.27110307291150093,32,295552
fireq,11,6,5.93267759718176,0.7860381302282403,6.251304759888046,5.935948630706761,1.0,0.0053378982315450685,0.023191664561409198,0.06877142190933228,32,295552
fireq,11,5,5.85854373430723,0.8694405555560097,5.912813189491525,5.880462070533499,1.0,0.06518632633202692,0.05067724016172548,-0.08254635334014893,32,295552
fireq,24,14,5.825120088416587,12.14046389424801,16.396821615541363,5.81478343565105,0.875,0.8465503594998154,0.5359673840139294,-0.5055013298988342,32,295552
fireq,10,19,5.813490288352272,0.5898645470142364,5.051369102701051,5.812116508798792,0.9375,0.07207524397127085,0.11212452096754078,0.08089470863342285,32,295552
fireq,15,8,5.80254365067821,0.5372680398425691,4.0272270709486415,5.795866800162177,0.96875,0.021049603668861216,0.03447427141463777,-0.1980207860469818,32,295552
fireq,16,9,5.701833180407882,1.2407959127684025,4.076542138988662,5.743802432813029,0.90625,0.0896112425122404,0.1297504455259686,0.08810597658157349,32,295552
fireq,16,3,5.6372769505481,0.9332673951715696,3.825257558604006,5.7046035449524535,1.0,0.007690781523758456,0.024355722441435385,-0.11621084809303284,32,295552
fireq,24,27,5.568035674709239,1.40798049085781,4.433671208063157,5.576851390183838,1.0,0.012015323571199055,0.03432869273592587,-0.11359921097755432,32,295552
fireq,13,8,5.497000272857211,0.9242348217387917,5.2912862236190605,5.511785707981404,0.96875,0.021536637560410105,0.06362035839982849,0.4328486919403076,32,295552
fireq,17,31,5.4934753172868245,1.0892006732167228,4.579761401231174,5.491463280429943,0.96875,0.021112703617468753,0.0333542790563115,-0.06807714700698853,32,295552
fireq,10,30,5.4837136203159895,0.5522831944083464,3.0568240559495665,5.529615245529162,0.96875,0.03728149593685304,0.03454003654786586,0.00761038064956665,32,295552
fireq,15,20,5.341317091955307,0.8890620093374819,4.159271426955708,5.373348987730283,0.9375,0.059777079587576054,0.09750191846160305,-0.21328577399253845,32,295552
fireq,10,1,5.292082725783121,0.8746560337913979,4.307219791011324,5.326207836747272,0.84375,0.018952895302444095,0.05212372521450126,-0.19086921215057373,32,295552
fireq,13,11,5.281009273767299,1.1868636612480623,5.647783325505011,5.294557248578939,0.9375,0.17928346638652215,0.12570555008664996,-0.2908593416213989,32,295552
fireq,15,27,5.263106417754951,0.9715085506514916,4.154653510813537,5.257797809777829,0.90625,0.14536358226887897,0.22269311908952227,0.4361923038959503,32,295552
fireq,14,16,5.126833579784229,0.7382608619872209,3.6047956468744635,5.130285350909235,0.96875,0.00965004159755134,0.020162118194926748,-0.01894134283065796,32,295552
fireq,15,25,5.045424172360536,1.4294336681438435,3.9026314659378674,5.070179372820595,0.75,0.2401488634948592,0.2983966713945847,-0.13452377915382385,32,295552
fireq,16,23,5.027545029897406,0.3473482137870924,5.119751996794798,5.0710907216972005,0.90625,0.05531601662770974,0.07283751627704049,0.021394699811935425,32,295552
