layer,head,pair,dim0,dim1,source,n_tokens_used,shape_label,orientation_label,r_mean,r_median,q99,q99_5,q99_9,r_max,ratio_max_q99,ratio_max_q99_5,ratio_max_q99_9,clip_tau,clip_reduction_frac,clip_fraction_at_tau,tail_label,shape_aware_action
20,6,41,82,83,raw_post,20480,isotropic_scatter,axis_like,1.9857729173474357,1.8611928893617744,4.957008510055555,5.3634732578448,6.061446446265308,8.142921900367885,1.642708880537432,1.5182180480638676,1.3433958334128406,6.061446446265308,0.2556177597636714,0.001025390625,mild_clip,mild_clip
14,2,42,84,85,raw_post,20480,elongated,already_diagonal,1.1450061294298337,1.0793542408278864,2.7659558926821046,2.958710871317044,3.446353185520266,4.629762946455253,1.6738383134395696,1.5647905955725763,1.3433802913488502,3.446353185520266,0.2556091477299193,0.001025390625,mild_clip,mild_clip_check_rotation
24,0,53,106,107,raw_post,20480,elongated,intermediate,1.9241860463925278,1.782004164054889,4.943757372838345,5.436682986618519,6.261919637578539,8.411114060252848,1.701360610143333,1.5471040119417283,1.3432165449356348,6.261919637578539,0.2555184018762078,0.001025390625,mild_clip,mild_clip_check_rotation
22,5,53,106,107,raw_post,20480,elongated,intermediate,1.8963239637970624,1.6767280066220143,5.587921292183842,6.220713335778195,7.583256912625305,10.185285974140918,1.8227325407012591,1.637318009103656,1.3431281692676817,7.583256912625305,0.2554694161874117,0.001025390625,mild_clip,mild_clip_check_rotation
29,6,63,126,127,raw_post,20480,isotropic_scatter,axis_like,0.6887235983007713,0.6149590200226909,2.0067449619218185,2.189873924389879,2.6908750630093126,3.613990757980444,1.8009218044924848,1.6503190972454447,1.343054089601163,2.6908750630093126,0.2554283496527211,0.001025390625,mild_clip,mild_clip
11,0,38,76,77,raw_post,20480,isotropic_scatter,axis_like,1.6671416712153437,1.5302555186606235,4.212600515998758,4.551535512396018,5.516576722876817,7.408494790914339,1.7586511616228753,1.6276913078536785,1.342951464844472,5.516576722876817,0.25537145147996054,0.001025390625,mild_clip,mild_clip
26,2,43,86,87,raw_post,20480,isotropic_scatter,already_diagonal,1.5435815137447546,1.3995281952180771,4.084831774012872,4.421027520109818,5.431958584570966,7.293749690852948,1.7855691725800713,1.649786086532158,1.3427476622465877,5.431958584570966,0.2552584315604969,0.001025390625,mild_clip,mild_clip
20,2,62,124,125,raw_post,20480,isotropic_scatter,intermediate,1.947979373091774,1.8209263558694442,4.842989615213781,5.247988611924872,6.117639169519082,8.214148516319622,1.6960904666232761,1.5651993789877552,1.342699085171012,6.117639169519082,0.2552314877963624,0.001025390625,mild_clip,mild_clip
16,7,59,118,119,raw_post,20480,isotropic_scatter,axis_like,1.0285676863166715,0.9434517608109518,2.7663918139198826,3.094085328065035,4.324686415122627,5.805592103715809,2.098615270079723,1.8763516477893918,1.3424307675614884,4.324686415122627,0.25508262760061007,0.001025390625,mild_clip,mild_clip
25,4,39,78,79,raw_post,20480,compact_cluster,intermediate,1.729998653877238,1.632167661531878,4.162663813100757,4.4930853431569835,5.128696793150853,6.88422346164309,1.6538024137277259,1.5321817717368391,1.342294882948952,5.128696793150853,0.25500721733882203,0.001025390625,mild_clip,mild_clip
13,1,55,110,111,raw_post,20480,elongated,already_diagonal,2.241234164763704,2.041158627838197,5.868435275416912,6.355403107273711,7.315599875743528,9.819690843687695,1.6733064919064091,1.5450933131919096,1.342294686762056,7.315599875743528,0.2550071084522839,0.001025390625,mild_clip,mild_clip_check_rotation
22,2,45,90,91,raw_post,20480,isotropic_scatter,axis_like,2.0965827973480353,1.9338330432268245,5.39502264181151,5.749941462621858,6.533041712387835,8.769150189000785,1.625414900215568,1.525085124084416,1.3422767793404535,6.533041712387835,0.2549971694426808,0.001025390625,mild_clip,mild_clip
31,1,46,92,93,raw_post,20480,isotropic_scatter,already_diagonal,1.331139992206222,1.223822853843418,3.4319486292406176,3.6175004904481183,4.125155759377963,5.536740092913255,1.6132934058917896,1.5305430109913793,1.3421893416572825,4.125155759377963,0.25494863581226224,0.001025390625,mild_clip,mild_clip
16,5,60,120,121,raw_post,20480,isotropic_scatter,axis_like,2.525502737723844,2.295763793049805,6.641106559932055,7.205249696495286,8.20699771878873,11.014600865697822,1.6585490334024262,1.5286910696593135,1.3420986873776624,8.20699771878873,0.2548983100833604,0.001025390625,mild_clip,mild_clip
15,2,40,80,81,raw_post,20480,elongated,axis_like,1.7035460810144993,1.6046901359309294,4.34285083522632,4.700697940470487,5.779243624363975,7.754791283097181,1.785645323158573,1.6497106134671171,1.3418349851881564,5.779243624363975,0.2547518800459828,0.001025390625,mild_clip,mild_clip_check_rotation
28,6,32,64,65,raw_post,20480,isotropic_scatter,already_diagonal,1.0651660821142657,0.9875572865321232,2.734825728450675,2.9658370665040477,3.5066441455899295,4.705008122901571,1.720405097098102,1.5864014163284954,1.3417409715835418,3.5066441455899295,0.25469966172398706,0.001025390625,mild_clip,mild_clip
2,2,55,110,111,raw_post,20480,isotropic_scatter,already_diagonal,1.5994163059317699,1.431187614036545,4.1212904297981785,4.414917291144165,5.283836945773971,7.0892714894326545,1.7201581907877868,1.6057540882256047,1.3416900563335277,5.283836945773971,0.25467137862471256,0.001025390625,mild_clip,mild_clip
24,0,47,94,95,raw_post,20480,elongated,already_diagonal,1.700250303213199,1.5922941358463318,4.079790465471952,4.399361759596789,5.316478910337699,7.1326591238963495,1.7482905517480396,1.621294068017283,1.3416133580492824,5.316478910337699,0.25462876916043176,0.001025390625,mild_clip,mild_clip_check_rotation
21,5,61,122,123,raw_post,20480,elongated,axis_like,1.753106520226575,1.627485267145667,4.422512404149661,4.838489402410211,5.648144120993434,7.57718254824243,1.713320813104499,1.5660223507915478,1.3415349158813077,5.648144120993434,0.25458518584806256,0.001025390625,mild_clip,mild_clip_check_rotation
6,2,48,96,97,raw_post,20480,elongated,intermediate,1.4367998673085567,1.3090998196719903,3.7463508876479503,4.088859165209945,4.723374751774228,6.335391049983535,1.691083200687869,1.549427552772716,1.3412848615502697,4.723374751774228,0.2544462189454739,0.001025390625,mild_clip,mild_clip_check_rotation
24,2,35,70,71,raw_post,20480,compact_cluster,axis_like,1.2376325021559391,1.1627568504580745,3.1205337723945483,3.4784212342268863,4.185812189419946,5.6143575008235125,1.799165755067385,1.6140533658142067,1.3412827061410821,4.185812189419946,0.25444502085840237,0.001025390625,mild_clip,mild_clip
11,2,60,120,121,raw_post,20480,elongated,already_diagonal,1.511951828895358,1.3909086810976663,3.9499157892313157,4.350758110595958,5.0432929208011235,6.764056859355908,1.7124559662251044,1.554684652056968,1.3411984918538982,5.0432929208011235,0.25439820722007367,0.001025390625,mild_clip,mild_clip_check_rotation
26,5,46,92,93,raw_post,20480,elongated,intermediate,1.3226503891522516,1.2411197125650328,3.2425373206678274,3.509997953012665,3.951504325374708,5.29945540897573,1.6343544838164772,1.5098172363397409,1.34112352476628,3.951504325374708,0.2543565290346601,0.001025390625,mild_clip,mild_clip_check_rotation
31,2,36,72,73,raw_post,20480,isotropic_scatter,intermediate,1.3675717664811882,1.2756069720679784,3.4131712931498925,3.7252269066501604,4.448014069229063,5.964745073770175,1.747566870066321,1.6011763103938972,1.3409906041066084,4.448014069229063,0.2542826199246805,0.001025390625,mild_clip,mild_clip
15,5,51,102,103,raw_post,20480,isotropic_scatter,already_diagonal,2.481595577756501,2.3681936061723103,5.8447702742154775,6.2174657348788065,6.947864216189493,9.31640985803526,1.5939736586628752,1.4984256054314806,1.3409026958711607,6.947864216189493,0.25423373144140216,0.001025390625,mild_clip,mild_clip
15,3,33,66,67,raw_post,20480,isotropic_scatter,intermediate,1.3025713773914507,1.220826458783184,3.1727559723948247,3.458504384051773,3.9622254361446947,5.312901244295034,1.6745382533421909,1.5361846203793914,1.340888177595611,3.9622254361446947,0.25422565676346576,0.001025390625,mild_clip,mild_clip
31,2,46,92,93,raw_post,20480,isotropic_scatter,already_diagonal,2.1370227616091806,2.042338935866037,4.853677388265838,5.15058393967439,5.81196556748994,7.793018436476286,1.6055905271571087,1.5130359057829366,1.340857640325271,5.81196556748994,0.2542086721768497,0.001025390625,mild_clip,mild_clip
0,6,49,98,99,raw_post,20480,isotropic_scatter,intermediate,1.8739081805690414,1.819057243645485,3.9153298957056406,4.0184395016853,4.271065934312976,5.726742591982742,1.4626462506426012,1.4251160405876444,1.3408228016278374,4.271065934312976,0.25418929422594727,0.001025390625,mild_clip,mild_clip
31,3,62,124,125,raw_post,20480,isotropic_scatter,intermediate,1.2147396967879116,1.1226372139135017,3.028696171288429,3.2749743078352287,3.672181205700122,4.923079423719155,1.6254781415148825,1.5032421512257086,1.3406417461309736,3.672181205700122,0.25408857147261676,0.001025390625,mild_clip,mild_clip
29,2,58,116,117,raw_post,20480,isotropic_scatter,axis_like,2.2980953664689014,2.152746313276185,5.640297321169035,6.028673557956426,6.797109836577711,9.112471127027204,1.6156012011683296,1.5115217368173621,1.340639087217584,6.797109836577711,0.2540870920931897,0.001025390625,mild_clip,mild_clip
10,0,45,90,91,raw_post,20480,isotropic_scatter,intermediate,2.4530669322835292,2.2446728337937847,6.347299051477367,6.869721073689205,7.952780461100232,10.661418705048783,1.6796780203017665,1.5519434618505326,1.340590093891995,7.952780461100232,0.25405983189327863,0.001025390625,mild_clip,mild_clip
14,6,40,80,81,raw_post,20480,isotropic_scatter,already_diagonal,1.349992200716186,1.2489445516436497,3.4129149495954128,3.641583612668879,4.20050493416566,5.630864079051506,1.6498694407017152,1.5462679641521957,1.340520762932982,4.20050493416566,0.25402125229895145,0.001025390625,mild_clip,mild_clip
20,6,37,74,75,raw_post,20480,isotropic_scatter,already_diagonal,1.9668571855929144,1.8345799536212914,4.877769592376384,5.2244844457497965,6.022883969383002,8.073167993949177,1.6550941656955218,1.5452563937704573,1.340415660502291,6.022883969383002,0.2539627598611671,0.001025390625,mild_clip,mild_clip
15,7,49,98,99,raw_post,20480,isotropic_scatter,already_diagonal,2.4202546051808715,2.221863844037561,6.244854581466174,6.828692935573335,8.11444726006061,10.876420158832111,1.741661077443141,1.5927528535032789,1.3403772074982803,8.11444726006061,0.25394135739861645,0.001025390625,mild_clip,mild_clip
23,7,42,84,85,raw_post,20480,isotropic_scatter,intermediate,1.0566705263756113,0.9810555021378629,2.7185795555978762,2.9526534381458247,3.489660042063539,4.677001916442998,1.720384421641257,1.5839996174356346,1.3402457145015616,3.489660042063539,0.25386816075595453,0.001025390625,mild_clip,mild_clip
3,1,36,72,73,raw_post,20480,isotropic_scatter,intermediate,1.2846613811867935,1.2016977733092074,3.2135307093657888,3.5485447477789824,4.382483842279145,5.87281777051497,1.8275281307873383,1.654993296672034,1.3400660405996534,4.382483842279145,0.2537681205976091,0.001025390625,mild_clip,mild_clip
30,3,63,126,127,raw_post,20480,isotropic_scatter,already_diagonal,2.2679742467300765,2.082474314435521,5.784618921947404,6.261524555703133,7.158327899357019,9.592287902543527,1.658240245722922,1.5319412736003186,1.3400179535510148,7.158327899357019,0.25374134178573915,0.001025390625,mild_clip,mild_clip
19,3,34,68,69,raw_post,20480,isotropic_scatter,intermediate,1.47278920769614,1.3790994900362046,3.5886180640592378,3.8521377832220587,4.363946067846593,5.847587196337244,1.629481625504273,1.5180109137856757,1.3399769624611242,4.363946067846593,0.2537185130680839,0.001025390625,mild_clip,mild_clip
15,3,44,88,89,raw_post,20480,isotropic_scatter,intermediate,1.6469589861399587,1.5164282390628614,4.3833800278333195,4.793649584801281,5.67368902657827,7.602050041378843,1.7342895192996748,1.585858521132179,1.3398778124368835,5.67368902657827,0.25366328875820066,0.001025390625,mild_clip,mild_clip
18,2,35,70,71,raw_post,20480,isotropic_scatter,already_diagonal,1.608816787753343,1.520440184911828,3.824165143793771,4.082725118705982,4.68240519289192,6.273813318352478,1.6405707082326808,1.5366729662027703,1.3398698019292263,4.68240519289192,0.25365882673067264,0.001025390625,mild_clip,mild_clip
10,2,50,100,101,raw_post,20480,isotropic_scatter,already_diagonal,1.4735455518227776,1.3679689355559925,3.625353160984042,3.9077626798964293,4.507016182258361,6.038547531055124,1.6656439422348746,1.5452697683307546,1.3398104836688975,4.507016182258361,0.2536257835051198,0.001025390625,mild_clip,mild_clip
27,0,32,64,65,raw_post,20480,isotropic_scatter,axis_like,2.0602061480436684,2.02121102298592,4.5081335836148515,4.79361213356783,5.381959766100032,7.209971679991192,1.5993252077082127,1.5040790700404234,1.3396554402739071,5.381959766100032,0.25353940279185583,0.001025390625,mild_clip,mild_clip
2,4,61,122,123,raw_post,20480,isotropic_scatter,already_diagonal,1.7315932569430665,1.6623328444912724,3.8499644397698107,4.073440439005983,4.599825265500655,6.1621586042023235,1.6005754600088615,1.5127651174656767,1.3396505842122723,4.599825265500655,0.2535366969678815,0.001025390625,mild_clip,mild_clip
14,1,36,72,73,raw_post,20480,compact_cluster,axis_like,1.855839616973612,1.7247337054553182,4.625752294959634,4.9706270236031855,5.653647219224057,7.57179156950629,1.6368778712506404,1.5233071267571252,1.339275564234001,5.653647219224057,0.2533276745238384,0.001025390625,mild_clip,mild_clip
5,2,42,84,85,raw_post,20480,isotropic_scatter,already_diagonal,2.0820866975874175,1.914085774759986,5.4519779178885255,5.835429885596738,6.77567712181277,9.073763372723276,1.6643066992166793,1.5549434318660111,1.3391670248737702,6.77567712181277,0.2532671568027446,0.001025390625,mild_clip,mild_clip
30,3,42,84,85,raw_post,20480,isotropic_scatter,already_diagonal,2.1056558249564494,1.9975877706507044,4.999925008524684,5.313830653553481,6.122861284566572,8.199121625560736,1.639848920050109,1.5429775918955555,1.3390996863227382,6.122861284566572,0.2532296062692164,0.001025390625,mild_clip,mild_clip
8,4,57,114,115,raw_post,20480,isotropic_scatter,axis_like,1.7954562733340462,1.7073605218561922,4.336209550789686,4.726976119345619,5.44346595247518,7.289336337967404,1.6810387626769354,1.5420717502961505,1.3390983615233036,5.44346595247518,0.25322886747285633,0.001025390625,mild_clip,mild_clip
14,1,34,68,69,raw_post,20480,isotropic_scatter,already_diagonal,1.503090554498995,1.387660940965639,3.8794078696951617,4.179536957562376,5.025324016499624,6.728656627558788,1.7344545491390975,1.6099048042592572,1.3389498081052325,5.025324016499624,0.2531460149241034,0.001025390625,mild_clip,mild_clip
25,7,54,108,109,raw_post,20480,isotropic_scatter,already_diagonal,1.1884528374634264,1.1149153936613616,2.8949622060597227,3.0864445084116965,3.719336751533633,4.979390643419861,1.7200192227024662,1.6133096285545359,1.33878456726637,3.719336751533633,0.2530538337158499,0.001025390625,mild_clip,mild_clip
19,0,45,90,91,raw_post,20480,isotropic_scatter,already_diagonal,2.3814919360714435,2.2909746154873263,5.367410181408119,5.697418615842382,6.526154647646881,8.73660045922982,1.627712465406884,1.5334313745064498,1.3387057051092028,6.526154647646881,0.2530098316728795,0.001025390625,mild_clip,mild_clip
2,6,49,98,99,raw_post,20480,isotropic_scatter,intermediate,1.8003838220003074,1.6889347164978523,4.3511994233784534,4.6196932147721625,5.307898559779012,7.105017197105772,1.632887051540639,1.5379846381111224,1.3385744126582517,5.307898559779012,0.25293656404643405,0.001025390625,mild_clip,mild_clip
4,3,53,106,107,raw_post,20480,elongated,intermediate,1.2432709876078973,1.1522148836783068,3.058923520503756,3.2839464615598195,3.8892041875121386,5.205696597166001,1.7018067180407,1.5851953307099234,1.3384991751991302,3.8892041875121386,0.25289457137601246,0.001025390625,mild_clip,mild_clip_check_rotation
14,1,42,84,85,raw_post,20480,isotropic_scatter,already_diagonal,2.144576214959975,2.0238880685614045,5.2096628167987795,5.656257268173851,6.699953412975346,8.967286096526388,1.7212795552930973,1.585374510276036,1.3384102162800195,6.699953412975346,0.252844914185277,0.001025390625,mild_clip,mild_clip
0,4,48,96,97,raw_post,20480,isotropic_scatter,intermediate,1.1419423244733629,1.0313681112023625,2.2031489827889517,2.203149051870896,2.3277817804495764,3.115028670177308,1.4138983312122695,1.4138982868780718,1.33819617300024,2.3277817804495764,0.25272540739823157,0.001025390625,mild_clip,mild_clip
10,7,61,122,123,raw_post,20480,isotropic_scatter,intermediate,2.327111986318448,2.129943723110988,5.9699501307793525,6.503019494804382,7.499247155187917,10.035292552034443,1.6809675679358442,1.5431742992700834,1.3381733318513327,7.499247155187917,0.2527126522417522,0.001025390625,mild_clip,mild_clip
14,4,57,114,115,raw_post,20480,elongated,already_diagonal,2.5789947713643486,2.332248384606382,6.7760138355805335,7.263843075370478,8.565187992211465,11.461014554285002,1.6914095561764866,1.5778169262970285,1.3380925864915965,8.565187992211465,0.2526675582128858,0.001025390625,mild_clip,mild_clip_check_rotation
24,5,39,78,79,raw_post,20480,isotropic_scatter,axis_like,1.4741452249236886,1.355976578745889,3.789097674242053,4.1220593186497005,4.92836274049193,6.594536118811408,1.7403974998165066,1.5998159194302033,1.338078478807988,4.92836274049193,0.25265967890699603,0.001025390625,mild_clip,mild_clip
27,6,33,66,67,raw_post,20480,isotropic_scatter,axis_like,1.4517804470936664,1.3077321619042301,4.254803327655397,4.7282741173933305,5.611157048343235,7.5065318837712205,1.7642488514052383,1.5875839042744686,1.337786809226382,5.611157048343235,0.2524967408085883,0.001025390625,mild_clip,mild_clip
26,2,38,76,77,raw_post,20480,isotropic_scatter,axis_like,1.3109513506872337,1.1943290874159034,3.48792948691577,3.8238642314125277,4.503485489995234,6.024620377164756,1.7272769990806423,1.575531978273003,1.3377683553214095,4.503485489995234,0.2524864293416912,0.001025390625,mild_clip,mild_clip
29,3,57,114,115,raw_post,20480,isotropic_scatter,already_diagonal,1.390958704403646,1.3040524892601857,3.3905489234017065,3.628243508573677,4.082555710557307,5.460760174711632,1.610582916831326,1.505069922073215,1.3375837494612381,4.082555710557307,0.25238326168153025,0.001025390625,mild_clip,mild_clip
25,1,50,100,101,raw_post,20480,isotropic_scatter,intermediate,2.393697919343988,2.2617532558429287,5.926226477503139,6.382661085051303,7.239227717434436,9.682852125297076,1.6338984279548987,1.5170556600561296,1.3375531898212831,7.239227717434436,0.2523661805676567,0.001025390625,mild_clip,mild_clip
18,4,53,106,107,raw_post,20480,isotropic_scatter,already_diagonal,2.254566331513091,2.074032869514758,5.924290239361479,6.475513685898395,7.79285693251509,10.422334836435937,1.7592545968104456,1.6094993141829752,1.3374215549819162,7.79285693251509,0.2522925951993339,0.001025390625,mild_clip,mild_clip
16,3,38,76,77,raw_post,20480,isotropic_scatter,intermediate,1.0544957518175475,0.991271891087052,2.576213593427909,2.7649924519236286,3.231401284043187,4.321697265661612,1.6775384140067218,1.5630050862001343,1.3374065570260054,3.231401284043187,0.25228421025263803,0.001025390625,mild_clip,mild_clip
21,3,47,94,95,raw_post,20480,elongated,intermediate,2.094770383245769,1.9192255223510377,5.356062628337626,5.710153509077286,6.506841926801247,8.702131180131627,1.6247254343313249,1.5239749975719687,1.337381678858392,6.506841926801247,0.2522703011352645,0.001025390625,mild_clip,mild_clip_check_rotation
2,4,53,106,107,raw_post,20480,isotropic_scatter,axis_like,1.5260286015717033,1.42472671738867,3.8542101832432296,4.267754272566675,4.800450833029492,6.419552508405803,1.6655948179255489,1.5041991873034932,1.3372811703925984,4.800450833029492,0.2522141026584406,0.001025390625,mild_clip,mild_clip
9,2,32,64,65,raw_post,20480,isotropic_scatter,already_diagonal,0.9968500630186273,0.928305532187877,2.438675120343799,2.62089521388161,3.003362812251557,4.015771792150188,1.6467022436281114,1.5322137912575038,1.337091801153271,3.003362812251557,0.25210819546011876,0.001025390625,mild_clip,mild_clip
21,3,36,72,73,raw_post,20480,isotropic_scatter,axis_like,1.6080202553421312,1.5104513971214757,3.8953264336866886,4.236558094589785,4.9372112135906105,6.601486382304318,1.694719683879334,1.5582192513150284,1.3370881043396472,4.9372112135906105,0.2521061276707164,0.001025390625,mild_clip,mild_clip
30,4,56,112,113,raw_post,20480,isotropic_scatter,already_diagonal,1.4189745073570403,1.2618421021801702,4.045694702752718,4.442867290687865,5.139423146216972,6.8717459653668795,1.6985330011904498,1.5466917005983685,1.3370656141487467,5.139423146216972,0.25209354767779457,0.001025390625,mild_clip,mild_clip
30,4,63,126,127,raw_post,20480,isotropic_scatter,already_diagonal,1.7741896982720882,1.679648257352194,4.17558777452397,4.480363947117379,5.281089778037399,7.060568825368643,1.6909161551929226,1.575891804484174,1.336953000634757,5.281089778037399,0.2520305504193332,0.001025390625,mild_clip,mild_clip
4,2,50,100,101,raw_post,20480,isotropic_scatter,already_diagonal,1.084040277583029,0.9871118494477387,2.9014133260558443,3.174197983266882,3.640144241113903,4.866637738371781,1.6773334893954752,1.533186576271163,1.3369354113513274,3.640144241113903,0.252020709819306,0.001025390625,mild_clip,mild_clip
20,1,59,118,119,raw_post,20480,isotropic_scatter,intermediate,1.212007940047355,1.1248684634150194,3.0054595062923335,3.2443814621409857,3.695498307269567,4.940355992362007,1.6437938964137455,1.5227420234061622,1.3368578691116242,3.695498307269567,0.2519773245120476,0.001025390625,mild_clip,mild_clip
9,7,41,82,83,raw_post,20480,isotropic_scatter,already_diagonal,1.5424807305407275,1.447431081412799,3.790792878834799,4.05782737799132,4.622491008775705,6.17950966289428,1.6301364544067933,1.5228616417766945,1.3368354099905457,4.622491008775705,0.25196475757096215,0.001025390625,mild_clip,mild_clip
10,2,34,68,69,raw_post,20480,isotropic_scatter,intermediate,1.107180888780022,1.0315579379779678,2.733308230394545,2.969499759179332,3.5158238245241726,4.699832585638017,1.7194667375510775,1.5827017904648322,1.3367656686478273,3.5158238245241726,0.2519257312977482,0.001025390625,mild_clip,mild_clip
16,7,53,106,107,raw_post,20480,isotropic_scatter,intermediate,1.0228055898883675,0.9540679112845887,2.6173000109529156,2.9369884647345197,3.9259296068732716,5.247959585970654,2.0051043304202483,1.78685059508568,1.336743169511459,3.9259296068732716,0.2519131402291205,0.001025390625,mild_clip,mild_clip
14,5,44,88,89,raw_post,20480,isotropic_scatter,intermediate,2.1123532430936507,1.964121898086519,5.220076711602984,5.572037084009763,6.448338449741336,8.61888087675478,1.6511023406221341,1.5468096760318832,1.3366049167441747,6.448338449741336,0.2518357612839761,0.001025390625,mild_clip,mild_clip
13,6,52,104,105,raw_post,20480,isotropic_scatter,axis_like,2.0448410033793842,1.9142608035188808,4.952751889286653,5.327157033252268,6.244446170992541,8.34546566107502,1.6850158957340824,1.5665890096692066,1.3364621028911081,6.244446170992541,0.2517558127261932,0.001025390625,mild_clip,mild_clip
12,1,42,84,85,raw_post,20480,compact_cluster,axis_like,1.5966649430385753,1.4876673685795994,4.006213198052265,4.356067967853415,4.952885234792898,6.619235502311376,1.6522424481876068,1.5195436690059743,1.3364403147912138,4.952885234792898,0.2517436140376942,0.001025390625,mild_clip,mild_clip
29,6,60,120,121,raw_post,20480,isotropic_scatter,already_diagonal,0.6738886968835704,0.5964888163080886,1.9613062070214482,2.1629255086921924,2.6134806129858363,3.492492376783069,1.7806971518674628,1.6147076553250306,1.3363375872886174,2.6134806129858363,0.2516860937594628,0.001025390625,mild_clip,mild_clip
