layer,head,pair,dim0,dim1,shape_label,orientation_label,pre_anisotropy,post_anisotropy,post_balance,heuristic_alpha_deg,post_absmax_dim0,post_absmax_dim1,post_residual_gap,criterion1_residual_gap,criterion2_pre_line_like,criterion3_post_directional,criterion4_bucket_consistent,support_count_234,bucket_best_alpha_mean_deg,bucket_best_alpha_std_deg,bucket_best_alpha_range_deg,best_global_alpha_deg,best_global_gap,global_gap_reduction,global_gap_reduction_pct,override_priority
16,4,45,90,91,elongated,already_diagonal,0.34961081358956236,0.3420075235482212,0.5525944232940674,6.469126324656006,5.791227340698242,4.757568359375,0.17848703228400892,0,0,0,0,0,,,,,,,,skip
24,6,34,68,69,elongated,already_diagonal,0.6555676930554676,0.5623286079349646,0.5240998268127441,-14.932493105596372,12.568079948425293,10.326422691345215,0.17836115510714465,0,0,1,0,1,,,,,,,,skip
28,7,53,106,107,elongated,already_diagonal,0.203461093015482,0.20395227754272818,0.5578662157058716,10.907963371705186,6.567638397216797,5.396242618560791,0.17835875055977723,0,0,0,0,0,,,,,,,,skip
16,1,55,110,111,isotropic_scatter,intermediate,0.1971253124356243,0.19738267390952569,0.5500627756118774,-23.202287097868865,4.984915733337402,6.066444396972656,0.17828048736010343,0,0,0,0,0,,,,,,,,skip
12,6,51,102,103,isotropic_scatter,intermediate,0.028276343654538624,0.02783493440334797,0.5591697096824646,20.12502402303616,4.197688579559326,5.108067512512207,0.17822374718480294,0,0,0,0,0,,,,,,,,skip
10,2,43,86,87,isotropic_scatter,intermediate,0.2391814182719383,0.23367332698372753,0.5583967566490173,23.727904091559257,4.033346652984619,3.314816951751709,0.17814727149753132,0,0,0,0,0,,,,,,,,skip
25,2,45,90,91,isotropic_scatter,axis_like,0.21561880306133566,0.20835173527551698,0.5551415681838989,-40.69020700260242,4.445670127868652,5.408562183380127,0.17803105943208497,0,0,0,0,0,,,,,,,,skip
6,5,32,64,65,isotropic_scatter,axis_like,0.275986173806274,0.03874792710843985,0.5588465929031372,-34.81504595814732,3.8945982456207275,4.738048076629639,0.17801630911455218,0,0,0,0,0,,,,,,,,skip
18,6,40,80,81,isotropic_scatter,already_diagonal,0.13216602106884934,0.1186173379925471,0.5637117624282837,8.636120023881142,4.866555213928223,4.000400543212891,0.1779810631216866,0,0,0,0,0,,,,,,,,skip
30,0,43,86,87,elongated,axis_like,0.3359226174646279,0.33295930863728557,0.5541240572929382,-35.25385229697715,8.028953552246094,6.599959850311279,0.17798006834091779,0,0,0,0,0,,,,,,,,skip
2,2,47,94,95,isotropic_scatter,intermediate,0.14148402035851926,0.14160474670179243,0.5444782972335815,-27.56529581037192,6.809601783752441,5.598254203796387,0.17788816709463146,0,0,0,0,0,,,,,,,,skip
28,3,51,102,103,elongated,intermediate,0.22489150937961808,0.22628516750979114,0.5526326298713684,29.101641468477585,7.0283732414245605,5.778153896331787,0.17788175188592717,0,0,0,0,0,,,,,,,,skip
20,5,40,80,81,isotropic_scatter,axis_like,0.08063538653835779,0.08086635468905735,0.5603417158126831,-34.92835457627338,5.71047830581665,4.694846153259277,0.1778541302788696,0,0,0,0,0,,,,,,,,skip
12,6,50,100,101,isotropic_scatter,axis_like,0.07829704161536795,0.07817593689762739,0.550197422504425,37.26024519292317,5.483387470245361,4.5082011222839355,0.17784377873223498,0,0,0,0,0,,,,,,,,skip
14,4,33,66,67,compact_cluster,axis_like,0.2396756804928808,0.12396557108857312,0.5568627715110779,42.43263517263371,5.36876916885376,6.529519081115723,0.17776958729150713,0,0,0,0,0,,,,,,,,skip
9,7,59,118,119,elongated,already_diagonal,0.43132984480409947,0.43137613021061566,0.5369437336921692,-11.985970164574468,8.919315338134766,7.334079742431641,0.1777306368937769,0,0,1,0,1,,,,,,,,skip
3,6,60,120,121,elongated,axis_like,0.7151899238948655,0.7151780287226661,0.4549950361251831,-43.90178038433976,6.22366189956665,7.56845760345459,0.17768424880574257,0,1,1,0,2,,,,,,,,skip
14,0,61,122,123,isotropic_scatter,axis_like,0.09871487763999444,0.09880202084829533,0.550273597240448,33.132687740589375,9.954819679260254,8.186355590820312,0.1776490328724223,0,0,0,0,0,,,,,,,,skip
20,4,34,68,69,isotropic_scatter,intermediate,0.42512775821822374,0.1758854689045946,0.565788745880127,20.30850977746189,4.851716041564941,5.899574279785156,0.1776159072715963,0,0,0,0,0,,,,,,,,skip
26,7,59,118,119,elongated,intermediate,0.2367127467491685,0.23694440320042337,0.554572343826294,28.177566430862136,8.867319107055664,7.294443130493164,0.1773789752655877,0,0,0,0,0,,,,,,,,skip
10,3,58,116,117,elongated,axis_like,0.19970863287446747,0.20081528129275542,0.23452478647232056,42.36032275726623,12.143424034118652,9.989973068237305,0.177334741818364,0,0,0,0,0,,,,,,,,skip
16,5,41,82,83,isotropic_scatter,intermediate,0.08867261714172989,0.09308467834848941,0.5578678846359253,-25.435310594333423,8.66430950164795,7.127894878387451,0.17732683983279596,0,0,0,0,0,,,,,,,,skip
23,7,35,70,71,isotropic_scatter,axis_like,0.17334658409442777,0.1281216556843893,0.56612628698349,-36.28302598113189,3.7713570594787598,4.584104061126709,0.17729680452502367,0,0,0,0,0,,,,,,,,skip
3,0,38,76,77,isotropic_scatter,already_diagonal,0.1285373263230823,0.0980753128528899,0.5620259642601013,-10.567146007649912,3.4758925437927246,4.224507808685303,0.17720768875216084,0,0,0,0,0,,,,,,,,skip
23,3,54,108,109,isotropic_scatter,intermediate,0.09430775154981157,0.09405028096104948,0.5591486692428589,19.8115095170198,8.620957374572754,7.093432903289795,0.17718733603629047,0,0,0,0,0,,,,,,,,skip
30,7,45,90,91,compact_cluster,axis_like,0.09008384978573006,0.08939170428970582,0.5438100695610046,-31.282751292100514,5.59584379196167,6.8003153800964355,0.1771199600036322,0,0,0,0,0,,,,,,,,skip
6,0,41,82,83,isotropic_scatter,axis_like,0.1390019443369523,0.13384210849436773,0.559975266456604,-30.877267506293297,5.208135604858398,4.285728931427002,0.17710880503398016,0,0,0,0,0,,,,,,,,skip
5,1,54,108,109,isotropic_scatter,axis_like,0.08887443461302395,0.08926226591265676,0.5582931637763977,-35.78982027306258,8.29276180267334,6.824550151824951,0.1770473680282341,0,0,0,0,0,,,,,,,,skip
7,4,45,90,91,isotropic_scatter,axis_like,0.13848110013002463,0.13656929577305052,0.5489333868026733,-30.00793705415191,4.8017706871032715,3.9523870944976807,0.1768896617422587,0,0,0,0,0,,,,,,,,skip
17,6,45,90,91,isotropic_scatter,axis_like,0.08775155629951438,0.08882811149442417,0.5656701326370239,30.724116130929136,8.411125183105469,6.923465728759766,0.176868067227653,0,0,0,0,0,,,,,,,,skip
9,1,35,70,71,compact_cluster,already_diagonal,0.1067427629545556,0.23609121802414626,0.559814989566803,1.8801625731614322,4.767456531524658,3.924365758895874,0.17684288614985216,0,0,0,0,0,,,,,,,,skip
17,2,56,112,113,isotropic_scatter,axis_like,0.19645475972019358,0.19608731246858704,0.5666956901550293,43.85985211896144,6.5154500007629395,5.36348819732666,0.17680464178243838,0,0,0,0,0,,,,,,,,skip
21,4,39,78,79,isotropic_scatter,already_diagonal,0.06307559725714419,0.05545452488788732,0.5559701323509216,-3.108854963281398,3.2941699028015137,4.001650333404541,0.17679716408432772,0,0,0,0,0,,,,,,,,skip
3,6,42,84,85,isotropic_scatter,intermediate,0.1346407120332586,0.12564879572744658,0.5659934282302856,-25.377059991215642,5.170168876647949,6.28038215637207,0.17677479683265765,0,0,0,0,0,,,,,,,,skip
1,6,45,90,91,isotropic_scatter,intermediate,0.3430567288081332,0.34122123946088084,0.5013790726661682,-24.691218474118696,3.1131319999694824,3.781575918197632,0.17676332108301082,0,0,0,0,0,,,,,,,,skip
29,1,63,126,127,elongated,axis_like,0.31107804025126207,0.31102299440806375,0.53246009349823,40.60545771760795,5.726411819458008,4.714500904083252,0.17670942071199675,0,0,0,0,0,,,,,,,,skip
28,0,41,82,83,isotropic_scatter,axis_like,0.09326896476423792,0.08426082552748841,0.557029128074646,-40.136208903062,5.069068908691406,6.156721591949463,0.17666101463484604,0,0,0,0,0,,,,,,,,skip
24,2,53,106,107,elongated,axis_like,0.1931519641384342,0.1932941040612929,0.5438346862792969,42.924574139919464,7.344265460968018,6.047150135040283,0.17661607315549932,0,0,0,0,0,,,,,,,,skip
2,3,44,88,89,isotropic_scatter,already_diagonal,0.11922884253686288,0.11781528690058292,0.5521149635314941,12.442831213432457,6.465699195861816,7.851750373840332,0.17652766733344208,0,0,0,0,0,,,,,,,,skip
31,2,46,92,93,elongated,already_diagonal,0.3329684284964416,0.3256124883093441,0.5960264205932617,-9.080371102929224,6.296835422515869,7.646381855010986,0.1764947733561991,0,0,0,0,0,,,,,,,,skip
23,1,53,106,107,isotropic_scatter,intermediate,0.14147858363922122,0.1416507787910411,0.5495611429214478,-29.273014830791947,7.8820295333862305,6.49138069152832,0.1764328382642418,0,0,0,0,0,,,,,,,,skip
17,6,50,100,101,isotropic_scatter,already_diagonal,0.19030822785239218,0.18973212385687271,0.5656265020370483,-8.684983464945553,10.586955070495605,8.719348907470703,0.17640635580193073,0,0,0,0,0,,,,,,,,skip
14,6,57,114,115,isotropic_scatter,already_diagonal,0.28622866619229903,0.28568793779496177,0.6180392503738403,-4.993575910680192,7.0334296226501465,5.792775630950928,0.17639388723018873,0,0,0,0,0,,,,,,,,skip
3,4,63,126,127,isotropic_scatter,already_diagonal,0.023274190098210263,0.023281881931369347,0.5654600262641907,12.477199092399571,2.779512643814087,3.3740248680114746,0.17620268001989303,0,0,0,0,0,,,,,,,,skip
18,4,60,120,121,isotropic_scatter,already_diagonal,0.1675751825624171,0.16752146471328297,0.5507341027259827,7.7907619429004145,6.37576961517334,7.739284038543701,0.1761809511809743,0,0,0,0,0,,,,,,,,skip
31,7,42,84,85,elongated,intermediate,0.2540801913187943,0.23792515681227275,0.5427943468093872,-27.761100961188983,4.609378814697266,5.594611644744873,0.17610388220119902,0,0,0,0,0,,,,,,,,skip
8,1,37,74,75,elongated,axis_like,0.5979399403886454,0.47531292871400677,0.570311427116394,-31.072767498156566,4.052491188049316,3.3388583660125732,0.17609731617461044,0,0,1,0,1,,,,,,,,skip
12,6,47,94,95,isotropic_scatter,intermediate,0.26694381285835833,0.2676119446716536,0.5490809679031372,-19.04772384859779,5.152310371398926,4.245195388793945,0.17605984834308144,0,0,0,0,0,,,,,,,,skip
2,6,56,112,113,elongated,intermediate,0.2179002012609343,0.2178640189717275,0.5487146377563477,25.25612610250975,5.238494396209717,6.357813835144043,0.176054138727226,0,0,0,0,0,,,,,,,,skip
17,4,35,70,71,isotropic_scatter,intermediate,0.3098083963403691,0.2714347712165274,0.5525978207588196,17.4577428683717,4.755184650421143,5.771152496337891,0.176042453662667,0,0,0,0,0,,,,,,,,skip
25,5,45,90,91,isotropic_scatter,axis_like,0.14801624568979757,0.14506350651768968,0.563075840473175,30.810957473639828,3.22615385055542,2.6582419872283936,0.17603371991365313,0,0,0,0,0,,,,,,,,skip
29,7,49,98,99,elongated,axis_like,0.33932515596835916,0.3386105055642381,0.5187927484512329,-32.11030133624738,5.634507179260254,4.6426801681518555,0.1760272867801393,0,0,0,0,0,,,,,,,,skip
5,6,52,104,105,isotropic_scatter,intermediate,0.16277559990506388,0.16385552719114027,0.5546706914901733,-29.372727269804493,3.754652976989746,4.556002616882324,0.17588875759710212,0,0,0,0,0,,,,,,,,skip
28,1,43,86,87,elongated,axis_like,0.20093389332248168,0.1983220104485661,0.5593542456626892,42.194521652526305,4.263986110687256,3.5140204429626465,0.1758837032430512,0,0,0,0,0,,,,,,,,skip
1,3,38,76,77,isotropic_scatter,axis_like,0.7837630010390966,0.6869825587679932,0.5555955171585083,44.197654502617915,3.37408709526062,4.093919277191162,0.17582959828763864,0,1,1,0,2,,,,,,,,skip
11,3,58,116,117,isotropic_scatter,intermediate,0.26976226222991373,0.2697089087102997,0.5598921775817871,-17.754576659323824,7.171756744384766,5.910976886749268,0.1757979115260211,0,0,0,0,0,,,,,,,,skip
20,5,41,82,83,isotropic_scatter,intermediate,0.12829875212803732,0.13173899578639756,0.5633507370948792,28.840453911855278,5.785611629486084,4.768526554107666,0.17579560131462924,0,0,0,0,0,,,,,,,,skip
31,0,39,78,79,isotropic_scatter,intermediate,0.3533476419743347,0.3269502256272466,0.56849205493927,18.537464219776496,5.2770915031433105,4.349801063537598,0.17571998496773655,0,0,0,0,0,,,,,,,,skip
26,2,53,106,107,elongated,already_diagonal,0.2682383216153082,0.2685489304973598,0.5490056872367859,-0.9266798246411305,6.922942161560059,8.398510932922363,0.17569409424449756,0,0,0,0,0,,,,,,,,skip
10,1,34,68,69,isotropic_scatter,already_diagonal,0.18405947653853488,0.14888880642685232,0.5599383115768433,8.286617939241939,4.758607387542725,5.772534370422363,0.1756467641102069,0,0,0,0,0,,,,,,,,skip
2,4,62,124,125,isotropic_scatter,axis_like,0.1840334073037483,0.1840215922625775,0.5509760975837708,-38.794038923209676,4.447047233581543,5.394538402557373,0.17563897006028462,0,0,0,0,0,,,,,,,,skip
19,6,36,72,73,isotropic_scatter,intermediate,0.12098171204034666,0.09038198530114595,0.5568034648895264,20.97310793944806,6.376619815826416,5.256669044494629,0.17563392575987227,0,0,0,0,0,,,,,,,,skip
4,0,57,114,115,isotropic_scatter,already_diagonal,0.2635562023288231,0.2633969290463337,0.5776984095573425,7.0596635775378385,6.784914970397949,5.593411922454834,0.1756106087020323,0,0,0,0,0,,,,,,,,skip
7,5,35,70,71,elongated,already_diagonal,0.6749113219088738,0.6371872880493727,0.5528515577316284,-1.75443405605942,8.091270446777344,9.814593315124512,0.17558780206322847,0,0,1,0,1,,,,,,,,skip
24,0,59,118,119,isotropic_scatter,already_diagonal,0.17232921852536723,0.1723971222205756,0.5416077375411987,3.9706328697454834,7.3484978675842285,6.058460235595703,0.17555120178766778,0,0,0,0,0,,,,,,,,skip
31,2,38,76,77,isotropic_scatter,intermediate,0.35033661315182163,0.3236601612524217,0.559634268283844,-29.13054496686335,4.786912441253662,5.805967807769775,0.17551860434919622,0,0,0,0,0,,,,,,,,skip
24,0,51,102,103,elongated,intermediate,0.3183339485529003,0.3177783119532222,0.5369653701782227,29.60679600855342,5.413398265838623,6.5656914710998535,0.17550218592105177,0,0,0,0,0,,,,,,,,skip
10,2,51,102,103,elongated,intermediate,0.37597339564361887,0.3760429642490015,0.5543597936630249,17.51967702073934,4.929031848907471,4.064199447631836,0.17545684990193897,0,0,1,0,1,,,,,,,,skip
26,2,38,76,77,isotropic_scatter,axis_like,0.12717720757497608,0.1093656166105811,0.5596502423286438,35.44283571605906,5.583511829376221,4.604442119598389,0.1753501630688247,0,0,0,0,0,,,,,,,,skip
23,3,37,74,75,elongated,intermediate,0.22411975007876964,0.20324190978829348,0.5530791282653809,-21.54353753803186,6.054819107055664,4.9931864738464355,0.17533680436003626,0,0,0,0,0,,,,,,,,skip
19,5,44,88,89,isotropic_scatter,axis_like,0.18067504820171257,0.1793866967024111,0.556465208530426,-35.23237614915212,5.188247203826904,4.278618812561035,0.17532479766864575,0,0,0,0,0,,,,,,,,skip
6,4,57,114,115,isotropic_scatter,axis_like,0.09736247701111582,0.09745243053510362,0.5537542700767517,44.545038376882246,4.304311275482178,3.5498363971710205,0.17528353086560622,0,0,0,0,0,,,,,,,,skip
22,5,56,112,113,elongated,intermediate,0.22662598194090325,0.22635834470821467,0.5675054788589478,-24.806952285471773,10.128144264221191,8.353105545043945,0.17525804065091866,0,0,0,0,0,,,,,,,,skip
16,4,55,110,111,isotropic_scatter,intermediate,0.18721705160438656,0.18736537128646613,0.5589050054550171,27.07054716546981,6.998207092285156,8.484370231628418,0.17516481468513428,0,0,0,0,0,,,,,,,,skip
0,2,47,94,95,isotropic_scatter,already_diagonal,0.4292659911474765,0.4271160794710198,0.5893125534057617,2.299828012752107,4.379560470581055,3.6127333641052246,0.1750922522081518,0,0,1,0,1,,,,,,,,skip
18,7,61,122,123,isotropic_scatter,already_diagonal,0.11665722090824768,0.11667683509222872,0.5523980259895325,5.269212335081923,10.508784294128418,8.669166564941406,0.17505523738029935,0,0,0,0,0,,,,,,,,skip
23,7,55,110,111,elongated,intermediate,0.1707498601405123,0.17094417567041,0.555756688117981,24.239050369658813,4.661630153656006,3.8457565307617188,0.17501895174039425,0,0,0,0,0,,,,,,,,skip
27,5,38,76,77,isotropic_scatter,intermediate,0.20443587884645875,0.21271219466540092,0.5688746571540833,-21.639181601562242,4.499873638153076,5.45383882522583,0.17491627780790764,0,0,0,0,0,,,,,,,,skip
0,1,54,108,109,isotropic_scatter,already_diagonal,0.32122740573743563,0.3215467486794999,0.5464249849319458,7.45086714936456,4.345253944396973,3.5853676795959473,0.17487729705207855,0,0,0,0,0,,,,,,,,skip
15,0,35,70,71,isotropic_scatter,axis_like,0.18980662132125822,0.11348191972215127,0.5591332912445068,36.486313738849404,3.9639809131622314,4.803897380828857,0.1748406348184124,0,0,0,0,0,,,,,,,,skip
12,1,57,114,115,isotropic_scatter,intermediate,0.2455907593001515,0.24597239518192626,0.5584253072738647,-17.3880712342782,6.379059314727783,7.730397701263428,0.17480839133474166,0,0,0,0,0,,,,,,,,skip
18,1,58,116,117,isotropic_scatter,axis_like,0.17793208423752058,0.17750134426569758,0.5587164759635925,-43.25010750803819,10.112361907958984,8.344794273376465,0.17479275867207114,0,0,0,0,0,,,,,,,,skip
0,2,61,122,123,isotropic_scatter,already_diagonal,0.2460116915433192,0.24591468670124775,0.6312851905822754,-0.7498989012862051,3.698984384536743,4.4824724197387695,0.1747892595505778,0,0,0,0,0,,,,,,,,skip
17,7,45,90,91,elongated,already_diagonal,0.5863218739458687,0.5953755965008012,0.6269615888595581,-0.21868150841531692,10.074858665466309,8.314288139343262,0.17474890562562148,0,0,1,0,1,,,,,,,,skip
17,3,42,84,85,isotropic_scatter,already_diagonal,0.29341978649169087,0.27972605421378977,0.5706993341445923,4.380607435977538,4.1426591873168945,5.0196990966796875,0.17471961814263262,0,0,0,0,0,,,,,,,,skip
1,2,53,106,107,isotropic_scatter,already_diagonal,0.44275117426368393,0.44249842458317934,0.6773335933685303,-10.878441480073487,2.5036356449127197,3.0333092212677,0.17461905058713925,0,0,1,0,1,,,,,,,,skip
18,6,46,92,93,isotropic_scatter,axis_like,0.18086899972665715,0.17834969039449647,0.5586856603622437,-32.530642587244365,4.960241794586182,6.009578704833984,0.1746107276045386,0,0,0,0,0,,,,,,,,skip
4,3,32,64,65,isotropic_scatter,intermediate,0.16264504945687666,0.04300363972812322,0.5554638504981995,-24.32037720783113,4.6127119064331055,3.8073348999023438,0.17459945968174276,0,0,0,0,0,,,,,,,,skip
21,0,38,76,77,isotropic_scatter,intermediate,0.14020383030476122,0.1136672763429088,0.5609037280082703,20.00387731367848,6.225524425506592,5.138656139373779,0.1745826073189602,0,0,0,0,0,,,,,,,,skip
2,4,61,122,123,isotropic_scatter,intermediate,0.2970962728248016,0.29703554769180807,0.5549013018608093,23.349963098042867,5.106531620025635,4.215399742126465,0.17450824634171097,0,0,0,0,0,,,,,,,,skip
14,7,53,106,107,elongated,intermediate,0.39659048840184713,0.3982252358238635,0.5776067972183228,24.78365991086589,15.15331745147705,12.510437965393066,0.17440929978183575,0,0,1,0,1,,,,,,,,skip
0,2,62,124,125,isotropic_scatter,already_diagonal,0.25745736466205604,0.25735342364845104,0.6107568740844727,-2.511310308701455,4.711018085479736,3.889601945877075,0.17436064237036653,0,0,0,0,0,,,,,,,,skip
27,5,40,80,81,isotropic_scatter,intermediate,0.12207183713491361,0.10940108796669269,0.565240204334259,27.200499401780647,6.900524139404297,5.698722839355469,0.17416087180771406,0,0,0,0,0,,,,,,,,skip
7,6,59,118,119,isotropic_scatter,axis_like,0.06217090980783182,0.062189938041950145,0.5577272772789001,32.63146872047768,5.780325889587402,6.997623920440674,0.1739587672463273,0,0,0,0,0,,,,,,,,skip
28,1,41,82,83,compact_cluster,already_diagonal,0.1414701855431143,0.12267648085508058,0.5767658352851868,4.027606419939808,3.587705135345459,4.3431596755981445,0.17394123096536707,0,0,0,0,0,,,,,,,,skip
10,2,55,110,111,elongated,intermediate,0.7461441832904929,0.7464821814885452,0.48249316215515137,-20.731765250099905,6.943648815155029,5.736593246459961,0.17383591838063295,0,1,1,0,2,,,,,,,,skip
6,5,63,126,127,isotropic_scatter,intermediate,0.16383685866458117,0.16393187538206994,0.5495673418045044,-26.691762264993233,6.5809645652771,5.437145233154297,0.1738072467610439,0,0,0,0,0,,,,,,,,skip
4,1,46,92,93,isotropic_scatter,already_diagonal,0.19940245851269822,0.19878874755676929,0.5609033703804016,-12.625057711902537,5.364333152770996,4.432308673858643,0.1737447045828814,0,0,0,0,0,,,,,,,,skip
0,0,37,74,75,isotropic_scatter,axis_like,0.3072432937067391,0.2557701271992148,0.5841125845909119,38.21606195688152,4.052269458770752,3.348299741744995,0.17372233613489876,0,0,0,0,0,,,,,,,,skip
9,5,40,80,81,isotropic_scatter,already_diagonal,0.08387984846327008,0.07787611880567372,0.5568448305130005,-12.979995212046626,4.587790489196777,5.552194595336914,0.1736978215695294,0,0,0,0,0,,,,,,,,skip
29,2,51,102,103,isotropic_scatter,axis_like,0.06383694001746909,0.06481380951184462,0.5564104318618774,33.61505534841629,6.824734687805176,8.259209632873535,0.1736818665261652,0,0,0,0,0,,,,,,,,skip
27,4,61,122,123,elongated,intermediate,0.2448966055566989,0.24486360881066588,0.5544220805168152,-20.323502422377192,6.852734565734863,5.662550926208496,0.17368010217082383,0,0,0,0,0,,,,,,,,skip
21,4,49,98,99,isotropic_scatter,already_diagonal,0.2193237602384219,0.2199022855708303,0.555261492729187,10.64900557612319,7.485526084899902,6.1866374015808105,0.17352002632644098,0,0,0,0,0,,,,,,,,skip
15,3,58,116,117,isotropic_scatter,axis_like,0.13294803544013303,0.1332658129980474,0.5574384927749634,42.24089888495726,8.10958194732666,9.810189247131348,0.17335112065263894,0,0,0,0,0,,,,,,,,skip
21,2,38,76,77,isotropic_scatter,already_diagonal,0.21537442479118435,0.17980820567300307,0.5588893294334412,-12.59039714656418,5.572214603424072,4.606368064880371,0.17333261679300682,0,0,0,0,0,,,,,,,,skip
25,4,50,100,101,elongated,intermediate,0.24677585269724225,0.2477217747412445,0.5722291469573975,21.6629192824406,5.652177333831787,6.8371100425720215,0.173309000639469,0,0,0,0,0,,,,,,,,skip
7,5,50,100,101,isotropic_scatter,already_diagonal,0.21649802147968247,0.21621354766527365,0.5700751543045044,9.618406731383148,6.351129531860352,5.25046968460083,0.1733014327196567,0,0,0,0,0,,,,,,,,skip
24,7,40,80,81,isotropic_scatter,intermediate,0.1746896672915352,0.1674776018299001,0.5544008016586304,-29.095267591905714,3.5539968013763428,4.298968315124512,0.17329076632810497,0,0,0,0,0,,,,,,,,skip
21,6,53,106,107,isotropic_scatter,already_diagonal,0.19228838434896914,0.19226418599064923,0.5560442209243774,2.6682820675986823,7.839004993438721,9.481414794921875,0.17322412709575877,0,0,0,0,0,,,,,,,,skip
30,5,54,108,109,elongated,intermediate,0.2757177923094386,0.2759189754797486,0.5503862500190735,-17.416606774220448,6.846323490142822,5.661223411560059,0.1731002165306742,0,0,0,0,0,,,,,,,,skip
7,5,53,106,107,isotropic_scatter,intermediate,0.12413450548950358,0.1243554418762718,0.5571430921554565,-27.430462581222045,5.27780294418335,6.381515979766846,0.1729546770834571,0,0,0,0,0,,,,,,,,skip
31,3,60,120,121,isotropic_scatter,axis_like,0.10180387238108117,0.10172052630000063,0.5542086958885193,-41.15917490535051,4.33651065826416,3.5866310596466064,0.1729223464926797,0,0,0,0,0,,,,,,,,skip
5,1,59,118,119,elongated,axis_like,0.2649720285263849,0.2650767156065167,0.5472613573074341,32.16191997325004,7.920083999633789,6.550583839416504,0.17291485295870707,0,0,0,0,0,,,,,,,,skip
1,0,54,108,109,elongated,intermediate,0.690016746543815,0.6899146857099256,0.5281108617782593,28.390532863611114,3.8468282222747803,4.650879859924316,0.17288161850360512,0,0,1,0,1,,,,,,,,skip
0,1,60,120,121,elongated,intermediate,0.5278332856194374,0.527820480713703,0.5352391004562378,21.342338500821135,3.729327440261841,3.0846025943756104,0.1728796562419747,0,0,1,0,1,,,,,,,,skip
3,1,60,120,121,isotropic_scatter,intermediate,0.09429707055468545,0.09431605222746503,0.5432488322257996,25.299253155831163,5.475848197937012,4.529231548309326,0.17287123663952497,0,0,0,0,0,,,,,,,,skip
10,6,48,96,97,isotropic_scatter,intermediate,0.2695035865503677,0.26627703785854395,0.5468871593475342,-26.10437800882608,5.774969577789307,6.981807231903076,0.17285462259673617,0,0,0,0,0,,,,,,,,skip
18,0,45,90,91,isotropic_scatter,axis_like,0.177994377323168,0.1749037730234479,0.5646276473999023,33.413802618851086,6.757971286773682,5.589996337890625,0.1728292263047863,0,0,0,0,0,,,,,,,,skip
26,0,61,122,123,elongated,intermediate,0.28187869258159887,0.2818024223503842,0.5635972023010254,-28.56319075074254,7.726648330688477,6.391757965087891,0.17276447800771613,0,0,0,0,0,,,,,,,,skip
27,1,49,98,99,isotropic_scatter,axis_like,0.1520403515093364,0.15426367126235077,0.5608670115470886,-43.89545173785017,8.59659194946289,10.391380310058594,0.1727189561966463,0,0,0,0,0,,,,,,,,skip
7,5,36,72,73,elongated,axis_like,0.6250936903479782,0.46016257130457505,0.5684338212013245,-32.63318303865729,4.171719074249268,5.042418479919434,0.17267495927550977,0,0,1,0,1,,,,,,,,skip
29,0,52,104,105,isotropic_scatter,axis_like,0.19142438757134045,0.19200982884091236,0.5452298521995544,30.839796090827022,4.483627796173096,5.419192790985107,0.17263917909846932,0,0,0,0,0,,,,,,,,skip
28,7,33,66,67,isotropic_scatter,already_diagonal,0.3202010057205278,0.19890026335437935,0.5529148578643799,-10.226935971434614,6.99997615814209,5.791533946990967,0.17263518958496907,0,0,0,0,0,,,,,,,,skip
9,5,33,66,67,isotropic_scatter,intermediate,0.07461812701964851,0.042454850651454226,0.5594742894172668,16.09002135713016,7.8439836502075195,6.489915370941162,0.17262507670200644,0,0,0,0,0,,,,,,,,skip
16,0,44,88,89,isotropic_scatter,intermediate,0.04682797888239108,0.03767757045611815,0.5580854415893555,-19.46523072698,8.696269989013672,7.195539474487305,0.17257174816585696,0,0,0,0,0,,,,,,,,skip
10,0,51,102,103,elongated,axis_like,0.2796990193531371,0.27948471738660086,0.5629514455795288,-36.8360969092101,8.539052963256836,10.319358825683594,0.17252097659360377,0,0,0,0,0,,,,,,,,skip
21,6,49,98,99,isotropic_scatter,axis_like,0.08092791421395826,0.08111421730085011,0.5603742003440857,-43.64507161922482,7.030219078063965,8.495842933654785,0.17251070518088435,0,0,0,0,0,,,,,,,,skip
15,2,54,108,109,elongated,already_diagonal,0.3041551416121997,0.3046507140304214,0.6129221320152283,0.38728498705690173,7.410229682922363,6.132205009460449,0.17246761951350217,0,0,0,0,0,,,,,,,,skip
17,3,47,94,95,elongated,intermediate,0.38889164535141446,0.38680769426469247,0.5516242384910583,-22.430252425678322,4.980363368988037,6.0179243087768555,0.17241176301861844,0,0,1,0,1,,,,,,,,skip
7,3,38,76,77,isotropic_scatter,intermediate,0.18656486371186023,0.17751636488659256,0.5570236444473267,20.60673214483253,4.63389253616333,3.8351147174835205,0.17237728593101218,0,0,0,0,0,,,,,,,,skip
22,2,59,118,119,isotropic_scatter,already_diagonal,0.018521959254913435,0.018161013647056926,0.5586020946502686,9.540984912152055,6.120779514312744,7.395404815673828,0.17235368896367131,0,0,0,0,0,,,,,,,,skip
3,0,63,126,127,elongated,intermediate,0.34843403685405705,0.34844731470799944,0.5593667030334473,-20.97108568711284,4.613476753234863,5.574130535125732,0.17234145771026516,0,0,0,0,0,,,,,,,,skip
