layer,head,pair,dim0,dim1,override_priority,search_window_deg,search_step_deg,search_grid_size,search_grid_min_deg,search_grid_max_deg,coarse_best_alpha_deg,coarse_best_alpha_rad,coarse_best_gap_csv,coarse_best_gap_recomputed,refined_best_alpha_deg,refined_best_alpha_rad,refined_best_gap,gap_at_zero_deg,refine_delta_deg,gap_improvement_vs_coarse,gap_improvement_vs_coarse_pct,gap_improvement_vs_zero,gap_improvement_vs_zero_pct,post_residual_gap,support_count_234,criterion1_residual_gap,criterion2_pre_line_like,criterion3_post_directional,criterion4_bucket_consistent
24,3,41,82,83,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.021038470789790154,0.021038470789790154,-36.0,-0.6283185307179586,0.0018171864794567227,0.35636815428733826,-1.0,0.01922128431033343,91.36255435286394,0.35455096780788153,99.49008168726785,0.3563681684236902,1,1,0,1,0
3,0,41,82,83,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.036005038768053055,0.036005038768053055,43.0,0.7504915783575618,0.001556196715682745,0.3553248643875122,-2.0,0.03444884205237031,95.67783630033598,0.35376866767182946,99.5620355140738,0.3553248684737567,1,1,0,1,0
0,6,56,112,113,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.0074204630218446255,0.0074204630218446255,-31.0,-0.5410520681182421,0.0012211441062390804,0.354899525642395,-1.0,0.006199318915605545,83.5435591735417,0.35367838153615594,99.65591836054762,0.35489952183940754,1,1,0,1,0
13,2,56,112,113,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.03142974525690079,0.03142974525690079,18.0,0.3141592653589793,0.0040981099009513855,0.3569099009037018,-2.0,0.027331635355949402,86.96104639902674,0.3528117910027504,98.85178026987346,0.3569099089674734,1,1,0,1,0
0,6,52,104,105,medium,5.0,0.5,21,-20.0,-10.0,-15.0,-0.2617993877991494,0.054950349032878876,0.054950349032878876,-13.5,-0.23561944901923448,0.007565256208181381,0.3596048057079315,1.5,0.047385092824697495,86.23256022695179,0.35203954949975014,97.89623050412574,0.35960480109196535,1,1,0,1,0
13,1,57,114,115,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.007794072851538658,0.007794072851538658,44.5,0.7766715171374766,0.0020376380998641253,0.3535270690917969,-0.5,0.005756434751674533,73.85656846327954,0.35148943099193275,99.4236260026428,0.353527062924194,1,1,0,1,0
10,6,50,100,101,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.010086494497954845,0.010086494497954845,44.5,0.7766715171374766,0.001247258740477264,0.35266709327697754,-0.5,0.008839235757477582,87.63436850404112,0.3514198345365003,99.64633537853284,0.35266709809097246,1,1,0,1,0
7,1,52,104,105,medium,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.02813750132918358,0.02813750132918358,31.5,0.5497787143782138,0.0023404962848871946,0.3532419800758362,1.5,0.025797005044296384,91.6819327434036,0.350901483790949,99.33742408408402,0.3532419702376198,1,1,0,1,0
14,0,43,86,87,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.022933999076485634,0.022933999076485634,-41.5,-0.7243116395776468,0.0011342354118824005,0.35070040822029114,-1.5,0.021799763664603233,95.05434962258572,0.34956617280840874,99.67657995676757,0.3507004107441563,1,1,0,1,0
15,1,56,112,113,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.014228345826268196,0.014228345826268196,-41.5,-0.7243116395776468,0.001387519994750619,0.3505677580833435,-1.5,0.012840825831517577,90.24819883004955,0.3491802380885929,99.6042077564872,0.3505677527037893,1,1,0,1,0
28,0,62,124,125,medium,5.0,0.5,21,-20.0,-10.0,-15.0,-0.2617993877991494,0.01605803146958351,0.01605803146958351,-14.5,-0.2530727415391778,0.0041998447850346565,0.3522889018058777,0.5,0.011858186684548855,73.84583039963624,0.34808905702084303,98.80784073426506,0.352288889102422,1,1,0,1,0
10,2,59,118,119,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.006099142134189606,0.006099142134189606,-34.5,-0.6021385919380436,0.003680572845041752,0.35076016187667847,0.5,0.002418569289147854,39.65425359724314,0.3470795890316367,98.95068675263761,0.35076015347334477,1,1,0,1,0
6,0,39,78,79,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.027630187571048737,0.027630187571048737,-33.0,-0.5759586531581288,4.220106347929686e-06,0.3466821610927582,2.0,0.027625967464700807,99.98472646507709,0.34667794098641025,99.99878271603747,0.34668215076295655,1,1,0,1,0
0,6,54,108,109,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.019184207543730736,0.019184207543730736,39.0,0.6806784082777885,0.004878202918916941,0.35106539726257324,-1.0,0.014306004624813795,74.57177781361574,0.3461871943436563,98.61045749397273,0.3510654089587536,1,1,0,1,0
26,3,59,118,119,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.01087023876607418,0.01087023876607418,-34.0,-0.5934119456780721,4.976159107172862e-05,0.3456548750400543,1.0,0.010820477175002452,99.54222172904763,0.3456051134489826,99.98560367734841,0.34565487393433764,1,1,0,1,0
23,3,55,110,111,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.005827867891639471,0.005827867891639471,-40.0,-0.6981317007977318,0.005827867891639471,0.35126569867134094,0.0,0.0,0.0,0.34543783077970147,98.34089468066955,0.3512657132044247,1,1,0,1,0
12,6,49,98,99,medium,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.031438276171684265,0.031438276171684265,32.0,0.5585053606381855,0.002650701440870762,0.34781143069267273,2.0,0.028787574730813503,91.56855348430908,0.34516072925180197,99.23789122295612,0.3478114275444911,1,1,0,1,0
15,6,38,76,77,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.018555980175733566,0.018555980175733566,33.0,0.5759586531581288,0.0008424563566222787,0.34422656893730164,-2.0,0.017713523819111288,95.4599199360862,0.34338411258067936,99.75526108887436,0.3442265668689682,1,1,0,1,0
14,7,47,94,95,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.030152836814522743,0.030152836814522743,-28.5,-0.49741883681838395,0.002767350524663925,0.3446807265281677,1.5,0.027385486289858818,90.82225482900148,0.3419133760035038,99.19712640955056,0.34468071903074105,1,1,0,1,0
28,2,38,76,77,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.007730717770755291,0.007730717770755291,-31.0,-0.5410520681182421,0.001110959448851645,0.34184539318084717,-1.0,0.006619758321903646,85.62928460466739,0.3407344337319955,99.67501113924214,0.3418453849707009,1,1,0,1,0
1,2,49,98,99,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.0395381860435009,0.0395381860435009,18.0,0.3141592653589793,0.002638437319546938,0.34278222918510437,-2.0,0.03689974872395396,93.32686300619845,0.34014379186555743,99.23028760101734,0.34278223725195756,1,1,0,1,0
7,5,43,86,87,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.0426078662276268,0.0426078662276268,-27.0,-0.47123889803846897,0.00010074768943013623,0.340040922164917,-2.0,0.042507118538196664,99.76354673831375,0.33994017447548686,99.97037189265671,0.34004091600221015,1,1,0,1,0
10,4,55,110,111,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.0022149758879095316,0.0022149758879095316,35.0,0.6108652381980153,0.0022149758879095316,0.34212586283683777,0.0,0.0,0.0,0.33991088694892824,99.35258449345413,0.34212586440219395,1,1,0,1,0
12,5,55,110,111,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.016990484669804573,0.016990484669804573,24.0,0.4188790204786391,0.0026465379633009434,0.34133702516555786,-1.0,0.01434394670650363,84.42341101661236,0.3386904872022569,99.22465546712452,0.34133701640982056,1,1,0,1,0
1,1,41,82,83,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.029682038351893425,0.029682038351893425,-37.5,-0.6544984694978736,0.0006508820806629956,0.33770355582237244,2.5,0.02903115627123043,97.80715167554699,0.33705267374170944,99.8072622957499,0.3377035669032139,1,1,0,1,0
8,4,48,96,97,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.02900446020066738,0.02900446020066738,-24.0,-0.4188790204786391,0.0013894872972741723,0.3374779522418976,1.0,0.02761497290339321,95.20940128635043,0.3360884649446234,99.58827316331521,0.3374779656258216,1,1,0,1,0
16,4,62,124,125,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.008785360492765903,0.008785360492765903,44.0,0.767944870877505,6.837177352281287e-05,0.335395872592926,-1.0,0.00871698871924309,99.22175335230567,0.3353275008194032,99.97961460497584,0.33539587061212706,1,1,0,1,0
1,1,52,104,105,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.008857504464685917,0.008857504464685917,-40.5,-0.7068583470577035,7.460755296051502e-05,0.3347043991088867,-0.5,0.008782896911725402,99.15769104878277,0.3346297915559262,99.97770941966728,0.33470440013257335,1,1,0,1,0
12,5,49,98,99,medium,5.0,0.5,21,10.0,20.0,15.0,0.2617993877991494,0.013661670498549938,0.013661670498549938,15.5,0.27052603405912107,0.0036051629576832056,0.3377021551132202,0.5,0.010056507540866733,73.61111177387963,0.334096992155537,98.9324430113647,0.33770216958606636,1,1,0,1,0
17,1,58,116,117,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.019499437883496284,0.019499437883496284,42.5,0.7417649320975901,0.0004436463350430131,0.33447563648223877,-2.5,0.01905579154845327,97.72482500421972,0.33403199014719576,99.86736064255413,0.3344756311885936,1,1,0,1,0
29,2,52,104,105,medium,5.0,0.5,21,-25.0,-15.0,-20.0,-0.3490658503988659,0.036851800978183746,0.036851800978183746,-22.0,-0.3839724354387525,0.0023323826026171446,0.3358100354671478,-2.0,0.0345194183755666,93.6709128435869,0.3334776528645307,99.3054458305951,0.3358100381128457,1,1,0,1,0
1,7,59,118,119,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.003449407173320651,0.003449407173320651,-30.0,-0.5235987755982988,0.003449407173320651,0.3344268798828125,0.0,0.0,0.0,0.33097747270949185,98.96856162562969,0.33442688646854485,1,1,0,1,0
10,6,51,102,103,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.007430395111441612,0.007430395111441612,-30.5,-0.5323254218582705,0.0004778195288963616,0.3304031193256378,-0.5,0.006952575582545251,93.56939272097931,0.32992529979674146,99.85538286385685,0.33040312145654116,1,1,0,1,0
10,1,40,80,81,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.0018939066212624311,0.0018939066212624311,-35.0,-0.6108652381980153,0.0018939066212624311,0.3315427899360657,0.0,0.0,0.0,0.32964888331480324,99.42875952101758,0.33154277798315823,1,1,0,1,0
29,5,53,106,107,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.004430806264281273,0.004430806264281273,34.5,0.6021385919380436,0.003752651158720255,0.3328942656517029,-0.5,0.000678155105561018,15.305456052726386,0.3291416144929826,98.87271979546607,0.33289426962260327,1,1,0,1,0
0,0,44,88,89,medium,5.0,0.5,21,-20.0,-10.0,-15.0,-0.2617993877991494,0.04589153826236725,0.04589153826236725,-17.0,-0.29670597283903605,0.00033205904765054584,0.32921886444091797,-2.0,0.0455594792147167,99.27642641710521,0.3288868053932674,99.89913729633493,0.3292188778655367,1,1,0,1,0
0,2,56,112,113,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.0015660792123526335,0.0015660792123526335,25.0,0.4363323129985824,0.0015660792123526335,0.3304342031478882,0.0,0.0,0.0,0.32886812393553555,99.52605414408274,0.33043420324270006,1,1,0,1,0
0,3,45,90,91,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.029329245910048485,0.029329245910048485,18.0,0.3141592653589793,0.00021780405950266868,0.3284739553928375,-2.0,0.029111441850545816,99.25738268153684,0.32825615133333486,99.93369213725265,0.3284739521252163,1,1,0,1,0
20,6,48,96,97,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.003959179390221834,0.003959179390221834,-35.5,-0.619591884457987,0.0009066076017916203,0.32906046509742737,-0.5,0.003052571788430214,77.10112342899363,0.32815385749563575,99.72448601459212,0.3290604689766327,1,1,0,1,0
17,3,45,90,91,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.0017291136318817735,0.0017291136318817735,-35.5,-0.619591884457987,0.0007195754442363977,0.3267759680747986,-0.5,0.0010095381876453757,58.384722035110414,0.3260563926305622,99.779795482368,0.32677595672253557,1,1,0,1,0
17,1,40,80,81,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.02626792900264263,0.02626792900264263,-26.5,-0.4625122517784973,0.0028842499013990164,0.32611557841300964,-1.5,0.023383679101243615,89.01988085505769,0.3232313285116106,99.1155743263064,0.3261155751498469,1,1,0,1,0
29,3,53,106,107,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.04023020341992378,0.04023020341992378,37.5,0.6544984694978736,0.0017531255725771189,0.32423102855682373,2.5,0.038477077847346663,95.64226520488113,0.3224779029842466,99.45929740889378,0.32423103663120895,1,1,0,1,0
19,2,59,118,119,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.008748114109039307,0.008748114109039307,41.5,0.7243116395776468,0.0012674914905801415,0.3233463764190674,1.5,0.007480622618459165,85.5112602009791,0.32207888492848724,99.60800813523346,0.3233463812651026,1,1,0,1,0
13,0,63,126,127,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.03091288171708584,0.03091288171708584,-23.5,-0.41015237421866746,0.0011448488803580403,0.32307353615760803,1.5,0.029768032836727798,96.29653135920591,0.32192868727725,99.6456382983348,0.32307353599249805,1,1,0,1,0
6,3,51,102,103,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.03131191432476044,0.03131191432476044,33.0,0.5759586531581288,0.0027682767249643803,0.32388660311698914,-2.0,0.028543637599796057,91.15903072468707,0.32111832639202476,99.14529446469125,0.32388660478500847,1,1,0,1,0
31,2,54,108,109,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.01188871543854475,0.01188871543854475,-36.0,-0.6283185307179586,0.0016714772209525108,0.3209265470504761,-1.0,0.01021723821759224,85.94064068912469,0.31925506982952356,99.47917140656811,0.3209265444275083,1,1,0,1,0
10,6,60,120,121,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.02069948986172676,0.02069948986172676,-32.0,-0.5585053606381855,0.002327654045075178,0.3215278089046478,-2.0,0.018371835816651583,88.75501734282352,0.31920015485957265,99.27606447075144,0.3215277965688609,1,1,0,1,0
6,2,49,98,99,medium,5.0,0.5,21,10.0,20.0,15.0,0.2617993877991494,0.031731024384498596,0.031731024384498596,16.5,0.2879793265790644,0.003199568949639797,0.32232001423835754,1.5,0.0285314554348588,89.91659105968584,0.31912044528871775,99.0073315933544,0.32232001610469624,1,1,0,1,0
0,4,52,104,105,medium,5.0,0.5,21,-25.0,-15.0,-20.0,-0.3490658503988659,0.03253946825861931,0.03253946825861931,-21.5,-0.3752457891787809,0.004029541276395321,0.32064053416252136,-1.5,0.028509926982223988,87.616450138739,0.31661099288612604,98.74328388114745,0.32064052829800066,1,1,0,1,0
23,3,48,96,97,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.014677057974040508,0.014677057974040508,-31.5,-0.5497787143782138,0.0005005470593459904,0.31659597158432007,-1.5,0.014176510914694518,96.58959540644103,0.3160954245249741,99.84189721150237,0.31659597798641176,1,1,0,1,0
11,2,60,120,121,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.04138833284378052,0.04138833284378052,23.5,0.41015237421866746,0.002408138010650873,0.3183651268482208,-1.5,0.038980194833129644,94.181601806141,0.31595698883756995,99.24359240143819,0.31836511857511257,1,1,0,1,0
8,6,37,74,75,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.023406630381941795,0.023406630381941795,-33.0,-0.5759586531581288,0.0013995900517329574,0.31703269481658936,2.0,0.022007040330208838,94.02054021063732,0.3156331047648564,99.55853447464065,0.31703270820021356,1,1,0,1,0
18,4,48,96,97,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.027658730745315552,0.027658730745315552,-43.5,-0.7592182246175333,0.0030096082482486963,0.3186042904853821,1.5,0.024649122497066855,89.11877672203588,0.3155946822371334,99.05537736366837,0.31860429506286636,1,1,0,1,0
12,6,56,112,113,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.04360327497124672,0.04360327497124672,-27.0,-0.47123889803846897,0.0005857559153810143,0.3157499134540558,-2.0,0.043017519055865705,98.6566240362283,0.31516415753867477,99.81448738687739,0.31574992212079916,1,1,0,1,0
27,2,58,116,117,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.009682171046733856,0.009682171046733856,-31.0,-0.5410520681182421,0.0005586085026152432,0.31571096181869507,-1.0,0.009123562544118613,94.23054498914598,0.3151523533160798,99.82306331734657,0.3157109591710704,1,1,0,1,0
0,4,46,92,93,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.011721545830368996,0.011721545830368996,34.0,0.5934119456780721,0.0010607672156766057,0.3152886629104614,-1.0,0.01066077861469239,90.95027881963917,0.3142278956947848,99.66355681619359,0.31528867126063576,1,1,0,1,0
2,3,42,84,85,medium,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.010491149500012398,0.010491149500012398,31.0,0.5410520681182421,0.0008575903484597802,0.31465020775794983,1.0,0.009633559151552618,91.8255826164829,0.31379261740949005,99.72744643819861,0.31465020718812514,1,1,0,1,0
1,0,60,120,121,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.030533967539668083,0.030533967539668083,-27.0,-0.47123889803846897,0.004033196717500687,0.3174870014190674,-2.0,0.026500770822167397,86.7911148059584,0.3134538047015667,98.72964981259908,0.31748699436798505,1,1,0,1,0
14,3,39,78,79,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.028855672106146812,0.028855672106146812,-27.5,-0.4799655442984406,0.0008254718268290162,0.31313878297805786,-2.5,0.028030200279317796,97.13930826565924,0.31231331115122885,99.73638786643465,0.31313876898551396,1,1,0,1,0
8,7,47,94,95,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.024543672800064087,0.024543672800064087,-32.5,-0.5672320068981571,0.0021162794437259436,0.31441086530685425,2.5,0.022427393356338143,91.37749488038963,0.3122945858631283,99.32690638993645,0.3144108636942741,1,1,0,1,0
18,7,49,98,99,medium,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.01395044568926096,0.01395044568926096,32.0,0.5585053606381855,0.0006514068809337914,0.31280627846717834,2.0,0.013299038808327168,95.3305658081215,0.31215487158624455,99.79175389825107,0.31280627779415365,1,1,0,1,0
12,7,44,88,89,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.018049903213977814,0.018049903213977814,-41.0,-0.7155849933176751,0.000837548344861716,0.3117530643939972,-1.0,0.017212354869116098,95.35981808360546,0.3109155160491355,99.73134238584318,0.31175307521257145,1,1,0,1,0
27,2,46,92,93,medium,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.029968542978167534,0.029968542978167534,28.5,0.49741883681838395,0.0031613605096936226,0.3135516047477722,-1.5,0.02680718246847391,89.45107037069933,0.3103902442380786,98.99175750918683,0.31355161358434724,1,1,0,1,0
14,3,61,122,123,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.015552996657788754,0.015552996657788754,19.5,0.34033920413889424,0.0005489637842401862,0.3108423054218292,-0.5,0.015004032873548567,96.47036647458371,0.31029334163758904,99.82339476491296,0.31084230318529826,1,1,0,1,0
6,2,59,118,119,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.018000228330492973,0.018000228330492973,21.0,0.3665191429188092,0.0014265101635828614,0.3096555769443512,1.0,0.016573718166910112,92.07504406393386,0.30822906678076833,99.53932360022077,0.3096555774372097,1,1,0,1,0
0,4,60,120,121,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.019730815663933754,0.019730815663933754,19.0,0.33161255787892263,0.001375085674226284,0.3087009787559509,-1.0,0.01835572998970747,93.03077126841835,0.30732589308172464,99.55455739733388,0.30870097438469646,1,1,0,1,0
19,4,52,104,105,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.012269416823983192,0.012269416823983192,40.5,0.7068583470577035,0.0005785543471574783,0.30699002742767334,0.5,0.011690862476825714,95.28458152936356,0.30641147308051586,99.81153969332317,0.30699002984462664,1,1,0,1,0
9,7,62,124,125,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.002444245619699359,0.002444245619699359,-25.0,-0.4363323129985824,0.002444245619699359,0.30876976251602173,0.0,0.0,0.0,0.30632551689632237,99.20839216904456,0.3087697493959941,1,1,0,1,0
15,2,60,120,121,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.03970404714345932,0.03970404714345932,38.0,0.6632251157578453,0.0018423303263261914,0.3079928159713745,-2.0,0.03786171681713313,95.35984248741833,0.3061504856450483,99.40182685089076,0.30799281094263803,1,1,0,1,0
17,3,41,82,83,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.045025259256362915,0.045025259256362915,-32.0,-0.5585053606381855,0.002853213343769312,0.30877962708473206,-2.0,0.0421720459125936,93.66308292080272,0.30592641374096274,99.07597098593996,0.308779630646596,1,1,0,1,0
9,6,55,110,111,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.0281694233417511,0.0281694233417511,21.5,0.3752457891787809,0.00310153909958899,0.30850374698638916,1.5,0.02506788424216211,88.98969616111357,0.30540220788680017,98.99465107640141,0.308503754560004,1,1,0,1,0
11,5,52,104,105,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.04363130033016205,0.04363130033016205,-37.5,-0.6544984694978736,0.003799359081313014,0.30889859795570374,2.5,0.039831941248849034,91.29212502821846,0.3050992388743907,98.77003032501369,0.3088985924031014,1,1,0,1,0
13,1,58,116,117,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.0012643719092011452,0.0012643719092011452,-35.0,-0.6108652381980153,0.0012643719092011452,0.30624809861183167,0.0,0.0,0.0,0.3049837267026305,99.58714130310284,0.30624808692279815,1,1,0,1,0
14,2,43,86,87,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.020049050450325012,0.020049050450325012,34.0,0.5934119456780721,0.003003055462613702,0.30784887075424194,-1.0,0.01704599498771131,85.02145789869554,0.30484581529162824,99.02450333657028,0.3078488711171523,1,1,0,1,0
18,6,59,118,119,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.03830838203430176,0.03830838203430176,-42.5,-0.7417649320975901,0.0016245178412646055,0.3055054843425751,-2.5,0.03668386419303715,95.75936712803481,0.30388096650131047,99.4682524784259,0.3055054890236444,1,1,0,1,0
17,7,59,118,119,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.0015419641276821494,0.0015419641276821494,-30.0,-0.5235987755982988,0.0015419641276821494,0.3050656318664551,0.0,0.0,0.0,0.30352366773877293,99.49454675761145,0.3050656258561248,1,1,0,1,0
9,4,41,82,83,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.021722208708524704,0.021722208708524704,-27.0,-0.47123889803846897,0.0011870956514030695,0.30434277653694153,-2.0,0.020535113057121634,94.53510613339608,0.30315568088553846,99.60994781446406,0.30434276550065786,1,1,0,1,0
12,4,41,82,83,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.012484770268201828,0.012484770268201828,20.5,0.35779249665883756,0.0003920170129276812,0.30257293581962585,0.5,0.012092753255274147,96.86003823453498,0.3021809188066982,99.87043883754316,0.3025729369321941,1,1,0,1,0
2,1,59,118,119,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.02373191900551319,0.02373191900551319,43.0,0.7504915783575618,0.0017668484942987561,0.30342811346054077,-2.0,0.021965070511214435,92.55496997993168,0.301661264966242,99.41770441962409,0.30342810711832485,1,1,0,1,0
0,3,46,92,93,medium,5.0,0.5,21,-20.0,-10.0,-15.0,-0.2617993877991494,0.02798069640994072,0.02798069640994072,-16.5,-0.2879793265790644,0.004659802187234163,0.30623549222946167,-1.5,0.023320894222706556,83.34636808546811,0.3015756900422275,98.47835985525069,0.30623550224939144,1,1,0,1,0
6,1,50,100,101,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.027267273515462875,0.027267273515462875,-27.5,-0.4799655442984406,0.0015403502620756626,0.30305802822113037,2.5,0.025726923253387213,94.3509193861933,0.3015176779590547,99.49173091664422,0.30305801404009425,1,1,0,1,0
14,1,56,112,113,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.0621381551027298,0.0621381551027298,17.5,0.30543261909900765,0.006188163533806801,0.3071766197681427,-2.5,0.055949991568922997,90.04128216620492,0.3009884562343359,97.98547052881901,0.30717661049279243,1,1,0,1,0
9,7,51,102,103,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.03586948662996292,0.03586948662996292,21.5,0.3752457891787809,0.0035434511955827475,0.3040594458580017,1.5,0.032326035434380174,90.1212659324129,0.30051599466241896,98.83461893920652,0.30405944659073597,1,1,0,1,0
16,6,53,106,107,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.0006491260719485581,0.0006491260719485581,-40.0,-0.6981317007977318,0.0006491260719485581,0.3009697198867798,0.0,0.0,0.0,0.3003205938148312,99.78432180081347,0.30096971176513965,1,1,0,1,0
7,7,37,74,75,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.030810372903943062,0.030810372903943062,-28.0,-0.4886921905584123,0.0020221201702952385,0.30176249146461487,2.0,0.028788252733647823,93.43688511463472,0.29974037129431963,99.3298967805837,0.30176247686479835,1,1,0,1,0
19,2,61,122,123,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.027488721534609795,0.027488721534609795,42.5,0.7417649320975901,0.0013990449951961637,0.30084627866744995,2.5,0.02608967653941363,94.91047630776612,0.2994472336722538,99.53496350315748,0.3008462753945838,1,1,0,1,0
10,6,49,98,99,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.022198211401700974,0.022198211401700974,-26.5,-0.4625122517784973,0.004419684875756502,0.30206820368766785,-1.5,0.01777852652594447,80.08990546230298,0.29764851881191134,98.53685862272138,0.30206821342327267,1,1,0,1,0
17,3,53,106,107,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.03597307205200195,0.03597307205200195,27.0,0.47123889803846897,0.002128270920366049,0.2989133596420288,2.0,0.033844801131635904,94.08371095665818,0.29678508872166276,99.28799739064362,0.29891335578935563,1,1,0,1,0
31,0,48,96,97,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.015834668651223183,0.015834668651223183,-22.5,-0.39269908169872414,0.0007513958844356239,0.2974896728992462,2.5,0.015083272766787559,95.25474197795998,0.2967382770148106,99.74742118705744,0.2974896748766074,1,1,0,1,0
