layer,head,pair,dim0,dim1,bucket_size,n_buckets,current_global_gap,best_global_alpha_deg,best_global_gap,global_gap_reduction,global_gap_reduction_pct,bucket_best_alpha_mean_deg,bucket_best_alpha_std_deg,bucket_best_alpha_min_deg,bucket_best_alpha_max_deg,bucket_best_alpha_range_deg,bucket_best_gap_mean,bucket_best_gap_median,bucket_consistent_flag
0,6,54,108,109,256,80,0.35106539726257324,40.0,0.019184207543730736,0.3318811897188425,94.53543194706192,13.875,16.955364227294922,-45.0,40.0,85.0,0.021550578996539116,0.01778951846063137,0
0,6,56,112,113,256,80,0.354899525642395,-30.0,0.0074204630218446255,0.3474790626205504,97.90913695688575,-1.875,29.040651321411133,-45.0,40.0,85.0,0.021700240671634674,0.0169377401471138,0
0,6,57,114,115,256,80,0.4532777667045593,35.0,0.027684040367603302,0.425593726336956,93.89247776945402,21.9375,12.66130256652832,-45.0,40.0,85.0,0.026629343628883362,0.028339896351099014,0
0,6,58,116,117,256,80,0.2582687735557556,30.0,0.00417381851002574,0.2540949550457299,98.38392444717104,9.25,13.278271675109863,-45.0,40.0,85.0,0.024730317294597626,0.0208323635160923,0
0,6,59,118,119,256,80,0.4015676975250244,-25.0,0.016629943624138832,0.3849377539008856,95.85874468324174,-15.875,6.744210243225098,-30.0,-5.0,25.0,0.029682660475373268,0.024625662714242935,0
0,6,63,126,127,256,80,0.41706719994544983,25.0,0.017852947115898132,0.3992142528295517,95.71940753954442,14.8125,7.178255081176758,-5.0,35.0,40.0,0.03126920014619827,0.03052353672683239,0
0,7,43,86,87,256,80,0.4659969210624695,25.0,0.023088714107871056,0.4429082069545984,95.04530758374348,26.125,5.360445499420166,15.0,35.0,20.0,0.0354965403676033,0.036186691373586655,1
0,7,48,96,97,256,80,0.41208380460739136,20.0,0.062054987996816635,0.3500288166105747,84.94117281412238,17.125,2.7128167152404785,10.0,20.0,10.0,0.04222475364804268,0.04363146051764488,1
0,7,50,100,101,256,80,0.43198269605636597,-35.0,0.07118374854326248,0.3607989475131035,83.52162038130011,-30.8125,6.043785572052002,-35.0,0.0,35.0,0.04619856923818588,0.04840061813592911,0
0,7,52,104,105,256,80,0.45997563004493713,-35.0,0.056487083435058594,0.40348854660987854,87.71954865749298,-36.75,5.706356048583984,-45.0,-5.0,40.0,0.05215112119913101,0.054396383464336395,0
