layer,head,pair,dim0,dim1,override_priority,search_window_deg,search_step_deg,search_grid_size,search_grid_min_deg,search_grid_max_deg,coarse_best_alpha_deg,coarse_best_alpha_rad,coarse_best_gap_csv,coarse_best_gap_recomputed,refined_best_alpha_deg,refined_best_alpha_rad,refined_best_gap,gap_at_zero_deg,refine_delta_deg,gap_improvement_vs_coarse,gap_improvement_vs_coarse_pct,gap_improvement_vs_zero,gap_improvement_vs_zero_pct,post_residual_gap,support_count_234,criterion1_residual_gap,criterion2_pre_line_like,criterion3_post_directional,criterion4_bucket_consistent
0,7,53,106,107,high,10.0,1.0,21,10.0,30.0,20.0,0.3490658503988659,0.056607916951179504,0.056607916951179504,22.0,0.3839724354387525,0.008862802758812904,0.5542809367179871,2.0,0.0477451141923666,84.3435278382413,0.5454181339591742,98.40102695732395,0.5542809631508819,2,1,1,1,0
0,4,42,84,85,high,10.0,1.0,21,25.0,45.0,35.0,0.6108652381980153,0.05897776782512665,0.05897776782512665,37.0,0.6457718232379019,0.012089203111827374,0.5487631559371948,2.0,0.046888564713299274,79.50210128726347,0.5366739528253675,97.79700896807093,0.5487631667024526,2,1,1,1,0
0,5,61,122,123,high,10.0,1.0,21,-45.0,44.0,-45.0,-0.7853981633974483,0.04682547599077225,0.04682547599077225,-43.0,-0.7504915783575618,0.005252230446785688,0.533920407295227,2.0,0.04157324554398656,88.78339122955049,0.5286681768484414,99.01628962387993,0.5339203694073811,2,1,1,1,0
0,3,55,110,111,high,10.0,1.0,21,25.0,45.0,35.0,0.6108652381980153,0.06854874640703201,0.06854874640703201,37.0,0.6457718232379019,0.01358082052320242,0.538382351398468,2.0,0.054967925883829594,80.18808332020899,0.5248015308752656,97.47747665057635,0.5383823688334425,2,1,1,1,0
0,4,62,124,125,high,10.0,1.0,21,-45.0,44.0,-40.0,-0.6981317007977318,0.016785699874162674,0.016785699874162674,-39.0,-0.6806784082777885,0.01050623506307602,0.534613847732544,1.0,0.006279464811086655,37.409609716377076,0.5241076126694679,98.03479930277975,0.5346138435392203,3,1,1,1,1
13,6,54,108,109,high,10.0,1.0,21,-45.0,-25.0,-35.0,-0.6108652381980153,0.022402573376893997,0.022402573376893997,-37.0,-0.6457718232379019,0.004090782254934311,0.5230745673179626,-2.0,0.018311791121959686,81.73967701784858,0.5189837850630283,99.21793516440503,0.523074568517743,2,1,1,1,0
0,2,48,96,97,high,10.0,1.0,21,25.0,45.0,35.0,0.6108652381980153,0.04965590313076973,0.04965590313076973,33.0,0.5759586531581288,0.0014681419124826789,0.5163784623146057,-2.0,0.04818776121828705,97.0433688244149,0.514910320402123,99.71568490562099,0.5163784534918506,2,1,1,1,0
1,7,48,96,97,high,10.0,1.0,21,-45.0,44.0,-45.0,-0.7853981633974483,0.027572600170969963,0.027572600170969963,-43.0,-0.7504915783575618,0.00494649400934577,0.5076221823692322,2.0,0.022626106161624193,82.06011047679962,0.5026756883598864,99.02555597821613,0.5076221655751266,2,1,1,1,0
0,3,61,122,123,high,10.0,1.0,21,25.0,45.0,35.0,0.6108652381980153,0.0012643812224268913,0.0012643812224268913,35.0,0.6108652381980153,0.0012643812224268913,0.49740102887153625,0.0,0.0,0.0,0.49613664764910936,99.74580245133481,0.4974010334572403,2,1,1,1,0
1,1,46,92,93,high,10.0,1.0,21,-30.0,-10.0,-20.0,-0.3490658503988659,0.052243418991565704,0.052243418991565704,-22.0,-0.3839724354387525,0.005995352286845446,0.49920371174812317,-2.0,0.04624806670472026,88.52419615222091,0.4932083594612777,98.79901688514079,0.4992037221420082,3,1,1,1,1
0,4,45,90,91,high,10.0,1.0,21,-40.0,-20.0,-30.0,-0.5235987755982988,0.05578587204217911,0.05578587204217911,-28.0,-0.4886921905584123,0.01100992877036333,0.49991515278816223,2.0,0.04477594327181578,80.26394790057446,0.4889052240177989,97.79764051780428,0.4999151546300871,3,1,1,1,1
1,7,56,112,113,high,10.0,1.0,21,15.0,35.0,25.0,0.4363323129985824,0.024022087454795837,0.024022087454795837,26.0,0.4537856055185257,0.0018725796835497022,0.4831600785255432,1.0,0.022149507771246135,92.20475869520718,0.4812874988419935,99.61243079327575,0.4831600750605484,3,1,1,1,1
1,0,48,96,97,high,10.0,1.0,21,-45.0,44.0,-40.0,-0.6981317007977318,0.03171833977103233,0.03171833977103233,-39.0,-0.6806784082777885,0.0010477621108293533,0.4818839430809021,1.0,0.03067057766020298,96.69666786347294,0.48083618097007275,99.78256961538695,0.48188393035312266,2,1,1,1,0
1,1,62,124,125,high,10.0,1.0,21,-44.0,45.0,40.0,0.6981317007977318,0.03905994072556496,0.03905994072556496,41.0,0.7155849933176751,0.004914067219942808,0.48572373390197754,1.0,0.03414587350562215,87.41916365293785,0.48080966668203473,98.98829995798918,0.485723736866648,3,1,1,1,1
15,1,51,102,103,high,10.0,1.0,21,-45.0,44.0,-40.0,-0.6981317007977318,0.045764971524477005,0.045764971524477005,-38.0,-0.6632251157578453,0.009744073264300823,0.48329243063926697,2.0,0.03602089826017618,78.70844678863334,0.47354835737496614,97.98381421959951,0.4832924172644105,2,1,1,1,0
0,4,48,96,97,high,10.0,1.0,21,10.0,30.0,20.0,0.3490658503988659,0.004944608546793461,0.004944608546793461,20.0,0.3490658503988659,0.004944608546793461,0.47621673345565796,0.0,0.0,0.0,0.4712721249088645,98.9616894578834,0.47621673522817226,2,1,0,1,1
0,3,60,120,121,high,10.0,1.0,21,-30.0,-10.0,-20.0,-0.3490658503988659,0.08099160343408585,0.08099160343408585,-18.0,-0.3141592653589793,0.014532661996781826,0.4807251989841461,2.0,0.06645894143730402,82.05658194110322,0.4661925369873643,96.97692943338693,0.48072521251124756,2,1,1,1,0
0,7,43,86,87,high,10.0,1.0,21,15.0,35.0,25.0,0.4363323129985824,0.023088714107871056,0.023088714107871056,26.0,0.4537856055185257,0.0007074303575791419,0.4659969210624695,1.0,0.022381283750291914,96.9360339676172,0.46528949070489034,99.84818990735685,0.4659969305730335,3,1,1,1,1
0,4,44,88,89,high,10.0,1.0,21,20.0,40.0,30.0,0.5235987755982988,0.032351236790418625,0.032351236790418625,31.0,0.5410520681182421,0.009543143212795258,0.4708692729473114,1.0,0.022808093577623367,70.50145787433505,0.46132612973451614,97.97329242720345,0.47086927823328023,3,1,1,1,1
1,4,54,108,109,high,10.0,1.0,21,-45.0,-25.0,-35.0,-0.6108652381980153,0.007678168825805187,0.007678168825805187,-35.0,-0.6108652381980153,0.007678168825805187,0.4688456058502197,0.0,0.0,0.0,0.46116743702441454,98.36232466935861,0.46884560596478375,2,1,1,1,0
