layer,head,pair,dim0,dim1,pre_absmax_dim0,pre_absmax_dim1,pre_residual_gap,post_absmax_dim0,post_absmax_dim1,post_residual_gap,residual_improvement
9,7,40,80,81,4.4453125,4.828125,0.07928802588996764,4.449642658233643,4.723587989807129,0.057995179123290115,0.021292846766677524
9,7,41,82,83,5.91015625,5.1953125,0.1209517514871117,6.008188247680664,5.255277156829834,0.12531416457223618,-0.004362413085124486
9,7,42,84,85,5.44921875,5.078125,0.06810035842293907,5.478894233703613,5.5574774742126465,0.014140091592573923,0.05396026683036515
9,7,43,86,87,6.8359375,5.2578125,0.23085714285714284,6.611208915710449,5.091264247894287,0.2299041956160641,0.0009529472410787498
9,7,44,88,89,7.83203125,5.75,0.26583541147132167,7.8545074462890625,5.765030860900879,0.2660226118157641,-0.0001872003444424175
9,7,45,90,91,7.1171875,6.28515625,0.11690450054884742,7.389650821685791,6.31630802154541,0.1452494611775879,-0.028344960628740493
9,7,46,92,93,6.55859375,8.3828125,0.21761416589002797,6.515334129333496,8.490623474121094,0.23264361572600176,-0.01502944983597379
9,7,47,94,95,7.15625,8.5234375,0.1604032997250229,7.272149562835693,8.722918510437012,0.16631692086375297,-0.005913621138730063
9,7,48,96,97,7.09765625,8.0078125,0.11365853658536586,7.096271514892578,7.76859188079834,0.08654340145831817,0.02711513512704769
9,7,49,98,99,8.03125,8.3125,0.03383458646616541,7.904106140136719,8.076545715332031,0.02135065921411966,0.012483927252045751
9,7,50,100,101,8.546875,9.78125,0.12619808306709265,8.444523811340332,9.547174453735352,0.11549497160006385,0.010703111467028806
9,7,51,102,103,10.796875,7.37109375,0.31729377713458756,10.680353164672852,7.432890892028809,0.30405944659073597,0.013234330543851591
9,7,52,104,105,6.11328125,7.203125,0.15130151843817788,6.085970878601074,7.211126804351807,0.15603052841502077,-0.004729009976842891
9,7,53,106,107,8.015625,7.98046875,0.0043859649122807015,8.018102645874023,7.963805675506592,0.00677179786359706,-0.002385832951316358
9,7,54,108,109,6.9609375,7.36328125,0.054641909814323604,6.970155239105225,7.288187503814697,0.043636674350517456,0.011005235463806148
9,7,55,110,111,7.890625,7.08203125,0.10247524752475247,7.861247539520264,7.118741035461426,0.09445148499981591,0.008023762524936556
9,7,56,112,113,8.25,8.1875,0.007575757575757576,8.281847953796387,8.150480270385742,0.015862122094432534,-0.008286364518674958
9,7,57,114,115,9.75,8.890625,0.08814102564102565,9.739476203918457,8.901803016662598,0.08600803264130781,0.0021329929997178365
9,7,58,116,117,7.484375,7.25,0.031315240083507306,7.478786945343018,7.268184661865234,0.028159952277945773,0.003155287805561534
9,7,59,118,119,8.90625,7.33984375,0.17587719298245613,8.919315338134766,7.334079742431641,0.1777306368937769,-0.001853443911320779
9,7,60,120,121,10.890625,11.359375,0.04126547455295736,10.880258560180664,11.370198249816895,0.04308981064988207,-0.001824336096924714
9,7,61,122,123,7.1015625,8.0546875,0.11833171677982542,7.082767963409424,8.05430793762207,0.12062364410907798,-0.002291927329252569
9,7,62,124,125,11.484375,7.95703125,0.30714285714285716,11.485426902770996,7.939074516296387,0.3087697493959941,-0.0016268922531369467
9,7,63,126,127,11.2890625,11.359375,0.006189821182943604,11.286664009094238,11.368194580078125,0.007171813466912564,-0.0009819922839689604
10,0,32,64,65,5.0703125,5.453125,0.07020057306590258,5.6613688468933105,6.167068004608154,0.08199993211311686,-0.011799359047214283
10,0,33,66,67,5.25,6.4140625,0.1814859926918392,5.727840423583984,6.565345287322998,0.12756448093539707,0.053921511756442136
10,0,34,68,69,7.1953125,6.34375,0.11834961997828447,6.2684006690979,6.34821891784668,0.012573329587671767,0.1057762903906127
10,0,35,70,71,5.9765625,5.375,0.10065359477124183,5.640267848968506,5.821985721588135,0.031212352848240837,0.069441241923001
10,0,36,72,73,5.80078125,15.4921875,0.6255673222390318,13.11092472076416,12.547988891601562,0.04293639397311614,0.5826309282659157
10,0,37,74,75,6.78125,7.109375,0.046153846153846156,5.71810245513916,7.611531734466553,0.24875798267431015,-0.202604136520464
10,0,38,76,77,7.765625,7.578125,0.02414486921529175,7.743748188018799,7.698404312133789,0.005855546278631095,0.018289322936660656
10,0,39,78,79,7.0703125,7.32421875,0.034666666666666665,6.501880168914795,7.145080089569092,0.09001997354701272,-0.05535330688034605
10,0,40,80,81,8.0703125,6.9921875,0.1335914811229429,8.176674842834473,7.090466022491455,0.13284236455787443,0.0007491165650684584
10,0,41,82,83,6.76171875,8.28125,0.18349056603773584,6.494849681854248,8.121789932250977,0.2003179427155927,-0.01682737667785686
10,0,42,84,85,7.4375,6.71875,0.09663865546218488,7.859791278839111,6.66417121887207,0.15211855093226265,-0.05547989547007777
10,0,43,86,87,6.60546875,7.34375,0.10053191489361703,6.459736347198486,7.390522003173828,0.12594315470214687,-0.025411239808529842
10,0,44,88,89,7.921875,8.1875,0.03244274809160305,7.529339790344238,8.24520492553711,0.08682199431765344,-0.05437924622605039
10,0,45,90,91,8.0078125,9.5078125,0.15776499589153656,7.8182196617126465,8.988129615783691,0.13016166923278602,0.027603326658750538
10,0,46,92,93,7.890625,7.8359375,0.006930693069306931,7.768641471862793,7.899744987487793,0.01659591744197459,-0.00966522437266766
10,0,47,94,95,8.4453125,9.375,0.09916666666666667,8.269959449768066,9.010602951049805,0.08219688574730147,0.0169697809193652
10,0,48,96,97,9.59375,8.078125,0.15798045602605862,9.587469100952148,8.080246925354004,0.1572075132370919,0.000772942788966724
10,0,49,98,99,9.875,12.546875,0.2129514321295143,9.863303184509277,12.433222770690918,0.20669778331646746,0.006253648813046853
10,0,50,100,101,7.359375,12.9375,0.4311594202898551,6.993688106536865,13.028085708618164,0.4631837506326432,-0.03202433034278812
10,0,51,102,103,8.625,10.171875,0.15207373271889402,8.539052963256836,10.319358825683594,0.17252097659360377,-0.020447243874709753
10,0,52,104,105,9.515625,8.796875,0.0755336617405583,9.521689414978027,8.71241569519043,0.08499266091525473,-0.009458999174696434
10,0,53,106,107,9.7421875,11.96875,0.1860313315926893,9.739171028137207,11.997882843017578,0.18825919909652028,-0.0022278675038309714
10,0,54,108,109,10.734375,13.078125,0.17921146953405018,10.719820022583008,13.07766342163086,0.18029546433714647,-0.0010839948030962887
10,0,55,110,111,9.3203125,9.28125,0.004191114836546521,9.282135963439941,9.211158752441406,0.007646646340680313,-0.0034555315041337915
10,0,56,112,113,7.6015625,8.5703125,0.11303555150410209,7.600345611572266,8.569517135620117,0.11309523147102259,-5.967996692049504e-05
10,0,57,114,115,16.75,14.1328125,0.15625,16.795381546020508,14.074481010437012,0.16200290110278473,-0.00575290110278473
10,0,58,116,117,16.515625,16.296875,0.013245033112582781,16.388093948364258,16.405282974243164,0.0010477738120027304,0.01219725930058005
10,0,59,118,119,8.96875,10.390625,0.1368421052631579,8.9371919631958,10.376283645629883,0.13869047257976372,-0.0018483673166058145
10,0,60,120,121,10.1953125,12.6953125,0.19692307692307692,10.203330993652344,12.691431045532227,0.19604566600515633,0.0008774109179205958
10,0,61,122,123,11.1953125,10.796875,0.03558967201674808,11.212580680847168,10.789142608642578,0.037764550753948016,-0.002174878737199938
10,0,62,124,125,10.03125,11.6171875,0.13651647612642906,10.029145240783691,11.6178617477417,0.13674775457427227,-0.0002312784478432084
10,0,63,126,127,13.640625,11.5234375,0.1552119129438717,13.636160850524902,11.536028861999512,0.1540119694645982,0.0011999434792735186
10,1,32,64,65,5.6640625,6.3515625,0.10824108241082411,6.461402893066406,7.997140407562256,0.19203583233872268,-0.08379474992789857
10,1,33,66,67,3.353515625,3.17578125,0.0529994175888177,3.523033618927002,3.2048096656799316,0.09032668650604324,-0.037327268917225535
10,1,34,68,69,6.4140625,3.9296875,0.3873325213154689,4.758607387542725,5.772534370422363,0.1756467641102069,0.211685757205262
10,1,35,70,71,3.615234375,4.9296875,0.26664025356576865,5.031510829925537,5.169579029083252,0.026707822509524377,0.23993243105624426
10,1,36,72,73,4.6484375,4.3828125,0.05714285714285714,4.030641555786133,4.136279582977295,0.025539382692096418,0.03160347445076073
10,1,37,74,75,3.52734375,4.0546875,0.13005780346820808,4.144382476806641,3.7568461894989014,0.09350881330970845,0.036548990158499634
10,1,38,76,77,4.8203125,4.484375,0.06969205834683954,4.737303256988525,4.188135147094727,0.11592420415215335,-0.046232145805313804
10,1,39,78,79,13.21875,6.328125,0.5212765957446809,12.821601867675781,11.156333923339844,0.1298798669247563,0.3913967288199246
10,1,40,80,81,4.28125,5.8125,0.26344086021505375,4.127390384674072,6.174501895904541,0.33154277798315823,-0.06810191776810448
10,1,41,82,83,4.43359375,4.2109375,0.050220264317180616,4.417225360870361,4.242530822753906,0.03954847757236312,0.010671786744817495
10,1,42,84,85,4.2109375,5.44921875,0.22724014336917564,4.210420608520508,5.630496978759766,0.2522115499921748,-0.02497140662299918
10,1,43,86,87,4.5234375,4.78515625,0.054693877551020405,4.459539413452148,4.738188743591309,0.05880925079568654,-0.004115373244666133
10,1,44,88,89,5.57421875,4.8359375,0.1324456902592852,5.359303951263428,4.874324798583984,0.09049293659955825,0.04195275365972696
10,1,45,90,91,4.69140625,4.859375,0.03456591639871383,4.639251232147217,4.93905782699585,0.060701171225401154,-0.026135254826687326
10,1,46,92,93,7.37109375,6.5234375,0.11499735029146795,7.533278942108154,6.139626979827881,0.18499938379956846,-0.07000203350810051
10,1,47,94,95,5.96484375,4.89453125,0.17943680419122462,5.9446492195129395,5.176061153411865,0.12929073486425943,0.05014606932696519
10,1,48,96,97,5.71484375,6.4375,0.11225728155339806,5.558647155761719,6.478551864624023,0.1419923353373803,-0.029735053783982224
10,1,49,98,99,14.1484375,12.4375,0.12092766427388184,13.928241729736328,12.563274383544922,0.09799997535060342,0.022927688923278414
10,1,50,100,101,9.0859375,8.125,0.1057609630266552,9.088319778442383,8.142066955566406,0.10411746570807302,0.0016434973185821822
10,1,51,102,103,8.0859375,5.390625,0.3333333333333333,8.147854804992676,5.243896484375,0.3564077159104808,-0.0230743825771475
10,1,52,104,105,5.34765625,5.8125,0.07997311827956989,5.407990455627441,5.8211565017700195,0.07097662569576134,0.008996492583808552
10,1,53,106,107,6.7734375,7.72265625,0.12291350531107739,6.781982898712158,7.639026641845703,0.11219279409745196,0.01072071121362543
10,1,54,108,109,5.6484375,5.12109375,0.09336099585062241,5.608410358428955,5.1256513595581055,0.08607768833200742,0.007283307518614987
10,1,55,110,111,5.13671875,5.7734375,0.11028416779431664,5.153603553771973,5.808490753173828,0.11274653386407087,-0.002462366069754224
10,1,56,112,113,6.7578125,7.84375,0.13844621513944222,6.700399875640869,7.879770278930664,0.14967065809561178,-0.011224442956169561
10,1,57,114,115,5.54296875,6.57421875,0.1568627450980392,5.522509574890137,6.58182430267334,0.1609454581388539,-0.004082713040814673
10,1,58,116,117,6.22265625,6.00390625,0.03515379786566227,6.212764263153076,6.016617298126221,0.03157160914509056,0.0035821887205717134
10,1,59,118,119,7.69140625,7.5234375,0.021838496698831894,7.6957221031188965,7.508832931518555,0.024284812925430346,-0.0024463162265984523
10,1,60,120,121,9.78125,9.6875,0.009584664536741214,9.729436874389648,9.753134727478027,0.002429767838807115,0.0071548966979340985
10,1,61,122,123,7.875,6.8125,0.1349206349206349,7.868000030517578,6.810821533203125,0.13436432298093282,0.0005563119397020977
10,1,62,124,125,7.32421875,8.296875,0.1172316384180791,7.31534481048584,8.285528182983398,0.11709372668481122,0.00013791173326788142
10,1,63,126,127,6.625,6.62890625,0.0005892751915144372,6.627166271209717,6.64046049118042,0.00200200272079925,-0.0014127275292848125
10,2,32,64,65,3.505859375,3.681640625,0.04774535809018567,3.3210039138793945,4.050140380859375,0.18002745544964774,-0.13228209735946206
10,2,33,66,67,4.3203125,3.943359375,0.08725135623869801,4.174905300140381,4.375683784484863,0.045885053452992944,0.041366302785705064
10,2,34,68,69,4.41796875,4.0546875,0.08222811671087533,3.6286189556121826,4.217009544372559,0.1395279243665837,-0.05729980765570837
10,2,35,70,71,4.8203125,3.8359375,0.20421393841166938,4.205471515655518,5.355836868286133,0.2147872276398762,-0.010573289228206828
10,2,36,72,73,3.59765625,3.34375,0.07057546145494029,3.7963688373565674,3.202754020690918,0.15636384189661262,-0.08578838044167234
10,2,37,74,75,5.109375,4.5234375,0.11467889908256881,4.448753356933594,5.063773155212402,0.12145484788269732,-0.006775948800128509
10,2,38,76,77,13.53125,5.43359375,0.5984411085450346,11.700818061828613,12.812904357910156,0.08679424001124203,0.5116468685337926
10,2,39,78,79,3.49609375,3.21484375,0.08044692737430167,3.5455846786499023,3.5929625034332275,0.013186284225914877,0.0672606431483868
10,2,40,80,81,3.76953125,3.80078125,0.008221993833504625,3.7351319789886475,3.787353992462158,0.013788521901424171,-0.005566528067919546
10,2,41,82,83,3.31640625,3.68359375,0.09968186638388123,3.082125425338745,3.8035616874694824,0.1896738692335263,-0.08999200284964508
10,2,42,84,85,4.48046875,4.56640625,0.018819503849443968,4.77402400970459,4.369196891784668,0.08479788059234583,-0.06597837674290186
10,2,43,86,87,3.966796875,3.37109375,0.1501723289020187,4.033346652984619,3.314816951751709,0.17814727149753132,-0.027974942595512614
10,2,44,88,89,3.92578125,3.490234375,0.1109452736318408,3.967360019683838,3.3220438957214355,0.16265630564423245,-0.05171103201239165
10,2,45,90,91,3.828125,3.859375,0.008097165991902834,3.8389041423797607,3.840883731842041,0.0005153994758729357,0.007581766516029899
10,2,46,92,93,4.25,4.171875,0.01838235294117647,4.589498519897461,4.140444278717041,0.09784385793645549,-0.07946150499527901
10,2,47,94,95,4.6171875,4.796875,0.03745928338762215,4.599018096923828,4.8436737060546875,0.0505103406996708,-0.013051057312048649
10,2,48,96,97,3.87890625,4.640625,0.16414141414141414,3.7871766090393066,4.758436679840088,0.2041132699980409,-0.03997185585662677
10,2,49,98,99,8.1171875,8.2578125,0.017029328287606435,8.486741065979004,8.222992897033691,0.03107767361992531,-0.014048345332318874
10,2,50,100,101,4.21484375,5.98828125,0.29615133724722764,4.0861616134643555,5.987870216369629,0.3175934905379856,-0.021442153290757937
10,2,51,102,103,4.9296875,4.078125,0.17274167987321712,4.929031848907471,4.064199447631836,0.17545684990193897,-0.002715170028721847
10,2,52,104,105,3.76953125,4.140625,0.08962264150943396,3.751401424407959,4.166487216949463,0.09962488084756763,-0.01000223933813367
10,2,53,106,107,3.55859375,4.92578125,0.2775574940523394,3.553562641143799,4.9337849617004395,0.27974918470726057,-0.0021916906549211412
10,2,54,108,109,4.09375,5.0859375,0.19508448540706605,4.1088361740112305,5.076782703399658,0.1906614062367184,0.004423079170347649
10,2,55,110,111,6.87109375,5.8125,0.15406480955088117,6.943648815155029,5.736593246459961,0.17383591838063295,-0.019771108829751777
10,2,56,112,113,8.8125,9.421875,0.06467661691542288,8.854106903076172,9.376340866088867,0.05569698995281233,0.008979626962610551
10,2,57,114,115,4.625,5.66796875,0.18401102687801515,4.62502908706665,5.681097030639648,0.1858915519093137,-0.001880525031298541
10,2,58,116,117,6.80859375,5.48046875,0.19506597819850832,6.791386127471924,5.485389232635498,0.19230196462449997,0.0027640135740083505
10,2,59,118,119,5.57421875,3.615234375,0.3514365802382621,5.5760178565979,3.6201729774475098,0.35076015347334477,0.0006764267649173039
10,2,60,120,121,4.78125,4.8125,0.006493506493506494,4.781237602233887,4.8009934425354,0.004114948403487223,0.002378558090019271
10,2,61,122,123,5.2109375,4.7734375,0.08395802098950525,5.211480617523193,4.784181118011475,0.08199195792361921,0.0019660630658860367
10,2,62,124,125,4.6484375,4.7421875,0.019769357495881382,4.636951446533203,4.741535663604736,0.022057034786072537,-0.002287677290191154
10,2,63,126,127,4.45703125,5.1328125,0.13165905631659056,4.458292484283447,5.134958744049072,0.13177637708381137,-0.00011732076722081874
10,3,32,64,65,6.19921875,6.59375,0.059834123222748815,7.818068027496338,7.651370048522949,0.021322144855622612,0.03851197836712621
10,3,33,66,67,4.4296875,5.9296875,0.25296442687747034,6.335607051849365,5.162508010864258,0.18515969052131784,0.0678047363561525
10,3,34,68,69,3.8828125,6.078125,0.36118251928020567,6.0710883140563965,5.337902069091797,0.12076685546923321,0.24041566381097246
10,3,35,70,71,4.296875,4.81640625,0.10786699107866991,4.854533672332764,4.477512359619141,0.0776637547829495,0.030203236295720415
10,3,36,72,73,6.73828125,4.34375,0.3553623188405797,5.56916618347168,5.863490104675293,0.050196029318601926,0.3051662895219778
10,3,37,74,75,12.859375,4.77734375,0.6284933171324423,10.28998851776123,11.328168869018555,0.09164591058460005,0.5368474065478422
10,3,38,76,77,4.9921875,5.4375,0.08189655172413793,4.84260368347168,5.708707332611084,0.15171624654705507,-0.06981969482291714
10,3,39,78,79,5.1640625,4.890625,0.0529500756429652,5.215941905975342,5.228751182556152,0.002449777419806108,0.050500298223159094
10,3,40,80,81,5.2734375,4.578125,0.13185185185185186,4.742424488067627,4.907777786254883,0.033692091490033965,0.0981597603618179
10,3,41,82,83,5.51953125,5.140625,0.0686482661004954,5.132652759552002,5.060566425323486,0.014044654412742233,0.05460361168775317
10,3,42,84,85,5.62109375,6.08203125,0.07578676942838793,5.670665740966797,6.0742363929748535,0.06643973429726995,0.009347035131117981
10,3,43,86,87,5.59375,5.01953125,0.1026536312849162,5.546695709228516,5.132475852966309,0.07467866960378479,0.027974961681131408
10,3,44,88,89,5.6328125,5.26953125,0.06449375866851595,5.6244964599609375,5.206150054931641,0.07437935253535609,-0.00988559386684014
10,3,45,90,91,5.8828125,5.5703125,0.05312084993359894,5.860888481140137,5.530942916870117,0.056296168291165676,-0.0031753183575667365
10,3,46,92,93,6.16015625,5.828125,0.053899809765377296,6.154435634613037,5.920629024505615,0.03798993506284717,0.01590987470253013
10,3,47,94,95,5.93359375,6.7109375,0.11583236321303841,5.728035926818848,6.836806774139404,0.1621767126013482,-0.04634434938830978
10,3,48,96,97,6.45703125,5.62890625,0.12825166364186327,6.186028003692627,5.6739301681518555,0.08278298049007939,0.04546868315178389
10,3,49,98,99,5.84375,6.16015625,0.05136334812935954,5.79040002822876,6.199219226837158,0.06594688518814941,-0.01458353705878987
10,3,50,100,101,6.734375,6.71484375,0.002900232018561485,6.772208213806152,6.819677829742432,0.006960683058846512,-0.0040604510402850276
10,3,51,102,103,5.93359375,7.98828125,0.2572127139364303,5.9534711837768555,7.878753185272217,0.24436379160782676,0.012848922328603546
10,3,52,104,105,8.9765625,9.4453125,0.04962779156327544,8.90909481048584,9.513031959533691,0.06348524336056738,-0.01385745179729194
10,3,53,106,107,6.73046875,7.6796875,0.12360122075279756,6.6893310546875,7.685237884521484,0.12958698804103366,-0.005985767288236105
10,3,54,108,109,6.02734375,6.26171875,0.037429819089207735,6.02234411239624,6.263922691345215,0.03856666035849401,-0.0011368412692862734
10,3,55,110,111,6.9296875,6.8359375,0.013528748590755355,6.9273552894592285,6.817412853240967,0.015870766205041027,-0.0023420176142856727
10,3,56,112,113,7.2734375,6.453125,0.11278195488721804,7.2729949951171875,6.452526569366455,0.11281025578892379,-2.8300901705746728e-05
10,3,57,114,115,11.1875,9.8515625,0.11941340782122906,11.203606605529785,9.8318510055542,0.12243875104455434,-0.0030253432233252886
10,3,58,116,117,12.171875,9.9375,0.18356867779204109,12.143424034118652,9.989973068237305,0.177334741818364,0.006233935973677079
10,3,59,118,119,6.88671875,8.375,0.177705223880597,6.880757808685303,8.400651931762695,0.18092573474336004,-0.0032205108627630374
10,3,60,120,121,8.203125,7.25390625,0.11571428571428571,8.213109016418457,7.2563652992248535,0.11648983536941007,-0.0007755496551243579
10,3,61,122,123,7.21875,9.53125,0.24262295081967214,7.2216362953186035,9.512682914733887,0.24084126843613754,0.0017816823835345996
10,3,62,124,125,10.6953125,10.3203125,0.03506208911614317,10.688054084777832,10.330870628356934,0.03341894170704162,0.0016431474091015488
10,3,63,126,127,7.4921875,7.3828125,0.014598540145985401,7.49165153503418,7.379846096038818,0.014924004202879844,-0.0003254640568944433
10,4,32,64,65,5.609375,6.640625,0.15529411764705883,6.271690845489502,7.1356940269470215,0.12108187069046455,0.03421224695659428
10,4,33,66,67,5.30859375,5.46484375,0.028591851322373123,5.901816368103027,5.44908332824707,0.07671079742548399,-0.04811894610311087
10,4,34,68,69,9.0703125,4.74609375,0.47674418604651164,8.537641525268555,8.730729103088379,0.02211585945915125,0.4546283265873604
10,4,35,70,71,5.1640625,5.32421875,0.03008070432868672,5.514344215393066,4.926209449768066,0.10665543220592684,-0.07657472787724012
10,4,36,72,73,5.76953125,6.5625,0.12083333333333333,5.012032508850098,6.797187328338623,0.26263139932099755,-0.1417980659876642
10,4,37,74,75,14.484375,4.59375,0.6828478964401294,12.371780395507812,14.052515983581543,0.11960389086462822,0.5632440055755012
10,4,38,76,77,5.58984375,6.37109375,0.12262415695892091,5.174479961395264,5.72261381149292,0.09578382678852457,0.026840330170396345
10,4,39,78,79,4.69140625,7.67578125,0.3888040712468193,5.661875247955322,6.756742000579834,0.16204063327126522,0.2267634379755541
10,4,40,80,81,6.15625,8.8046875,0.3007985803016859,7.621670722961426,7.438365459442139,0.024050535661039846,0.27674804464064606
10,4,41,82,83,6.1484375,7.57421875,0.18824136152656007,5.670815467834473,7.5191330909729,0.2458152556652344,-0.057573894138674336
10,4,42,84,85,7.08984375,6.796875,0.04132231404958678,7.073352813720703,6.75270414352417,0.04533192089252884,-0.004009606842942062
10,4,43,86,87,8.0078125,8.75,0.08482142857142858,7.528950214385986,9.063827514648438,0.16934096525798517,-0.0845195366865566
10,4,44,88,89,7.28515625,7.234375,0.006970509383378016,7.507688999176025,7.319919586181641,0.02501028119505118,-0.018039771811673162
10,4,45,90,91,7.9453125,8.171875,0.027724665391969407,7.961069583892822,8.153985977172852,0.023659151955877807,0.0040655134360916
10,4,46,92,93,7.64453125,8.2734375,0.07601510859301228,8.066424369812012,8.195229530334473,0.015717090051680833,0.06029801854133145
10,4,47,94,95,7.93359375,7.51953125,0.052191038897095025,8.058601379394531,7.602785587310791,0.05656264289846127,-0.004371604001366242
10,4,48,96,97,9.03125,9.234375,0.021996615905245348,9.185154914855957,9.178913116455078,0.0006795528718610394,0.02131706303338431
10,4,49,98,99,8.3203125,10.078125,0.1744186046511628,8.20032787322998,10.201573371887207,0.19617027939750167,-0.021751674746338878
10,4,50,100,101,7.38671875,8.0546875,0.08292919495635305,7.58916711807251,8.137287139892578,0.06735906112160424,0.015570133834748812
10,4,51,102,103,11.3515625,8.328125,0.2663454920853407,11.414399147033691,8.307473182678223,0.27219356221329255,-0.005848070127951854
10,4,52,104,105,10.0546875,8.921875,0.11266511266511267,9.969588279724121,8.940995216369629,0.1031730734002744,0.00949203926483827
10,4,53,106,107,8.5078125,9.15625,0.07081911262798635,8.528559684753418,9.172052383422852,0.07015798337921106,0.0006611292487752884
10,4,54,108,109,12.953125,13.0546875,0.007779772591262717,12.968451499938965,13.020049095153809,0.003962933998002272,0.0038168385932604446
10,4,55,110,111,7.86328125,11.90625,0.3395669291338583,7.8564229011535645,11.942136764526367,0.34212586440219395,-0.0025589352683356714
10,4,56,112,113,8.9375,10.109375,0.11591962905718702,8.927119255065918,10.112971305847168,0.1172604979206861,-0.0013408688634990867
10,4,57,114,115,8.09375,9.0390625,0.10458081244598098,8.060483932495117,9.070842742919922,0.11138532979346616,-0.0068045173474851756
10,4,58,116,117,9.1484375,9.1328125,0.0017079419299743809,9.148369789123535,9.133163452148438,0.0016621908958223811,4.575103415199971e-05
10,4,59,118,119,7.42578125,7.29296875,0.01788532351394003,7.398103713989258,7.286588191986084,0.015073527800415444,0.0028117957135245873
10,4,60,120,121,8.078125,9.03125,0.10553633217993079,8.077553749084473,9.031176567077637,0.10559231246452566,-5.598028459487259e-05
10,4,61,122,123,8.953125,7.76953125,0.13219895287958114,8.952841758728027,7.77654504776001,0.13138808242882868,0.0008108704507524545
10,4,62,124,125,11.1171875,11.78125,0.05636604774535809,11.123164176940918,11.76540470123291,0.05458720210658721,0.0017788456387708776
10,4,63,126,127,13.8828125,12.765625,0.08047270680922904,13.890493392944336,12.759124755859375,0.08144913251674982,-0.0009764257075207811
10,5,32,64,65,9.265625,10.6328125,0.12858192505510654,13.352355003356934,11.434127807617188,0.14366208771841987,-0.015080162663313329
10,5,33,66,67,4.70703125,4.44921875,0.054771784232365145,4.501212120056152,4.569840908050537,0.015017763063366978,0.03975402116899816
10,5,34,68,69,5.76171875,4.2890625,0.2555932203389831,5.784453392028809,4.886227130889893,0.1552828245408123,0.10031039579817078
10,5,35,70,71,5.421875,5.21875,0.037463976945244955,5.2627854347229,5.892216205596924,0.1068241131878591,-0.06936013624261414
10,5,36,72,73,4.8828125,6.0234375,0.1893644617380026,4.789515972137451,5.972668170928955,0.1980944135738723,-0.00872995183586972
10,5,37,74,75,6.046875,5.30078125,0.12338501291989665,6.129788875579834,5.564632415771484,0.09219835646539945,0.031186656454497197
10,5,38,76,77,4.9609375,5.55859375,0.10751932536893886,4.991741180419922,5.0008745193481445,0.001826348350250782,0.10569297701868809
10,5,39,78,79,4.96484375,5.6640625,0.12344827586206897,5.838812828063965,5.487409591674805,0.06018402143328827,0.0632642544287807
10,5,40,80,81,5.48828125,6.58203125,0.1661721068249258,5.142783164978027,6.9651103019714355,0.2616365079642183,-0.09546440113929247
10,5,41,82,83,5.37890625,6.984375,0.22986577181208054,5.465366363525391,7.001025199890137,0.2193477087311219,0.01051806308095865
10,5,42,84,85,17.046875,13.625,0.20073327222731438,15.841522216796875,17.564298629760742,0.09808398554809442,0.10264928667921996
10,5,43,86,87,6.91796875,6.5390625,0.054771315640880856,6.708810329437256,6.59201717376709,0.017408921989893668,0.03736239365098719
10,5,44,88,89,5.13671875,5.98046875,0.1410842586544742,5.1736531257629395,6.194918155670166,0.16485529013365088,-0.023771031479176696
10,5,45,90,91,8.5,5.78125,0.31985294117647056,8.879481315612793,5.0954270362854,0.42615713067314975,-0.10630418949667919
10,5,46,92,93,6.6328125,7.79296875,0.14887218045112782,6.462112903594971,7.7591962814331055,0.16716723366592892,-0.0182950532148011
10,5,47,94,95,5.65625,5.6875,0.005494505494505495,5.641967296600342,5.773434162139893,0.022770999347608963,-0.017276493853103467
10,5,48,96,97,7.015625,7.26953125,0.03492745835572273,7.017329216003418,7.270720481872559,0.03485091560057886,7.654275514386993e-05
10,5,49,98,99,6.15234375,6.95703125,0.11566535654126894,6.232847690582275,6.914342403411865,0.09856247681533792,0.017102879725931025
10,5,50,100,101,7.8984375,6.76953125,0.14292779426310584,7.899506568908691,6.869452476501465,0.13039473838294782,0.012533055880158017
10,5,51,102,103,6.55078125,8.125,0.19375,6.585568904876709,8.125244140625,0.1894927966595054,0.004257203340494592
10,5,52,104,105,11.078125,10.34375,0.06629055007052186,11.046422958374023,10.607865333557129,0.03970132471565691,0.026589225354864944
10,5,53,106,107,5.71875,5.15625,0.09836065573770492,5.71389102935791,5.071640968322754,0.11240152423896123,-0.014040868501256312
10,5,54,108,109,9.3671875,10.8359375,0.13554434030281182,9.416581153869629,10.746174812316895,0.12372715702738535,0.011817183275426468
10,5,55,110,111,6.87109375,7.78515625,0.11741093828399397,6.839733123779297,7.822820663452148,0.12566919043226832,-0.008258252148274345
10,5,56,112,113,7.47265625,8.1484375,0.08293384467881112,7.4585676193237305,8.187792778015137,0.08906248343869093,-0.006128638759879804
10,5,57,114,115,6.8046875,6.1171875,0.1010332950631458,6.808096885681152,6.120246887207031,0.10103410836012236,-8.132969765567433e-07
10,5,58,116,117,7.01953125,6.23046875,0.112409571508069,6.994163990020752,6.235316753387451,0.10849720391400906,0.00391236759405994
10,5,59,118,119,7.1796875,9.0234375,0.20432900432900433,7.166304111480713,9.047992706298828,0.20796751897337004,-0.003638514644365709
10,5,60,120,121,6.609375,6.921875,0.045146726862302484,6.586952209472656,6.922564506530762,0.048480920147654545,-0.0033341932853520606
