layer,head,pair,dim0,dim1,pre_absmax_dim0,pre_absmax_dim1,pre_residual_gap,post_absmax_dim0,post_absmax_dim1,post_residual_gap,residual_improvement
0,0,55,110,111,2.44140625,1.8330078125,0.2492,2.462470531463623,1.8285832405090332,0.25741923927829713,-0.008219239278297125
0,0,56,112,113,2.5546875,3.59375,0.2891304347826087,2.536547899246216,3.601680040359497,0.29573202760314227,-0.006601592820533575
0,0,57,114,115,3.48046875,1.8876953125,0.45763187429854096,3.4983575344085693,1.8830357789993286,0.4617371836702009,-0.0041053093716599265
0,0,58,116,117,2.84765625,2.17578125,0.23593964334705075,2.847641706466675,2.1829965114593506,0.23340197381503072,0.0025376695320200315
0,0,59,118,119,3.26171875,2.27734375,0.3017964071856287,3.2614970207214355,2.2978646755218506,0.2954570674378331,0.006339339747795603
0,0,60,120,121,3.3046875,2.40234375,0.2730496453900709,3.304600954055786,2.4067420959472656,0.2716996304823325,0.0013500149077384505
0,0,61,122,123,2.9375,2.59765625,0.11569148936170212,2.9377832412719727,2.597609519958496,0.11579265499730725,-0.00010116563560512437
0,0,62,124,125,4.12109375,2.1875,0.46919431279620855,4.121025562286377,2.1956021785736084,0.4672194711271164,0.00197484166909212
0,0,63,126,127,1.7314453125,2.33203125,0.25753768844221103,1.7314198017120361,2.338160753250122,0.25949496872475325,-0.0019572802825422175
0,1,32,64,65,3.39453125,3.166015625,0.06731875719217491,3.2769527435302734,3.276928424835205,7.42113084064824e-06,0.06731133606133426
0,1,33,66,67,3.154296875,6.6953125,0.528879813302217,7.288780689239502,7.274848461151123,0.001911462106267951,0.5269683511959491
0,1,34,68,69,4.19140625,4.05859375,0.03168685927306617,4.168534755706787,4.276547431945801,0.02525698076727951,0.0064298785057866625
0,1,35,70,71,3.611328125,2.41796875,0.3304488912925906,3.7283358573913574,3.2912819385528564,0.11722493239766735,0.21322395889492324
0,1,36,72,73,3.6875,4.796875,0.23127035830618892,5.084652423858643,3.148432731628418,0.3807968629566356,-0.1495265046504467
0,1,37,74,75,3.708984375,3.9296875,0.05616302186878728,3.977370262145996,3.907567262649536,0.01755003806429569,0.03861298380449159
0,1,38,76,77,3.16796875,7.703125,0.5887423935091278,7.8602399826049805,7.695245742797852,0.020990992663362396,0.5677514008457655
0,1,39,78,79,8.7890625,3.841796875,0.5628888888888889,8.39594554901123,8.131282806396484,0.031522684499295586,0.5313662043895933
0,1,40,80,81,2.412109375,2.3828125,0.012145748987854251,2.6353561878204346,2.4051926136016846,0.0873367992085754,-0.07519105022072115
0,1,41,82,83,2.16015625,3.92578125,0.44975124378109455,3.4136123657226562,3.9064784049987793,0.12616632889751686,0.32358491488357766
0,1,42,84,85,2.32421875,2.8828125,0.1937669376693767,2.538966655731201,2.881869077682495,0.11898612071130062,0.07478081695807608
0,1,43,86,87,2.14453125,2.671875,0.19736842105263158,2.3913497924804688,2.660672664642334,0.10122360249003778,0.0961448185625938
0,1,44,88,89,2.42578125,2.3515625,0.030595813204508857,2.2902774810791016,2.6088693141937256,0.12211873986224765,-0.0915229266577388
0,1,45,90,91,3.029296875,2.3671875,0.218568665377176,2.966681957244873,2.5973236560821533,0.12450215644475048,0.09406650893242553
0,1,46,92,93,3.115234375,2.65625,0.14733542319749215,3.4382314682006836,2.6303517818450928,0.2349695457759205,-0.08763412257842834
0,1,47,94,95,2.9453125,3.486328125,0.15518207282913166,2.888638734817505,3.5358986854553223,0.18305387348915764,-0.02787180066002598
0,1,48,96,97,3.44140625,4.2578125,0.19174311926605506,3.434382438659668,4.307616710662842,0.2027186564305076,-0.010975537164452542
0,1,49,98,99,3.578125,4.2734375,0.16270566727605118,3.3130412101745605,4.556926250457764,0.2729658045614079,-0.11026013728535672
0,1,50,100,101,3.0,4.203125,0.2862453531598513,2.995021343231201,4.2801618576049805,0.30025512051380604,-0.01400976735395476
0,1,51,102,103,3.09765625,3.13671875,0.012453300124533,3.0995070934295654,3.1263411045074463,0.00858320003508016,0.0038701000894528405
