layer,head,pair,dim0,dim1,pre_spread,pre_anisotropy,pre_mean_compactness,pre_balance,pre_mu_norm,pre_mu_angle,pre_pca_angle,pre_lam1,pre_lam2,post_spread,post_anisotropy,post_mean_compactness,post_balance,post_mu_norm,post_mu_angle,post_pca_angle,post_lam1,post_lam2,mu_drift,pca_drift,spread_score,orientation_score,drift_score,candidate_mode,target_diag_angle,suggested_alpha_rad,suggested_alpha_deg,candidate_score,candidate_label
0,0,63,126,127,0.10835543566210203,0.5026685021152404,0.9546195128332148,0.9063705205917358,1.5097530931828416,-2.3766525403849994,0.9460296832958176,0.08141115010145891,0.026944285560643114,0.10834241172836656,0.5027575442815829,0.9546249652319814,0.906973123550415,1.5097573685803285,-2.3743974295152626,0.9478529577236707,0.08140618829548353,0.02693622343288303,0.002255110869736843,0.0018232744278531279,0.8159565041848401,0.9546195128332148,0.9935775388223776,mean,-2.356194490192345,0.020458050192654564,1.1721599331059072,0.7014631365855779,mean_cluster
0,0,53,106,107,0.2181211141039262,0.7646044241685535,0.9210600160556885,0.8462892174720764,1.595307113040404,-2.293113582896721,1.426147339245749,0.19244874147656332,0.02567237262736287,0.2187072652100437,0.7613508474007497,0.9208478863145871,0.841218888759613,1.5951234307089506,-2.2755310319969064,1.445832761355069,0.19261011345558615,0.026097151754457534,0.017582550899814642,0.019685422109319894,0.6640249013843352,0.9210600160556885,0.9510050942572084,mean,-2.356194490192345,-0.06308090729562377,-3.6142697558952457,0.4922366501709066,mean_cluster
0,0,52,104,105,0.20700851333824066,0.7636084270132384,0.9027342392950825,0.8020572066307068,1.3860984146426982,2.458312136628404,1.8956210454905753,0.1825409792937836,0.024467534044457076,0.20739023816599772,0.7614030120682953,0.9025548847837848,0.7895451784133911,1.3859607423737357,2.479892546305381,1.9155498491905327,0.18264889508995547,0.02474134307604224,0.02158040967697694,0.01992880369995742,0.6780215949937858,0.9027342392950825,0.9402040870858459,mean,2.356194490192345,-0.10211764643605914,-5.850910154595342,0.46156292978236213,mean_cluster
0,0,49,98,99,0.19573930134385953,0.2939699597818001,0.9167758947511021,0.7964988350868225,1.4684056348611068,2.4915258792928174,2.1925541005061606,0.12664038794396276,0.06909891339989675,0.19697318191383678,0.28687085401408585,0.9162512755287994,0.7695953845977783,1.4679854320927292,2.5312905817204654,2.220252862927653,0.12673952341380895,0.07023365850002783,0.03976470242764795,0.027698762421492162,0.6925168717760987,0.9167758947511021,0.8926029378008288,mean,2.356194490192345,-0.1353313891004726,-7.75391743109983,0.4513744799638716,mean_cluster
0,0,50,100,101,0.2306973937881931,0.3043837961298459,0.87066681231754,0.7798795700073242,1.2462132042663954,-0.7210562105267142,2.0951823450059224,0.15045897113350482,0.08023842265468828,0.23174785591602504,0.30020594496247904,0.870077903910399,0.7685266137123108,1.2457916708739432,-0.6887516174126626,2.1199017610255813,0.150659969997312,0.08108788591871305,0.03230459311405165,0.024719416019658883,0.6485328697647668,0.87066681231754,0.911832619074181,mean,-0.7853981633974483,-0.06434195287073408,-3.686522345122714,0.401537999292263,mean_cluster
0,0,44,88,89,0.15635824189737454,0.6986910705339094,0.8673618433962667,0.765394926071167,1.0111749611671683,0.8409902752810395,1.634909612517108,0.13280217465807492,0.023556067239299632,0.1609731570404254,0.665569223658559,0.8634470212201734,0.7106642723083496,1.008890399706207,0.9514950952075275,1.7663645400270216,0.1340559681011771,0.026917188939248306,0.11050481992648799,0.13145492750991353,0.7456489220553736,0.8673618433962667,0.729257739791179,mean,0.7853981633974483,-0.055592111883591255,-3.1851933851488483,0.3609951218355847,mean_cluster
0,0,45,90,91,0.18120299886135213,0.7354068801628226,0.8774019483654291,0.682709813117981,1.138780976320658,2.6249756729921865,2.0662597372104137,0.157230465465431,0.023972533395921116,0.18632102639856188,0.6976657751038279,0.8739391957853306,0.6059505343437195,1.136531575971859,2.7155711748141247,2.136149434952183,0.1581554148498765,0.02816561154868537,0.0905955018219382,0.06988969774176912,0.7116731357794388,0.8774019483654291,0.7719432122537135,mean,2.356194490192345,-0.26878118279984164,-15.400027386965201,0.3290793759011841,mean_cluster
0,0,47,94,95,0.30934260563622645,0.5422194495334091,0.8981165304782206,0.7736458778381348,1.6513318281900977,-0.5971864412070634,2.7147904507090708,0.2385370914910369,0.07080551414518953,0.3135374937415832,0.519366852856152,0.8967349231393962,0.7221472263336182,1.650061178866251,-0.5373410179223765,2.7769855533245535,0.23818923755953703,0.07534825618204616,0.059845423284686894,0.06219510261548278,0.559524651320637,0.8981165304782206,0.8428325945562533,mean,-0.7853981633974483,-0.18821172219038484,-10.783737336397794,0.3276690738806967,mean_cluster
0,0,55,110,111,0.37951978931863606,0.5719295442732173,0.8034019096412418,0.7527475953102112,1.2453573706192456,2.3709727475598825,2.748299616070964,0.29828918473344146,0.08123060458519457,0.37953080567110575,0.5712855692954755,0.8033962130938278,0.7506735324859619,1.2453529875449871,2.382564372250934,2.7594146178804113,0.2981756390273326,0.0813551666437732,0.011591624691051461,0.011115001809447467,0.49046692172193734,0.8034019096412418,0.9674234993064564,mean,2.356194490192345,-0.014778257367537684,-0.8467317757180235,0.28695156110898534,mean_cluster
0,0,54,108,109,0.4376344158141571,0.40598479791710396,0.8346959765119832,0.7476826906204224,1.4865454150366801,-2.3785016360907663,1.479202201038701,0.30765366784022175,0.12998074797393536,0.43806292072045083,0.4056139898718449,0.8345341285054682,0.7473288774490356,1.4864013212142209,-2.3641673989212983,1.494901678611413,0.3078736849045961,0.13018923581585476,0.014334237169467912,0.015699477572712173,0.4397783035136923,0.8346959765119832,0.9598723584181249,mean,-2.356194490192345,0.02230714589842142,1.2781053129621125,0.2634468023841734,mean_cluster
