pair,bucket_center,post_dim0_q,post_dim1_q,post_ratio_minmax
32,16767.5,3.3098745346069336,3.7599871158599854,0.8802887969071932
32,17023.5,3.435352087020874,3.6301722526550293,0.9463330795138803
32,17279.5,3.594841957092285,3.3968379497528076,0.9449199687488808
32,17535.5,3.5030713081359863,2.814889907836914,0.803549131671756
32,17791.5,4.25692081451416,2.7310938835144043,0.6415655828510173
32,18047.5,3.8128552436828613,3.538709878921509,0.9280997186516439
32,18303.5,3.149646282196045,3.0606963634490967,0.9717587593090202
32,18559.5,2.419398546218872,3.9373562335968018,0.6144728601325299
32,18815.5,2.631051778793335,3.8371737003326416,0.6856744010742206
32,19071.5,2.7449769973754883,4.091064453125,0.6709688954615981
32,19327.5,3.306354284286499,3.3049943447113037,0.999588689094312
32,19583.5,3.4990785121917725,2.8132195472717285,0.8039886894420006
32,19839.5,3.6385395526885986,2.9050331115722656,0.7984063576897691
32,20095.5,3.854555606842041,3.024209499359131,0.78458058666763
32,20351.5,3.3510446548461914,3.2298333644866943,0.9638288047924982
33,127.5,4.81528377532959,1.0786638259887695,0.22400836094336696
33,383.5,4.581896781921387,2.319563865661621,0.506245333769594
33,639.5,4.107376575469971,3.3937206268310547,0.826250178057448
33,895.5,3.060312271118164,4.268771171569824,0.7169070789036335
33,1151.5,1.9073486328125,4.916304588317871,0.3879638859937084
33,1407.5,0.7429975867271423,4.962918281555176,0.14970981680043244
33,1663.5,2.03505539894104,4.750074863433838,0.4284259632636389
33,1919.5,3.1310842037200928,4.3706536293029785,0.7163880895817935
33,2175.5,4.808530807495117,1.2430579662322998,0.25851097060556
33,2431.5,4.570767879486084,2.3567373752593994,0.5156108201942602
33,2687.5,4.0109405517578125,3.3160006999969482,0.82673892998581
33,2943.5,3.043226718902588,4.243850231170654,0.7170909794484247
33,3199.5,1.929253339767456,4.802393913269043,0.40172742482388163
33,3455.5,0.7424634099006653,4.950010776519775,0.14999228151633887
33,3711.5,2.053781032562256,4.69824743270874,0.4371376905916093
33,3967.5,3.162386417388916,4.168191909790039,0.7586950135288306
33,4223.5,4.880488872528076,1.1133569478988647,0.2281240623589722
33,4479.5,4.649296283721924,2.3188257217407227,0.4987476771182287
33,4735.5,3.9352610111236572,3.3183770179748535,0.8432419116787729
33,4991.5,3.0396599769592285,4.217709064483643,0.720689817739091
33,5247.5,1.9109210968017578,4.8664069175720215,0.39267597822566935
33,5503.5,0.7786330580711365,4.897233963012695,0.15899445767792858
33,5759.5,2.0718131065368652,4.5513153076171875,0.45521194786690133
33,6015.5,3.3710684776306152,4.13593053817749,0.8150689298365457
33,6271.5,4.751973628997803,1.166893482208252,0.2455597554429929
33,6527.5,4.291276454925537,2.278517484664917,0.5309649724500106
33,6783.5,3.832507848739624,3.4945785999298096,0.9118255559682813
33,7039.5,3.0216658115386963,4.149189472198486,0.7282544775998476
33,7295.5,1.7998367547988892,4.747092247009277,0.3791450979139508
33,7551.5,0.7213837504386902,4.732240676879883,0.15244020743981296
33,7807.5,2.0228757858276367,4.725779056549072,0.42805128247041047
33,8063.5,3.0704615116119385,4.198356628417969,0.7313484259122967
33,8319.5,4.639570236206055,1.1944290399551392,0.2574438965562179
33,8575.5,4.427121639251709,2.3558928966522217,0.5321500262754074
33,8831.5,4.014706611633301,3.3804056644439697,0.8420056535759461
33,9087.5,3.0565695762634277,4.273953914642334,0.715162034338224
33,9343.5,1.9163382053375244,4.766785621643066,0.4020189615065971
33,9599.5,0.7539142370223999,4.886475563049316,0.154285891189832
33,9855.5,2.006279230117798,4.745950698852539,0.4227349497336476
33,10111.5,3.1541919708251953,4.233650207519531,0.74502895048413
33,10367.5,4.759748935699463,1.2460064888000488,0.26177987655076673
33,10623.5,4.6138834953308105,2.3778042793273926,0.5153585437806784
33,10879.5,3.8908393383026123,3.501833200454712,0.9000199946529776
33,11135.5,3.1595499515533447,4.279393672943115,0.7383171993569809
33,11391.5,1.8607962131500244,4.78815221786499,0.3886251164295154
33,11647.5,0.7185177803039551,4.817023277282715,0.14916219809285858
33,11903.5,1.9631612300872803,4.766796112060547,0.4118408222076574
33,12159.5,3.1518032550811768,4.059304714202881,0.7764391877390981
33,12415.5,4.674838066101074,1.204595685005188,0.25767645167008946
33,12671.5,4.509480953216553,2.2269082069396973,0.49382805472352054
33,12927.5,3.8827171325683594,3.607696056365967,0.9291678824873677
33,13183.5,3.0223135948181152,4.3292741775512695,0.6981109236485458
33,13439.5,1.9886633157730103,4.747645854949951,0.4188735589238626
33,13695.5,0.7274171113967896,5.037516117095947,0.14439995713922096
33,13951.5,2.004976987838745,4.650937557220459,0.4310909280487051
33,14207.5,3.2047014236450195,4.1458330154418945,0.7729933674869531
33,14463.5,4.690040111541748,1.2343802452087402,0.26319183116814854
33,14719.5,4.528403282165527,2.337416172027588,0.5161678468949904
33,14975.5,3.8056092262268066,3.5382394790649414,0.9297432470682342
33,15231.5,2.995958089828491,4.365182876586914,0.6863304870679315
33,15487.5,1.860225796699524,4.789302825927734,0.38841264883666654
33,15743.5,0.8090339303016663,4.948665142059326,0.16348528483481037
33,15999.5,1.9791641235351562,4.752199649810791,0.41647326909212595
33,16255.5,3.1263394355773926,4.150607585906982,0.7532245269807243
33,16511.5,4.684354305267334,1.2175791263580322,0.2599246442543687
33,16767.5,4.514085292816162,2.245701789855957,0.49748767340081673
33,17023.5,3.7819271087646484,3.3920562267303467,0.8969121109894549
33,17279.5,3.144973039627075,4.241421699523926,0.7414902979300737
33,17535.5,1.800565481185913,4.664520740509033,0.3860129649652752
33,17791.5,0.6838854551315308,4.891040802001953,0.13982411572841705
33,18047.5,2.039419174194336,4.743889331817627,0.4299044584610767
33,18303.5,3.1787195205688477,4.206409454345703,0.7556847603803444
33,18559.5,4.661552429199219,1.0939228534698486,0.2346692159070637
33,18815.5,4.406226634979248,2.289686679840088,0.5196479594724414
33,19071.5,3.9564290046691895,3.392331600189209,0.8574225889522447
33,19327.5,2.9782280921936035,4.1694746017456055,0.7142933766635079
33,19583.5,1.8905848264694214,4.761679172515869,0.39704162291776507
33,19839.5,0.7300309538841248,4.76616907119751,0.15316933641649078
33,20095.5,2.000821113586426,4.603504180908203,0.43463001986275884
33,20351.5,3.0964295864105225,4.143773078918457,0.7472488303386304
34,127.5,2.716223955154419,3.397864818572998,0.7993914120147817
34,383.5,2.985311985015869,3.1151700019836426,0.9583143080842831
34,639.5,3.152243137359619,3.695598840713501,0.8529722172850943
